1 16 6119 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 
2 16 5564 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 
3 16 7387 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 0 
4 16 7251 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 0 
5 16 6845 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 
6 16 8073 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 0 
7 16 5607 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0 1 
8 16 6825 1 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 
9 16 7385 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 
10 16 7017 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 
11 16 6035 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 
12 16 5959 1 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 
13 16 6390 1 1 1 0 0 1 1 0 0 1 1 1 0 1 1 0 
14 16 6063 1 1 1 1 0 1 1 1 0 1 0 1 0 1 0 1 
15 16 5124 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 
16 16 7272 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 
17 16 7463 1 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 
18 16 7459 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 
19 16 8140 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 
20 16 6065 1 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 
21 16 7378 1 1 0 1 1 1 1 1 0 1 0 1 1 0 0 1 
22 16 6458 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 
23 16 7233 1 1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 
24 16 7206 1 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 
25 16 5635 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 
26 16 7226 1 1 0 1 0 1 1 1 1 1 0 1 0 1 1 1 
27 16 4965 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 
28 16 5296 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 1 
29 16 8003 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 
30 16 6761 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 
31 16 7014 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 1 
32 16 6817 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 
33 16 6368 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 
34 16 5139 1 1 1 0 1 0 1 1 0 1 1 0 1 1 1 1 
35 16 8265 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 
36 16 5730 0 1 1 0 1 1 1 1 1 0 0 0 1 1 1 1 
37 16 6930 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 
38 16 6401 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 
39 16 7063 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 
40 16 6433 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 
41 16 6377 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 
