1 5866 -1 120 -1 0.001205
2 9471 -1 40 -1 0.000645
3 11171 -1 143 -1 0.002676
4 10595 -1 98 -1 0.001539
5 12093 -1 122 -1 0.001601
6 10240 -1 44 -1 0.001222
7 9421 -1 120 -1 0.001099
8 9447 -1 126 -1 0.001380
9 10606 -1 83 -1 0.000928
10 8266 -1 38 -1 0.000589
11 8828 -1 109 -1 0.001310
12 9354 -1 26 -1 0.000220
13 8422 -1 36 -1 0.000549
14 10159 -1 396 -1 0.003629
15 10109 -1 58 -1 0.000450
16 9862 -1 300 -1 0.001985
17 9441 -1 81 -1 0.000869
18 10534 -1 19 -1 0.000755
19 10453 -1 66 -1 0.001113
20 8890 -1 182 -1 0.001763
21 10347 -1 94 -1 0.000759
22 9376 -1 20 -1 0.000248
23 9456 -1 198 -1 0.002121
24 9214 -1 49 -1 0.001008
25 6180 -1 35 -1 0.000499
26 11831 -1 119 -1 0.001237
27 8493 -1 85 -1 0.000896
28 9712 -1 372 -1 0.004494
29 7671 -1 171 -1 0.001190
30 9887 -1 39 -1 0.000588
31 9449 -1 42 -1 0.000533
32 10971 -1 165 -1 0.001219
33 10210 -1 121 -1 0.003301
34 9702 -1 164 -1 0.001588
35 9359 -1 153 -1 0.000835
36 9119 -1 187 -1 0.001334
37 7926 -1 17 -1 0.000250
38 9760 -1 75 -1 0.001132
39 6385 -1 68 -1 0.001019
40 8840 -1 107 -1 0.001200
41 7299 -1 126 -1 0.001892
42 8774 -1 105 -1 0.002466
43 9669 -1 38 -1 0.000794
44 11146 -1 107 -1 0.001883
45 10259 -1 30 -1 0.000666
46 10567 -1 184 -1 0.001976
47 7212 -1 57 -1 0.000650
48 7825 -1 83 -1 0.001605
49 6997 -1 59 -1 0.001028
50 9496 -1 107 -1 0.000953
51 11131 -1 179 -1 0.001696
52 11754 -1 157 -1 0.001709
53 8853 -1 204 -1 0.000981
54 10164 -1 85 -1 0.001253
55 9378 -1 53 -1 0.000585
56 8682 -1 10 -1 0.000517
57 10463 -1 109 -1 0.001128
58 8372 -1 99 -1 0.000868
59 9714 -1 32 -1 0.000993
60 7885 -1 64 -1 0.000681
61 8652 -1 49 -1 0.000691
62 9236 -1 342 -1 0.001195
63 8387 -1 59 -1 0.000681
64 9577 -1 112 -1 0.001153
65 9569 -1 125 -1 0.000804
66 11073 -1 395 -1 0.002915
67 6446 -1 120 -1 0.001377
68 9284 -1 156 -1 0.002044
69 9837 -1 36 -1 0.000814
70 9623 -1 25 -1 0.000430
71 7372 -1 110 -1 0.002248
72 9091 -1 53 -1 0.000711
73 11893 -1 54 -1 0.001498
74 9909 -1 38 -1 0.000406
75 9904 -1 74 -1 0.000536
76 11498 -1 126 -1 0.001894
77 9555 -1 51 -1 0.000394
78 9967 -1 27 -1 0.000429
79 10349 -1 47 -1 0.001026
80 8797 -1 137 -1 0.001474
81 7346 -1 23 -1 0.000280
82 9607 -1 30 -1 0.000623
83 9018 -1 248 -1 0.002526
84 7295 -1 53 -1 0.000542
85 11351 -1 42 -1 0.000715
86 9989 -1 65 -1 0.000443
87 9139 -1 257 -1 0.004409
88 8904 -1 51 -1 0.000966
89 9259 -1 226 -1 0.002312
90 7188 -1 199 -1 0.001735
91 9612 -1 10 -1 0.000086
92 8498 -1 89 -1 0.001449
93 10401 -1 47 -1 0.000503
94 10557 -1 108 -1 0.001111
95 7789 -1 60 -1 0.001045
96 9670 -1 99 -1 0.001297
97 10624 -1 140 -1 0.001437
98 8784 -1 68 -1 0.000663
99 8677 -1 68 -1 0.000424
100 8355 -1 80 -1 0.001352
