1 16 5335 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 
2 16 7701 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 
3 16 6960 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 
4 16 7114 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 
5 16 7113 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 
6 16 8076 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 
7 16 7831 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 
8 16 7206 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 
9 16 7187 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 
10 16 7588 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 
11 16 7830 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 
12 16 6988 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
13 16 7533 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 
14 16 6874 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 
15 16 7420 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 
16 16 8096 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 
17 16 7948 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 
18 16 7063 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 
19 16 6828 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 
20 16 6728 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 
21 16 6106 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 
22 16 7956 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 
23 16 6407 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
24 16 7078 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 
25 16 7457 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 
26 16 6134 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 
27 16 6894 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 
28 16 7129 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 
29 16 6782 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 
30 16 7049 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 
31 16 7365 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 
32 16 8408 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 
33 16 6721 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 
34 16 5999 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 
35 16 7886 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 
36 16 8077 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 
37 16 7506 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
38 16 6848 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 
39 16 6218 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 
40 16 7353 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 
41 16 7085 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 
42 16 7839 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
43 16 6071 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 
44 16 7157 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 
45 16 6881 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 
46 16 7384 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 
47 16 6917 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 
48 16 5929 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 
49 16 8285 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 
50 16 5910 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 
51 16 8201 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 
52 16 8293 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 
53 16 5349 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 
54 16 7425 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 
55 16 7182 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 
56 16 7926 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 
57 16 7478 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 
58 16 7249 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
