1 10 3265 0 0 1 1 1 1 1 1 1 1 
2 10 4399 0 1 1 1 1 1 1 1 1 0 
3 10 5143 1 1 1 0 1 1 1 1 1 0 
4 10 5815 0 1 1 1 1 1 1 0 1 1 
5 10 5749 1 1 0 0 1 1 1 1 1 1 
6 10 5008 1 1 1 1 1 0 1 0 1 0 
7 10 5221 0 1 1 1 1 1 1 0 1 1 
8 10 3878 1 1 0 1 1 1 0 1 1 1 
9 10 4093 1 1 1 1 0 1 1 1 1 1 
10 10 5387 0 0 1 1 1 1 1 1 1 1 
11 10 3621 1 1 1 1 1 0 0 1 1 1 
12 10 4843 1 1 1 1 1 0 1 1 0 1 
13 10 4294 1 1 1 1 1 1 0 1 1 0 
14 10 4549 0 1 1 0 1 1 1 1 0 1 
15 10 5508 0 1 1 1 1 1 0 1 1 1 
16 10 5669 0 1 1 1 1 1 1 1 0 1 
17 10 4188 1 1 0 1 1 1 1 1 0 1 
18 10 5855 1 0 1 1 1 1 1 0 1 1 
19 10 6532 1 1 1 1 1 1 1 1 0 1 
20 10 3650 1 1 1 1 1 1 0 0 1 1 
21 10 4523 0 1 1 1 1 1 0 1 1 1 
22 10 4245 1 1 1 1 1 1 1 1 0 0 
23 10 4724 1 1 1 1 0 0 1 1 1 1 
24 10 3426 1 1 0 1 0 1 1 1 0 1 
25 10 4616 1 0 1 1 1 0 1 1 1 1 
26 10 3127 1 0 1 1 1 1 1 1 1 0 
27 10 4186 1 1 1 1 0 1 0 1 1 1 
28 10 4615 1 1 0 1 1 0 1 1 1 1 
29 10 4432 1 0 1 1 1 1 1 0 1 0 
30 10 5173 1 0 1 1 1 1 0 1 1 1 
31 10 4125 1 0 1 1 1 1 0 1 1 1 
32 10 4250 1 1 1 1 1 1 0 1 0 1 
33 10 5066 1 1 1 1 0 1 1 1 1 1 
34 10 5180 1 1 1 1 0 1 1 1 0 1 
35 10 5003 1 0 0 1 1 1 1 1 1 1 
36 10 4375 1 0 1 1 1 1 1 1 0 1 
37 10 5382 1 1 1 0 1 1 0 1 1 1 
38 10 4779 1 1 1 1 0 1 1 0 0 1 
39 10 5447 1 1 1 0 1 1 1 1 1 1 
40 10 4592 0 0 1 1 1 1 1 1 1 1 
41 10 4724 1 1 0 1 0 1 1 1 1 1 
42 10 3685 1 0 1 1 1 1 1 0 1 1 
43 10 3120 1 1 0 1 1 1 1 1 0 1 
44 10 5214 1 1 1 0 1 1 1 1 1 1 
45 10 3465 1 0 1 1 0 1 1 1 1 1 
46 10 5122 1 1 1 1 1 0 1 1 1 0 
47 10 3197 1 0 1 1 1 1 1 1 1 1 
48 10 3880 0 1 1 0 1 0 1 1 1 1 
49 10 3722 1 1 1 1 0 1 0 0 1 0 
50 10 3474 0 0 1 1 0 1 1 1 1 1 
51 10 4176 1 1 1 1 1 1 0 1 1 0 
52 10 4098 0 1 1 1 1 1 1 1 0 1 
53 10 4705 0 1 1 1 1 0 0 1 1 1 
54 10 5082 0 1 1 0 1 1 1 1 1 1 
55 10 5566 1 1 0 1 1 1 1 1 0 1 
56 10 4798 1 0 1 1 1 0 1 1 1 1 
57 10 3834 0 1 1 1 1 1 1 1 1 0 
58 10 4479 1 1 0 1 1 0 1 1 1 0 
59 10 3826 1 1 1 0 1 0 1 1 0 1 
60 10 5087 1 1 1 0 1 0 1 1 1 1 
61 10 4412 1 0 0 1 1 1 1 1 1 1 
62 10 4229 1 1 1 1 0 1 1 1 0 1 
63 10 5082 1 1 1 1 1 1 0 0 1 0 
64 10 5333 1 0 1 1 1 1 1 1 0 1 
65 10 4791 1 1 0 1 1 1 1 1 1 0 
66 10 5174 1 1 0 1 1 0 1 1 1 1 
67 10 4176 1 1 1 1 1 1 0 1 1 1 
68 10 3492 1 1 1 0 1 1 0 1 0 1 
69 10 5257 1 0 1 1 1 1 0 1 1 1 
70 10 4153 1 0 1 1 1 1 1 0 1 1 
71 10 4875 1 1 1 0 1 1 1 1 0 1 
72 10 4068 1 1 1 1 1 1 1 0 0 1 
73 10 4392 1 1 1 1 1 0 1 0 1 1 
74 10 4474 1 1 1 1 0 1 1 1 1 0 
75 10 5056 1 1 1 1 1 0 1 1 1 0 
76 10 2844 0 1 1 1 1 1 1 1 1 0 
77 10 5799 1 0 1 1 1 1 1 1 1 0 
78 10 3601 0 1 1 1 1 1 1 0 1 1 
79 10 3629 1 1 1 1 0 0 1 1 1 1 
80 10 4555 0 1 1 1 1 1 1 1 0 1 
81 10 4619 0 1 1 0 1 1 1 1 1 1 
82 10 4338 0 1 1 1 1 0 1 1 1 1 
83 10 4255 1 0 1 1 1 1 0 1 1 1 
84 10 5969 1 1 1 1 1 1 0 1 1 0 
85 10 4734 1 1 1 1 1 1 1 0 1 1 
86 10 2666 1 1 1 1 1 1 1 1 0 1 
87 10 5062 0 1 1 0 1 1 1 1 1 1 
88 10 4190 1 1 1 1 1 0 1 0 1 1 
89 10 5603 1 1 0 1 1 1 1 1 1 0 
90 10 4584 0 0 1 1 1 1 1 1 1 1 
91 10 4702 0 0 1 1 1 1 1 1 1 1 
92 10 4813 1 0 0 1 1 1 1 1 1 1 
93 10 5310 1 1 0 1 1 1 1 1 0 1 
94 10 4545 1 1 1 1 1 0 1 1 0 1 
95 10 4775 0 1 1 1 1 1 1 1 1 1 
96 10 5470 1 1 1 1 1 1 1 1 0 1 
97 10 4530 1 1 1 1 1 0 1 1 1 0 
98 10 3788 1 0 0 1 1 1 1 1 1 1 
99 10 4381 1 1 1 0 1 1 1 1 0 1 
100 10 3552 1 1 1 1 1 1 1 0 1 1 
