1001 11 4128 1 0 1 1 1 1 1 1 0 1 1 
2001 11 4128 1 1 1 0 0 1 1 1 1 1 1 
3001 11 4128 1 1 1 1 1 1 1 0 1 0 1 
4001 11 4128 1 1 0 1 0 1 1 1 1 1 1 
5001 11 4128 1 1 1 1 1 1 0 0 1 1 1 
6001 11 4128 1 1 1 1 1 1 0 1 0 1 1 
7001 11 4128 1 1 1 0 1 1 1 1 0 1 1 
8001 11 4128 1 1 1 0 1 1 1 1 0 1 1 
9001 11 4128 1 1 1 1 1 1 0 1 1 1 0 
10001 11 4128 0 1 1 1 1 1 0 1 1 1 1 
11001 11 4128 1 1 1 1 0 1 1 1 1 1 0 
12001 11 4128 1 1 1 1 1 0 1 1 0 1 1 
13001 11 4128 1 0 0 1 1 1 1 1 1 1 1 
14001 11 4128 1 1 1 0 1 1 1 1 1 0 1 
15001 11 4128 1 1 0 1 1 1 0 1 1 1 1 
16001 11 4128 1 1 0 1 1 1 1 1 1 1 0 
17001 11 4128 1 1 0 1 1 0 1 1 1 1 1 
18001 11 4128 1 1 1 1 0 1 0 1 1 1 1 
19001 11 4128 1 1 0 1 1 1 1 1 1 1 0 
20001 11 4128 1 0 0 1 1 1 1 1 1 1 1 
21001 11 4128 0 1 1 1 1 1 1 1 1 1 0 
22001 11 4128 0 1 1 1 0 1 1 1 1 1 1 
23001 11 4128 1 0 1 1 0 1 1 1 1 1 1 
24001 11 4128 1 1 1 1 1 1 0 1 1 0 1 
25001 11 4128 0 1 0 1 1 1 1 1 1 1 1 
1002 11 5278 0 1 1 0 1 1 1 1 1 1 1 
2002 11 5278 1 1 1 1 1 1 1 1 0 1 0 
3002 11 5278 1 1 1 1 1 0 1 1 1 1 0 
4002 11 5278 0 1 1 1 1 1 1 1 1 1 0 
5002 11 5278 1 0 1 1 1 1 1 1 1 0 1 
6002 11 5278 1 1 1 1 0 1 0 1 1 1 1 
7002 11 5278 1 1 1 1 1 0 1 1 1 1 0 
8002 11 5278 1 1 1 0 1 1 1 1 0 1 1 
9002 11 5278 1 1 1 0 1 1 0 1 1 1 1 
