1 5 5457 1 1 1 1 0 
2 5 7298 1 0 1 1 1 
3 5 6533 1 1 0 1 1 
4 5 13171 1 1 1 1 0 
5 5 5198 0 1 1 1 1 
6 5 11851 1 1 1 1 0 
7 5 8831 1 0 1 1 1 
8 5 11872 0 1 1 1 1 
9 5 9374 1 0 1 1 1 
10 5 10814 0 1 1 1 1 
11 5 11989 1 1 0 1 1 
12 5 10050 0 1 1 1 1 
13 5 10323 1 1 1 1 0 
14 5 6814 1 1 0 1 1 
15 5 15832 1 1 1 1 0 
16 5 11687 1 0 1 1 1 
17 5 8436 0 1 1 1 1 
18 5 12139 1 1 1 0 1 
19 5 10605 1 0 1 1 1 
20 5 13049 0 1 1 1 1 
21 5 5525 1 1 0 1 1 
22 5 13969 1 1 1 0 1 
23 5 8748 1 1 1 1 0 
24 5 5367 1 0 1 1 1 
25 5 12335 1 1 1 0 1 
26 5 10926 1 1 1 1 0 
27 5 8087 0 1 1 1 1 
28 5 14010 0 1 1 1 1 
29 5 14105 1 1 1 1 0 
30 5 12438 1 1 0 1 1 
31 5 8284 1 0 1 1 1 
32 5 13060 1 1 1 0 1 
33 5 9634 1 0 1 1 1 
34 5 6471 1 1 1 0 1 
35 5 12060 1 1 0 1 1 
36 5 5722 1 1 1 1 0 
37 5 13627 1 1 1 1 0 
38 5 11985 1 1 1 0 1 
39 5 8343 1 0 1 1 1 
40 5 9453 1 0 1 1 1 
41 5 12322 1 1 1 0 1 
42 5 9582 1 0 1 1 1 
43 5 11226 1 1 0 1 1 
44 5 11343 1 1 1 1 0 
45 5 12049 1 0 1 1 1 
46 5 8414 0 1 1 1 1 
47 5 10425 1 1 1 1 0 
48 5 9569 1 1 1 1 0 
49 5 12922 1 0 1 1 1 
50 5 6235 0 1 1 1 1 
51 5 9426 1 1 0 1 1 
52 5 8953 1 0 1 1 1 
53 5 8320 0 1 1 1 1 
54 5 8708 1 1 1 0 1 
55 5 12678 1 1 1 1 0 
56 5 7568 0 1 1 1 1 
57 5 8516 0 1 1 1 1 
58 5 7320 0 1 1 1 1 
59 5 6250 1 1 0 1 1 
60 5 8871 1 1 1 0 1 
61 5 9783 1 1 0 1 1 
62 5 13385 1 1 1 0 1 
63 5 8978 0 1 1 1 1 
64 5 10253 1 1 1 0 1 
65 5 6700 0 1 1 1 1 
66 5 7223 1 1 1 1 0 
67 5 9584 1 1 1 0 1 
68 5 8588 0 1 1 1 1 
69 5 8408 1 0 1 1 1 
70 5 9270 1 1 1 0 1 
71 5 10860 1 0 1 1 1 
72 5 7293 1 1 0 1 1 
73 5 9097 1 1 0 1 1 
74 5 5412 1 1 1 1 0 
75 5 7728 1 1 0 1 1 
76 5 9981 1 0 1 1 1 
77 5 4889 0 0 0 0 1 
78 5 5930 1 0 1 1 1 
79 5 11112 1 1 0 1 1 
80 5 7744 1 0 1 1 1 
81 5 7040 1 0 1 1 1 
82 5 10283 1 1 1 1 0 
83 5 7544 1 1 0 1 1 
84 5 11756 1 1 1 1 0 
85 5 7110 1 1 0 1 1 
86 5 11963 1 1 1 0 1 
87 5 9359 1 1 0 1 1 
88 5 8225 1 0 1 1 1 
89 5 13312 1 0 1 1 1 
90 5 11603 1 1 1 1 0 
91 5 12021 1 1 1 0 1 
92 5 10522 1 1 1 1 0 
93 5 5721 1 0 1 1 1 
94 5 7813 1 1 0 1 1 
95 5 7527 1 1 1 1 0 
96 5 8498 1 1 0 1 1 
97 5 11337 1 1 1 1 0 
98 5 13234 1 1 1 1 0 
99 5 9695 0 1 1 1 1 
100 5 12119 1 1 0 1 1 
101 5 12172 1 1 1 0 1 
102 5 9495 1 0 1 1 1 
103 5 12218 1 1 0 1 1 
104 5 8368 1 1 1 1 0 
105 5 7252 0 1 1 1 1 
106 5 10433 1 1 0 1 1 
107 5 6438 0 1 1 1 1 
108 5 8082 1 0 1 1 1 
109 5 10055 1 1 0 1 1 
110 5 5862 1 1 0 1 1 
111 5 9106 1 1 0 1 1 
112 5 10871 1 0 1 1 1 
113 5 11548 1 1 1 0 1 
114 5 11063 1 1 0 1 1 
115 5 8914 1 0 1 1 1 
116 5 10045 0 1 1 1 1 
117 5 14118 1 0 1 1 1 
118 5 8579 1 0 1 1 1 
119 5 9506 1 0 1 1 1 
120 5 8634 1 1 0 1 1 
121 5 9452 0 1 1 1 1 
122 5 8927 1 1 1 1 0 
123 5 11124 1 0 1 1 1 
124 5 7189 1 0 1 1 1 
125 5 7212 0 1 1 1 1 
126 5 8211 0 1 1 1 1 
127 5 11078 1 0 1 1 1 
128 5 14801 1 1 1 1 0 
129 5 9606 0 1 1 1 1 
130 5 11731 1 1 1 1 0 
131 5 7329 1 0 1 1 1 
132 5 12516 1 0 1 1 1 
133 5 9204 1 1 1 1 0 
134 5 6103 0 1 1 1 1 
135 5 9692 0 1 1 1 1 
136 5 8217 1 1 0 1 1 
137 5 9795 1 1 0 1 1 
138 5 9349 1 1 0 1 1 
139 5 15034 1 0 1 1 1 
140 5 7923 1 1 1 0 1 
141 5 5646 1 0 1 1 1 
142 5 10788 0 1 1 1 1 
143 5 12264 0 1 1 1 1 
144 5 9229 1 0 1 1 1 
145 5 10507 1 1 1 1 0 
146 5 9985 1 1 1 0 1 
147 5 9498 1 0 1 1 1 
148 5 8580 1 0 1 1 1 
149 5 5509 1 1 1 0 1 
150 5 9433 1 1 1 1 0 
