1 14 4683 0 0 1 1 0 0 0 0 1 1 1 1 1 1 
2 14 4470 1 1 1 0 1 1 1 1 1 1 0 1 0 1 
3 14 6415 1 1 0 1 1 0 1 0 1 0 1 1 1 1 
4 14 5064 1 1 0 1 1 0 0 1 1 0 0 1 1 1 
5 14 4540 1 0 0 1 1 1 1 0 1 1 1 0 0 0 
6 14 5846 1 1 0 1 1 0 1 1 0 1 1 1 1 0 
7 14 4938 1 1 1 1 0 1 1 1 1 1 0 0 1 1 
8 14 4758 1 1 0 0 1 1 1 1 1 1 1 0 0 1 
9 14 5036 1 1 0 1 1 1 1 0 0 1 1 0 1 1 
10 14 7024 1 1 1 1 0 0 1 1 1 0 0 1 1 1 
11 14 5287 1 0 0 1 0 1 1 1 1 1 1 0 0 1 
12 14 4698 1 1 1 1 1 0 1 1 0 1 1 0 0 1 
13 14 5140 0 1 1 1 0 1 1 1 1 1 1 1 0 0 
14 14 5693 0 1 1 0 0 0 0 1 1 1 1 1 1 0 
15 14 5393 1 1 0 1 1 1 1 1 0 0 1 0 1 1 
16 14 4707 1 0 1 1 1 0 1 1 0 0 0 1 1 1 
17 14 6675 1 0 1 1 0 0 1 0 1 1 1 1 1 1 
18 14 6292 1 1 1 0 1 1 0 1 1 0 1 0 1 1 
19 14 7359 1 1 0 1 1 1 0 1 1 1 0 1 0 1 
20 14 4854 1 0 1 0 0 1 0 0 1 1 1 1 1 1 
21 14 5752 1 1 1 0 1 1 0 1 1 0 1 1 1 1 
22 14 5235 1 1 1 0 1 1 0 0 1 1 1 1 0 1 
23 14 4479 1 0 0 0 0 1 1 1 1 1 0 0 1 1 
24 14 6611 1 0 0 1 1 0 1 1 1 1 1 1 1 0 
25 14 5010 1 1 1 0 1 0 1 1 0 1 0 1 1 1 
26 14 5522 1 0 1 1 0 0 1 0 1 0 1 1 1 1 
27 14 5692 1 1 0 0 1 1 1 1 0 1 1 1 0 0 
28 14 4157 1 1 0 1 0 1 1 1 0 1 1 0 1 1 
29 14 6212 1 1 1 0 0 1 0 1 0 1 0 1 1 1 
30 14 4414 1 1 0 1 1 1 1 0 1 1 1 0 0 1 
31 14 5470 1 0 1 0 1 1 1 1 1 1 1 1 0 1 
32 14 4289 1 0 1 1 0 1 1 1 1 1 1 1 0 1 
33 14 6601 1 0 1 1 1 1 1 0 1 1 1 0 1 1 
34 14 5550 0 1 1 1 0 0 1 1 1 0 1 1 1 1 
35 14 5219 0 1 0 1 1 0 1 1 1 0 1 1 1 0 
36 14 5207 1 1 0 0 1 1 1 1 1 1 1 0 1 0 
37 14 4892 0 1 1 1 0 1 0 1 1 1 1 1 0 1 
38 14 5737 1 1 1 0 1 1 0 1 1 1 0 0 1 1 
39 14 5041 1 1 0 1 0 1 0 1 1 1 1 1 1 0 
40 14 5960 1 1 0 1 1 0 1 1 1 1 1 0 0 1 
41 14 4641 1 1 1 0 1 0 0 1 0 1 1 0 1 1 
42 14 6024 0 1 1 1 1 1 1 0 1 1 1 1 1 0 
43 14 5421 1 1 0 1 1 0 1 0 0 1 1 1 0 1 
44 14 5322 1 1 1 1 1 1 1 1 1 1 1 0 1 0 
45 14 5319 1 1 0 0 1 1 1 1 1 0 1 1 1 0 
46 14 6172 0 1 0 1 0 0 1 0 1 1 0 1 1 1 
47 14 6207 0 1 1 1 1 1 0 0 0 1 0 1 1 1 
48 14 5551 1 1 0 1 1 1 1 1 0 1 0 0 1 1 
49 14 4110 0 1 1 0 1 0 1 1 1 1 0 1 1 1 
50 14 5962 1 1 0 0 1 0 1 1 1 1 1 0 1 1 
51 14 5064 1 1 0 0 0 1 1 1 0 1 1 0 0 1 
52 14 6539 1 1 0 1 1 0 1 1 1 1 1 0 0 1 
53 14 4674 0 0 1 1 1 1 1 0 1 1 1 1 1 1 
54 14 6126 1 1 1 0 0 1 0 1 1 1 0 1 0 0 
55 14 5527 0 1 0 0 1 1 1 1 1 0 1 1 1 1 
56 14 5084 1 0 0 1 1 1 1 0 1 1 1 1 0 0 
57 14 5033 0 0 1 1 1 0 1 1 1 1 1 0 1 1 
58 14 5166 0 1 1 1 1 1 1 0 0 1 0 1 1 1 
59 14 5646 1 1 1 1 0 0 1 1 0 1 1 1 0 1 
60 14 4595 0 1 1 1 0 0 1 1 1 0 1 1 0 0 
61 14 7418 1 1 1 1 0 1 1 0 1 1 0 0 1 1 
62 14 4931 1 0 1 1 1 1 1 1 0 1 1 0 0 1 
63 14 5465 1 1 0 1 1 1 0 1 1 1 0 0 1 0 
64 14 5257 1 1 0 0 1 0 1 1 1 0 0 1 1 1 
65 14 6322 1 1 0 1 1 1 0 0 0 1 1 0 1 1 
66 14 5817 1 1 1 0 1 1 1 0 1 0 1 0 1 1 
67 14 5667 1 1 1 1 0 1 1 1 0 1 1 0 1 1 
68 14 4250 1 1 1 1 0 1 1 0 1 0 0 1 0 1 
69 14 5291 1 0 1 1 1 0 1 1 0 1 1 1 1 1 
70 14 5889 1 0 1 1 1 1 0 1 1 1 1 1 1 0 
71 14 5746 1 0 1 1 1 0 0 1 1 1 0 1 1 1 
72 14 5033 1 1 1 1 0 1 1 1 0 1 0 1 0 1 
73 14 4599 1 0 1 1 1 0 0 1 1 1 1 1 0 1 
74 14 6911 1 1 1 1 1 1 0 0 1 1 0 1 1 1 
