1 18 5961 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
2 18 8252 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 
3 18 7490 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 
4 18 8411 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 
5 18 9468 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 
6 18 7806 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 
7 18 8836 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 
8 18 7746 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 
9 18 8318 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
10 18 8695 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 
11 18 8075 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 
12 18 8512 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 
13 18 8190 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 
14 18 8514 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 
15 18 8437 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 
16 18 8700 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 
17 18 7873 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 
18 18 7527 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 
19 18 7363 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 
20 18 8629 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 
21 18 7789 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
22 18 7489 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 
23 18 8009 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 
24 18 7611 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 
25 18 7170 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 
26 18 7663 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 
27 18 8153 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 
28 18 8820 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 
29 18 8726 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 
30 18 6926 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 
31 18 8894 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 
32 18 8413 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
33 18 9131 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 
34 18 7447 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 
35 18 7243 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 
36 18 8534 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 
37 18 8745 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 
38 18 7795 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
39 18 7913 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 
40 18 6807 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 
41 18 9021 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 
42 18 8016 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 
43 18 6555 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 
44 18 8890 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 
45 18 8019 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 
46 18 8363 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 
47 18 7507 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
48 18 8045 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 
49 18 8382 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 
50 18 8251 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 
51 18 8776 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 
52 18 8026 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 
53 18 8825 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 
54 18 7812 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 
55 18 8180 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 
56 18 8765 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
57 18 7648 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 
58 18 8880 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 
59 18 7783 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
60 18 7545 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 
61 18 8778 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 
62 18 8357 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 
63 18 7173 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 
64 18 8589 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 
65 18 8310 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 
