1 15 4544 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 
2 15 5485 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 
3 15 5619 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 
4 15 5796 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 
5 15 5221 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 
6 15 5749 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 
7 15 5776 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 
8 15 5973 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
9 15 5709 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 
10 15 5325 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 
11 15 4176 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 
12 15 4616 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 
13 15 5332 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 
14 15 4774 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 
15 15 4307 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 
16 15 4590 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 
17 15 4815 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 
18 15 4990 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 
19 15 5546 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 
20 15 5866 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 
21 15 5603 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 
22 15 5340 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 
23 15 6209 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 
24 15 5085 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 
25 15 5020 1 1 0 1 1 0 1 1 1 1 1 0 1 1 1 
26 15 5768 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 
27 15 5696 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 
28 15 4861 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
29 15 6254 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 
30 15 4852 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 
31 15 5079 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 
32 15 6029 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 
33 15 5633 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 
34 15 7280 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 
35 15 5575 0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 
36 15 5917 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 
37 15 5263 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 
38 15 6371 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 
39 15 5128 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 
40 15 6042 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 
41 15 5234 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 
42 15 5855 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 
43 15 5113 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 
44 15 4573 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
45 15 4772 1 1 0 0 1 0 1 0 1 1 1 1 1 1 1 
46 15 4096 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 
47 15 6020 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 
48 15 4880 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 
49 15 5852 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 
50 15 4667 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 
51 15 6212 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 
52 15 4627 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 
53 15 4752 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 
54 15 5510 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 
55 15 5710 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 
56 15 5775 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 
57 15 4580 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 
58 15 3658 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 
59 15 6181 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 
60 15 4895 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 
61 15 4510 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 
62 15 6083 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 
63 15 3980 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 
64 15 4098 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 
65 15 4761 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 
66 15 4933 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 
67 15 5218 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 
68 15 6411 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 
69 15 5148 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 
