1 5 7174 0 1 0 1 1 
2 5 8415 1 1 1 0 0 
3 5 7111 1 0 1 0 1 
4 5 13683 1 0 0 1 1 
5 5 7051 1 0 1 1 1 
6 5 12170 1 1 0 1 1 
7 5 9391 0 1 1 1 1 
8 5 12367 1 1 1 1 0 
9 5 11246 1 1 0 1 1 
10 5 12078 1 1 1 0 1 
11 5 13508 1 1 1 0 1 
12 5 10534 1 1 1 0 1 
13 5 11326 1 0 1 1 1 
14 5 7409 0 0 1 1 1 
15 5 15886 1 0 1 1 1 
16 5 11821 1 1 1 0 1 
17 5 10052 1 1 0 1 1 
18 5 12473 1 1 0 1 1 
19 5 12205 1 1 1 0 1 
20 5 13458 1 1 0 1 1 
21 5 6855 1 0 1 1 1 
22 5 14621 1 1 1 1 0 
23 5 10029 1 1 0 1 1 
24 5 7341 1 1 1 0 1 
25 5 12948 1 1 0 1 1 
26 5 12346 1 0 1 1 1 
27 5 8952 1 1 0 1 0 
28 5 14038 1 1 1 1 0 
29 5 14205 1 1 1 0 1 
30 5 12577 1 1 1 0 1 
31 5 9882 1 1 1 1 0 
32 5 13571 1 0 1 1 1 
33 5 11043 1 1 1 1 0 
34 5 7443 1 0 1 1 1 
35 5 12629 0 0 1 1 1 
36 5 7647 1 1 0 1 1 
37 5 14434 1 1 0 1 1 
38 5 12150 1 1 0 1 1 
39 5 9826 0 1 1 0 1 
40 5 10075 0 1 0 1 1 
41 5 13554 1 0 1 1 1 
42 5 10622 0 1 1 1 1 
43 5 12276 0 1 1 1 1 
44 5 12484 0 1 0 1 1 
45 5 13000 0 1 1 1 1 
46 5 8601 1 1 0 1 1 
47 5 12275 1 0 1 1 1 
48 5 10455 0 1 0 1 1 
49 5 13450 1 1 1 1 0 
50 5 6790 1 1 1 1 0 
51 5 10241 1 0 1 0 1 
52 5 10161 0 1 1 1 0 
53 5 9849 1 1 0 1 0 
54 5 9604 1 1 1 1 0 
55 5 12750 0 1 1 1 1 
56 5 8100 1 1 1 1 0 
57 5 8631 1 1 1 0 1 
58 5 7781 1 1 1 0 1 
59 5 7775 1 0 1 1 1 
60 5 10368 1 0 1 1 1 
61 5 10644 0 1 1 1 0 
62 5 14643 1 1 1 1 0 
63 5 9920 1 1 1 0 0 
64 5 11006 1 0 0 1 1 
65 5 7529 1 1 0 1 0 
66 5 8562 1 1 1 0 1 
67 5 10893 1 0 1 1 1 
68 5 9568 1 0 1 0 1 
69 5 10286 1 1 1 0 1 
70 5 10507 0 1 1 1 1 
71 5 12388 1 1 0 1 1 
72 5 8672 1 1 1 0 0 
73 5 10204 1 1 1 0 0 
74 5 7617 0 1 1 0 1 
75 5 9347 1 0 1 1 0 
76 5 11503 0 1 1 1 1 
77 5 6565 1 1 0 0 1 
78 5 6861 0 1 1 1 1 
79 5 12010 0 1 1 1 1 
80 5 9172 1 1 1 0 0 
81 5 8832 0 1 0 1 1 
82 5 11324 1 1 0 0 1 
83 5 9519 1 1 1 1 0 
84 5 12355 1 1 0 1 1 
85 5 8840 0 1 1 1 0 
86 5 13150 1 1 0 1 1 
87 5 10867 1 1 1 1 0 
88 5 9094 0 1 1 1 0 
89 5 13789 0 1 1 1 1 
90 5 12733 1 1 1 0 1 
91 5 12968 0 1 0 1 1 
92 5 11009 1 0 1 1 1 
93 5 7763 0 1 1 0 1 
94 5 10006 1 1 1 0 1 
95 5 8220 1 0 1 1 1 
96 5 9424 0 0 1 1 1 
97 5 11971 1 1 1 0 1 
98 5 13678 1 1 0 1 1 
99 5 10705 1 1 0 1 0 
100 5 13035 0 1 1 1 1 
101 5 12806 0 1 1 1 1 
102 5 10184 1 1 1 1 0 
103 5 12519 1 0 1 1 1 
104 5 9398 1 0 1 1 1 
105 5 8356 1 0 1 1 1 
106 5 11237 1 0 1 1 1 
107 5 6796 1 1 1 0 1 
108 5 8602 1 1 0 1 1 
109 5 11206 1 1 1 0 0 
110 5 6377 1 1 1 0 1 
111 5 10866 1 1 1 1 0 
112 5 11882 1 1 1 0 1 
113 5 12641 1 1 0 1 1 
114 5 11122 1 1 1 1 0 
115 5 10821 0 1 1 1 1 
116 5 11338 1 1 1 0 1 
117 5 14460 1 1 1 0 1 
118 5 9824 1 1 0 1 1 
119 5 10505 1 1 1 1 0 
120 5 9392 0 1 1 1 1 
121 5 11228 1 0 1 1 1 
122 5 10072 1 1 0 1 1 
123 5 12280 0 1 0 1 1 
124 5 8344 1 1 1 1 0 
125 5 8737 1 1 1 0 1 
126 5 9216 1 1 1 1 0 
127 5 12015 1 1 1 1 0 
128 5 15222 0 1 1 1 1 
129 5 10855 1 1 0 1 1 
130 5 11859 0 0 1 1 1 
131 5 9066 0 1 1 1 1 
132 5 13533 1 1 1 0 1 
133 5 10288 1 1 0 1 1 
134 5 6899 1 1 0 1 1 
135 5 9805 1 0 0 1 1 
136 5 9425 1 1 1 0 1 
137 5 10786 1 0 1 1 1 
138 5 10818 0 1 1 1 0 
139 5 15626 0 1 1 1 1 
140 5 8264 1 0 1 1 1 
141 5 7288 1 1 0 1 1 
142 5 12177 1 0 1 1 1 
143 5 13768 1 0 1 1 1 
144 5 10125 1 1 1 1 0 
145 5 11412 1 1 1 0 1 
146 5 11137 1 0 1 1 0 
147 5 11159 0 1 1 1 1 
148 5 8738 0 1 1 1 1 
149 5 6537 1 0 1 1 1 
150 5 10586 0 1 1 1 1 
