1 10 3753 1 0 1 1 1 0 1 1 1 1 
2 10 4172 0 1 1 1 0 1 1 1 1 1 
3 10 4806 1 1 1 1 1 1 0 1 1 0 
4 10 4724 1 1 1 1 1 1 0 0 1 1 
5 10 5794 0 1 0 1 1 1 1 1 1 1 
6 10 5574 1 1 0 1 1 1 1 1 0 1 
7 10 5254 1 0 1 1 1 1 1 1 0 1 
8 10 5413 1 1 1 0 1 1 0 1 1 1 
9 10 4480 1 1 0 1 0 1 1 1 1 1 
10 10 3950 1 0 1 0 1 1 1 1 1 1 
11 10 3731 1 1 1 1 1 1 0 0 1 1 
12 10 5659 1 0 1 1 1 1 0 1 1 1 
13 10 6397 1 1 1 1 1 0 0 1 1 1 
14 10 4019 1 0 1 1 1 0 1 1 1 1 
15 10 6533 1 0 1 0 1 1 1 1 1 1 
16 10 3907 1 1 1 0 1 1 0 0 1 1 
17 10 5007 1 1 1 1 1 1 1 0 1 0 
18 10 5577 1 0 0 1 1 1 1 1 1 1 
19 10 4561 1 1 1 1 1 1 1 0 0 1 
20 10 4190 1 1 1 1 0 0 1 1 1 1 
21 10 4361 1 0 1 1 1 1 1 1 0 1 
22 10 3879 1 1 0 1 1 1 1 0 1 1 
23 10 5240 1 0 1 0 1 1 1 1 1 1 
24 10 5371 1 1 0 1 1 1 1 1 1 0 
25 10 5116 1 1 1 1 0 1 1 0 1 1 
26 10 5672 0 1 1 1 1 0 1 1 1 1 
27 10 5250 1 1 0 1 1 1 1 0 1 1 
28 10 5766 1 0 1 1 1 1 1 1 1 0 
29 10 5330 1 0 1 0 1 1 1 1 1 1 
30 10 4683 1 1 1 1 1 1 1 1 0 0 
31 10 6128 1 1 1 1 1 1 0 1 0 1 
32 10 3635 1 0 1 1 1 0 1 1 1 1 
33 10 4244 0 1 1 1 1 1 1 0 1 1 
34 10 4122 0 1 1 1 1 1 0 1 1 1 
35 10 4288 1 1 1 0 0 1 1 1 1 1 
36 10 4942 1 1 0 0 1 1 1 1 1 1 
37 10 2536 1 1 0 0 1 1 1 1 1 0 
38 10 4558 1 1 1 0 1 1 1 0 1 1 
39 10 5404 1 0 1 0 1 1 1 1 1 1 
40 10 3449 1 0 1 1 1 1 1 0 1 1 
41 10 4182 1 0 1 1 1 1 1 1 1 0 
42 10 3567 0 1 1 1 1 1 1 0 1 1 
43 10 5361 1 1 0 1 0 1 1 1 1 1 
44 10 3920 1 0 1 1 1 1 1 1 1 0 
45 10 4567 1 1 0 1 1 1 1 0 1 1 
46 10 4836 0 1 1 1 1 1 1 0 1 1 
47 10 3372 1 1 1 1 1 0 1 0 1 1 
48 10 3658 1 0 1 1 1 0 1 1 1 1 
49 10 5155 0 1 1 1 1 1 0 1 1 1 
50 10 5514 0 1 1 0 1 1 1 1 1 1 
51 10 4236 0 1 0 1 1 1 1 1 1 1 
52 10 4564 1 1 1 1 0 1 1 1 1 0 
53 10 4626 1 1 1 0 1 1 1 1 0 1 
54 10 4621 0 1 1 1 1 1 1 1 1 0 
55 10 5282 1 1 1 1 0 1 1 1 1 1 
56 10 5608 0 0 1 1 1 1 1 1 1 1 
57 10 5513 1 1 1 0 1 1 1 1 0 1 
58 10 4502 0 1 1 1 1 1 1 1 0 1 
59 10 4159 1 1 1 1 1 0 1 1 0 1 
60 10 5209 1 1 1 1 0 1 0 1 1 1 
61 10 2929 1 1 1 1 0 1 1 1 1 0 
62 10 4807 1 1 1 1 1 0 0 1 1 1 
63 10 5186 1 1 1 1 0 1 1 1 1 0 
64 10 3083 1 0 1 1 1 1 0 1 1 1 
65 10 5400 1 1 0 0 1 1 1 1 1 1 
66 10 5709 1 1 0 1 0 1 1 1 1 1 
67 10 3086 1 0 0 1 1 1 1 1 1 1 
68 10 6019 1 1 1 1 0 0 1 1 1 1 
69 10 5067 1 1 1 1 1 1 0 1 1 0 
70 10 5064 1 0 1 1 1 0 1 1 1 1 
71 10 4999 1 0 1 1 1 1 0 1 1 1 
72 10 3098 1 1 1 0 1 1 1 1 0 0 
73 10 5357 1 1 1 1 1 1 0 1 1 0 
74 10 6109 0 0 1 1 1 1 1 1 1 1 
75 10 3486 1 0 1 1 1 1 1 1 1 0 
76 10 4350 0 1 1 1 1 1 0 1 1 1 
77 10 4600 1 1 1 0 1 1 1 1 1 0 
78 10 5110 1 1 0 1 1 1 1 1 1 1 
79 10 5189 1 1 1 1 1 1 1 1 0 0 
80 10 4867 1 1 1 1 0 1 1 1 0 1 
81 10 5102 0 1 1 1 1 1 1 1 1 0 
82 10 5157 0 1 1 1 1 1 1 1 1 0 
83 10 4466 0 1 1 1 1 0 1 1 1 1 
84 10 5045 1 1 1 0 0 1 1 1 1 1 
85 10 5578 1 1 0 1 1 0 1 1 1 1 
86 10 5872 0 1 1 1 1 1 1 1 1 0 
87 10 6188 1 0 1 1 1 1 1 0 1 1 
88 10 4290 0 1 1 0 1 1 1 1 1 1 
89 10 4941 1 0 1 1 1 1 1 1 1 0 
90 10 4928 1 0 1 0 1 1 1 1 1 1 
91 10 5111 1 0 1 1 1 1 1 1 1 0 
92 10 4025 0 1 1 1 1 1 1 0 1 1 
93 10 5287 1 1 1 0 1 1 1 1 1 0 
94 10 3922 0 1 1 1 1 1 1 1 0 1 
95 10 5182 1 0 1 1 1 1 0 1 1 1 
96 10 5218 1 1 1 0 1 1 1 1 1 0 
97 10 4625 1 1 1 0 1 0 1 1 1 1 
98 10 4051 1 1 1 1 0 0 1 1 1 1 
99 10 5117 1 1 1 1 1 1 0 0 1 1 
100 10 5150 1 1 0 1 1 1 1 1 1 0 
