1 15 2564 72 2 86 452 404 38 298 834 55 259 108 295 293 120 301 242 31 568 428 457 135 901 476 617 489 566 15 89 14 776
2 15 2484 257 660 235 731 100 486 305 89 201 543 45 800 351 506 149 690 16 657 468 520 167 130 15 852 336 170 286 548 175 189
3 15 3783 489 640 395 166 469 59 417 829 35 354 147 654 371 162 439 530 118 197 338 342 149 854 275 943 315 954 478 213 294 862
4 15 3028 417 199 108 951 214 592 34 345 36 270 325 634 354 701 124 86 481 477 304 743 227 782 376 691 154 708 407 46 224 744
5 15 2916 69 543 347 780 233 867 361 539 166 198 310 350 453 316 88 768 54 330 69 471 286 305 341 818 370 102 475 666 24 322
6 15 3525 190 795 110 100 322 392 131 933 252 313 464 927 258 437 336 638 472 966 104 202 288 801 385 774 366 68 420 228 309 484
7 15 2784 388 773 69 886 387 906 48 866 320 409 277 184 130 412 81 628 81 754 134 382 444 791 398 605 33 99 238 188 452 558
8 15 2992 317 692 238 872 200 769 66 733 385 586 32 383 474 266 63 637 227 264 398 283 218 676 22 890 323 528 460 232 318 646
9 15 2994 162 56 330 171 288 577 405 657 121 343 57 599 251 863 490 751 321 853 293 309 349 826 236 375 215 341 141 849 84 579
10 15 3296 97 990 353 265 259 398 252 970 490 457 496 185 456 875 277 423 93 232 113 300 232 223 217 944 109 777 204 245 472 75
11 15 3228 160 663 459 859 83 80 151 387 351 97 92 710 256 281 413 379 316 539 421 459 463 354 5 67 404 104 280 332 181 534
12 15 3493 224 631 79 295 265 203 491 288 225 789 42 124 393 167 245 801 412 71 240 52 405 822 201 468 227 857 423 118 495 711
13 15 2588 407 615 222 256 119 366 149 406 122 927 445 947 335 498 156 173 31 225 192 150 60 509 403 870 163 498 212 789 220 701
14 15 2676 193 719 44 274 60 443 495 300 287 110 132 604 201 234 440 378 470 386 481 622 231 500 21 659 4 928 122 269 165 348
15 15 2995 455 296 129 994 170 317 49 4 473 568 321 320 467 170 71 283 290 918 426 54 145 817 47 58 17 253 488 313 196 599
16 15 3575 138 192 373 801 448 1000 162 6 394 429 449 379 130 209 316 98 482 356 330 7 166 429 387 316 162 982 428 1 104 928
17 15 3384 245 71 75 533 353 781 420 557 174 67 482 602 60 773 279 151 316 896 438 472 193 278 418 472 251 221 161 765 365 194
18 15 4029 323 867 487 592 441 175 296 448 76 884 327 904 237 302 478 376 500 595 318 481 329 83 337 767 295 164 479 188 114 249
19 15 2979 86 494 481 473 77 420 83 440 60 505 297 291 105 385 456 429 211 768 60 815 181 780 461 697 317 896 400 169 449 51
20 15 3407 395 415 204 100 188 695 220 898 362 393 75 736 413 536 439 163 480 116 452 798 2 751 399 416 433 932 38 915 159 238
21 15 2690 28 413 470 935 420 595 20 200 167 820 158 688 434 11 430 4 188 233 149 297 81 779 100 903 394 168 99 657 225 782
22 15 2638 83 394 118 411 46 412 149 59 395 409 208 955 96 564 8 798 490 280 377 141 68 430 137 626 435 794 455 514 233 751
23 15 2832 369 358 272 967 175 613 17 460 432 316 431 576 19 133 283 933 201 857 436 688 231 894 309 202 91 452 10 716 264 630
