1 16 6065 144 59 172 164 808 791 595 622 109 66 216 184 586 554 602 581 61 74 856 855 269 328 951 952 977 978 29 83 547 548 660 658
2 16 5305 200 198 610 578 401 406 89 143 702 703 297 323 32 62 936 936 334 284 30 99 671 649 572 576 350 310 602 640 640 661 166 239
3 16 7217 833 844 70 42 294 315 741 723 877 878 235 188 675 664 298 348 549 589 629 662 956 953 588 618 535 566 199 153 951 950 592 557
4 16 7120 72 29 650 659 708 720 248 186 962 962 607 626 454 485 751 760 307 336 813 795 448 475 152 91 543 560 780 779 867 873 539 523
5 16 6760 620 609 905 901 175 219 108 77 137 132 571 555 682 703 740 719 950 951 48 14 982 981 795 784 100 126 392 363 933 933 313 372
6 16 7998 516 510 672 681 944 949 208 160 575 601 770 782 731 707 839 831 617 616 102 152 773 756 886 892 906 898 866 870 409 415 184 145
7 16 5304 161 182 162 205 268 251 887 894 796 801 65 60 188 254 558 583 634 648 475 514 399 431 132 172 770 774 63 41 948 946 125 149
8 16 6693 264 308 283 274 676 646 890 893 528 568 232 253 646 673 324 264 660 637 575 582 809 815 242 218 114 132 502 538 980 981 642 667
9 16 7236 309 336 826 825 375 366 341 312 849 839 579 615 194 273 705 691 518 508 503 550 980 980 992 992 911 918 553 546 185 141 226 195
10 16 6867 223 212 944 941 777 773 245 312 75 150 319 341 917 923 166 96 301 285 701 677 183 218 511 489 825 821 631 634 841 840 925 923
11 16 5980 67 125 104 114 332 313 534 508 448 463 157 123 529 501 981 980 450 482 84 15 785 770 490 521 823 808 480 433 810 822 402 398
12 16 5831 857 867 118 205 711 705 813 818 444 417 237 216 297 284 243 308 890 899 670 670 312 267 62 11 384 341 119 121 806 821 326 325
13 16 6276 789 786 701 719 385 412 88 47 119 109 990 990 573 539 263 278 401 369 879 876 940 939 962 963 462 462 42 73 8 93 243 208
14 16 5900 348 371 910 907 258 331 340 316 98 8 945 946 642 629 933 928 142 105 580 615 852 838 289 334 93 12 34 126 313 298 599 560
15 16 4733 192 231 801 817 1000 1000 6 63 429 475 379 349 209 230 98 182 356 377 7 61 316 292 982 983 1 86 537 535 71 6 533 552
16 16 7106 839 841 348 292 963 964 120 168 557 526 632 661 875 874 386 358 836 836 501 473 321 357 730 713 141 166 867 879 592 623 175 190
17 16 7458 151 216 653 681 473 452 955 954 999 999 635 633 658 630 673 690 590 563 957 954 228 189 524 493 494 541 473 437 420 382 440 398
18 16 7377 594 577 210 192 912 911 421 452 120 175 362 397 921 924 633 662 799 786 898 889 851 859 415 404 100 78 695 691 898 903 393 350
19 16 7989 826 828 877 869 959 955 904 910 3 53 798 794 865 877 75 152 318 282 711 685 413 464 935 939 595 558 200 174 820 813 688 711
20 16 5967 860 846 376 343 297 269 161 207 200 264 787 773 198 223 450 481 926 921 394 362 411 363 412 388 59 114 409 399 955 953 564 522
21 16 7231 979 978 754 736 135 123 273 291 869 877 909 910 465 492 299 332 358 363 967 966 613 577 460 499 316 365 576 537 133 145 933 932
22 16 6372 871 875 462 504 617 594 182 174 19 62 527 539 494 512 451 406 619 621 411 384 925 925 118 165 241 170 724 702 525 495 779 782
23 16 7141 977 977 512 551 955 951 621 594 505 491 512 554 317 259 593 566 129 172 356 328 216 220 134 54 869 868 849 854 925 930 457 482
24 16 7112 913 907 783 792 506 482 230 202 458 437 515 553 904 896 527 566 364 329 65 113 570 608 812 820 236 199 436 394 665 656 906 901
25 16 5368 57 34 4 79 376 359 506 503 606 601 185 229 502 479 19 51 879 887 67 20 117 176 973 972 419 462 816 832 572 606 612 583
26 16 7152 464 437 540 539 332 272 674 661 166 129 570 613 687 671 157 220 743 768 655 686 599 566 652 654 693 672 428 427 734 711 846 839
27 16 4664 916 921 882 879 294 360 229 301 530 568 595 592 81 52 652 666 80 112 56 82 3 13 24 28 757 750 20 74 19 81 693 698
28 16 4949 640 674 7 37 970 968 118 77 607 575 754 778 82 58 573 615 375 430 648 648 9 12 100 172 288 322 457 503 75 97 484 530
29 16 7896 735 755 714 713 764 742 409 435 587 571 408 417 892 898 134 139 315 344 979 978 776 759 630 639 386 402 931 933 741 722 469 508
30 16 6665 525 489 495 478 771 754 815 832 537 536 135 119 595 557 99 144 311 352 119 182 237 220 531 514 924 929 753 762 552 545 933 930
31 16 6825 966 965 369 331 997 996 381 423 450 431 480 486 542 585 540 545 288 237 20 28 867 875 241 316 134 100 448 488 972 970 837 823
32 16 6468 642 630 84 143 512 552 389 442 155 239 828 838 789 806 978 978 364 348 89 155 762 744 447 435 15 74 218 146 942 945 871 862
33 16 6108 158 231 457 405 535 534 673 690 18 44 387 414 459 443 398 364 857 843 766 788 411 406 900 910 580 578 179 226 716 740 141 211
34 16 4931 657 680 63 128 338 389 674 656 420 396 156 156 197 198 790 800 325 297 658 667 90 163 84 56 341 328 439 431 81 119 851 840
35 16 8054 951 946 53 131 467 492 199 264 484 444 946 946 871 860 928 930 301 359 895 887 840 836 402 443 850 855 454 415 507 540 920 927
36 16 5682 355 313 520 472 673 678 101 51 736 726 864 852 957 957 138 209 703 701 345 300 222 219 425 377 149 137 453 499 128 128 334 371
37 16 6760 357 360 604 610 298 304 695 684 706 713 948 954 390 442 108 171 458 483 271 272 487 485 508 495 787 769 976 974 677 687 181 220
38 16 6200 500 505 584 574 359 355 639 637 968 967 422 433 751 735 21 60 334 393 615 585 992 992 840 829 274 325 226 165 116 155 110 165
39 16 6930 825 820 994 994 676 677 562 584 606 569 1 19 36 47 790 804 658 671 346 322 580 588 1000 1000 5 89 752 756 780 768 52 33
40 16 6314 636 611 705 730 252 294 622 652 538 512 244 264 919 921 490 441 645 655 187 254 123 67 755 751 46 8 548 591 670 643 513 474
41 16 6312 397 357 90 152 272 314 248 212 199 240 730 741 808 817 623 599 179 139 371 369 968 967 993 994 465 445 879 881 558 533 110 48
42 16 6260 38 72 895 895 51 23 727 749 346 351 686 684 720 740 480 477 515 474 196 238 604 639 730 719 53 104 880 876 395 344 510 514
43 16 4536 8 28 366 387 346 389 426 383 257 329 567 586 463 428 796 804 84 31 246 318 675 646 187 192 244 265 125 106 517 548 364 373
44 16 6883 547 502 448 463 260 272 306 270 800 783 756 767 555 539 677 696 978 981 164 234 916 910 360 356 209 162 278 312 974 971 376 397
45 16 5487 947 946 369 363 187 178 79 23 461 476 943 947 219 251 299 248 526 538 645 662 369 336 107 63 548 569 16 37 654 623 490 464
46 16 7618 230 287 658 672 494 460 749 733 906 905 945 950 842 844 532 568 606 568 303 257 901 911 799 786 416 370 9 103 175 253 958 959
47 16 8114 964 965 490 521 372 318 938 932 630 648 549 525 540 569 422 370 846 850 877 875 801 794 625 659 350 290 147 109 960 962 632 614
48 16 5740 913 911 545 587 366 307 59 42 780 781 400 376 292 257 118 154 180 158 868 856 41 39 205 150 594 623 243 299 879 879 692 683
49 16 6083 940 938 419 468 511 515 500 529 840 825 183 209 397 396 737 715 197 182 337 387 348 319 933 939 1 11 484 466 51 77 726 700
50 16 6825 809 796 407 413 453 422 132 79 50 4 323 346 180 191 518 529 916 925 886 883 152 174 688 671 801 798 983 982 800 795 434 450
51 16 6872 497 519 334 350 631 648 140 90 718 733 982 982 806 789 804 812 662 645 650 631 251 238 9 20 398 375 15 38 880 891 813 802
52 16 6574 685 673 101 170 979 978 386 393 683 665 201 158 569 578 926 927 284 273 154 229 745 771 463 512 775 754 369 415 407 353 491 517
53 16 6053 584 611 11 56 45 40 32 14 500 508 914 918 478 472 742 727 350 351 935 932 621 596 448 433 813 828 563 601 314 361 217 248
