1001 11 3534 172 452 144 2 595 834 586 120 856 457 216 295 61 568 269 901 808 38 109 259 602 242
2001 11 3534 595 834 586 120 269 901 144 2 808 38 61 568 216 295 109 259 602 242 172 452 856 457
3001 11 3534 269 901 856 457 586 120 109 259 595 834 602 242 216 295 144 2 61 568 808 38 172 452
4001 11 3534 216 295 269 901 144 2 856 457 808 38 109 259 61 568 595 834 602 242 586 120 172 452
5001 11 3534 109 259 269 901 586 120 602 242 595 834 61 568 144 2 808 38 216 295 172 452 856 457
6001 11 3534 61 568 595 834 602 242 586 120 172 452 269 901 144 2 109 259 808 38 216 295 856 457
7001 11 3534 602 242 109 259 856 457 808 38 216 295 269 901 61 568 595 834 144 2 586 120 172 452
8001 11 3534 602 242 216 295 109 259 144 2 586 120 269 901 172 452 856 457 808 38 595 834 61 568
9001 11 3534 856 457 586 120 216 295 595 834 602 242 61 568 144 2 269 901 109 259 172 452 808 38
10001 11 3534 144 2 172 452 856 457 586 120 61 568 216 295 808 38 109 259 595 834 269 901 602 242
1002 11 4027 776 547 566 29 514 660 401 543 617 977 89 800 470 731 610 89 89 28 702 506 200 486
2002 11 4027 89 800 610 89 89 28 470 731 702 506 617 977 776 547 514 660 200 486 566 29 401 543
3002 11 4027 89 800 617 977 200 486 702 506 470 731 89 28 566 29 401 543 776 547 514 660 610 89
4002 11 4027 401 543 566 29 470 731 200 486 776 547 89 800 610 89 702 506 89 28 617 977 514 660
5002 11 4027 566 29 776 547 200 486 610 89 702 506 470 731 617 977 514 660 401 543 89 800 89 28
6002 11 4027 89 28 514 660 200 486 470 731 566 29 776 547 89 800 610 89 401 543 702 506 617 977
7002 11 4027 566 29 470 731 617 977 610 89 89 800 200 486 776 547 702 506 514 660 89 28 401 543
8002 11 4027 702 506 401 543 470 731 89 800 200 486 514 660 617 977 776 547 566 29 610 89 89 28
9002 11 4027 702 506 610 89 200 486 776 547 89 800 514 660 401 543 89 28 566 29 470 731 617 977
10002 11 4027 566 29 617 977 200 486 470 731 702 506 89 28 89 800 514 660 401 543 776 547 610 89
1003 11 5168 657 936 189 602 130 30 790 166 170 572 690 32 937 59 548 350 852 671 978 640 520 334
2003 11 5168 657 936 189 602 937 59 170 572 520 334 852 671 978 640 130 30 790 166 548 350 690 32
3003 11 5168 548 350 520 334 790 166 189 602 657 936 170 572 937 59 130 30 852 671 690 32 978 640
4003 11 5168 790 166 548 350 130 30 937 59 170 572 690 32 520 334 852 671 978 640 657 936 189 602
5003 11 5168 657 936 852 671 520 334 189 602 690 32 978 640 790 166 937 59 170 572 130 30 548 350
6003 11 5168 937 59 520 334 657 936 852 671 130 30 170 572 189 602 978 640 790 166 548 350 690 32
7003 11 5168 170 572 548 350 690 32 520 334 790 166 657 936 130 30 189 602 937 59 978 640 852 671
8003 11 5168 657 936 790 166 170 572 690 32 520 334 852 671 130 30 978 640 548 350 189 602 937 59
9003 11 5168 937 59 548 350 520 334 978 640 130 30 790 166 657 936 170 572 189 602 690 32 852 671
10003 11 5168 520 334 852 671 690 32 170 572 657 936 130 30 978 640 790 166 189 602 937 59 548 350
1004 11 4825 654 741 197 675 213 588 530 235 954 956 854 549 354 294 829 70 943 629 342 298 162 877
2004 11 4825 530 235 829 70 162 877 342 298 854 549 954 956 197 675 943 629 213 588 654 741 354 294
3004 11 4825 162 877 213 588 197 675 954 956 654 741 943 629 854 549 530 235 354 294 342 298 829 70
4004 11 4825 829 70 654 741 197 675 954 956 342 298 943 629 354 294 854 549 213 588 162 877 530 235
5004 11 4825 197 675 943 629 854 549 342 298 354 294 213 588 829 70 530 235 654 741 162 877 954 956
6004 11 4825 654 741 943 629 342 298 162 877 213 588 530 235 954 956 829 70 197 675 854 549 354 294
7004 11 4825 654 741 854 549 943 629 954 956 829 70 213 588 354 294 162 877 197 675 530 235 342 298
8004 11 4825 162 877 213 588 530 235 654 741 954 956 354 294 829 70 197 675 854 549 943 629 342 298
9004 11 4825 530 235 342 298 213 588 162 877 854 549 197 675 354 294 829 70 954 956 943 629 654 741
10004 11 4825 854 549 213 588 162 877 829 70 943 629 654 741 342 298 954 956 530 235 197 675 354 294
1005 11 4426 345 72 86 962 477 607 634 708 951 427 270 650 701 248 592 67 535 833 743 454 199 216
2005 11 4426 634 708 701 248 477 607 270 650 535 833 592 67 345 72 199 216 743 454 86 962 951 427
3005 11 4426 535 833 951 427 199 216 345 72 477 607 592 67 86 962 634 708 701 248 270 650 743 454
4005 11 4426 199 216 477 607 592 67 701 248 743 454 86 962 634 708 951 427 270 650 345 72 535 833
5005 11 4426 477 607 199 216 535 833 951 427 270 650 634 708 592 67 701 248 743 454 345 72 86 962
6005 11 4426 592 67 86 962 345 72 951 427 477 607 535 833 270 650 701 248 743 454 634 708 199 216
7005 11 4426 199 216 477 607 535 833 701 248 86 962 270 650 345 72 634 708 592 67 743 454 951 427
8005 11 4426 951 427 86 962 535 833 743 454 634 708 199 216 477 607 592 67 345 72 270 650 701 248
9005 11 4426 86 962 701 248 199 216 345 72 634 708 477 607 743 454 951 427 535 833 270 650 592 67
10005 11 4426 592 67 270 650 199 216 634 708 86 962 535 833 477 607 951 427 743 454 345 72 701 248
1006 11 4598 867 722 539 332 198 620 751 691 780 466 543 693 350 905 813 46 307 708 152 138 448 744
2006 11 4598 350 905 198 620 813 46 448 744 751 691 539 332 543 693 307 708 780 466 152 138 867 722
3006 11 4598 539 332 448 744 751 691 152 138 198 620 543 693 350 905 813 46 867 722 780 466 307 708
4006 11 4598 350 905 780 466 152 138 813 46 751 691 543 693 307 708 448 744 539 332 198 620 867 722
5006 11 4598 813 46 867 722 543 693 780 466 539 332 751 691 152 138 198 620 307 708 350 905 448 744
6006 11 4598 307 708 152 138 780 466 448 744 751 691 867 722 198 620 350 905 813 46 539 332 543 693
7006 11 4598 543 693 867 722 448 744 198 620 152 138 350 905 780 466 539 332 751 691 813 46 307 708
8006 11 4598 448 744 152 138 307 708 780 466 198 620 813 46 867 722 543 693 350 905 539 332 751 691
9006 11 4598 751 691 543 693 152 138 448 744 539 332 867 722 780 466 307 708 813 46 350 905 198 620
