1001 22 8207 595 834 172 452 216 295 951 617 486 610 808 38 547 514 89 401 856 457 977 566 61 568 28 776 731 200 144 2 109 259 660 470 586 120 602 242 800 702 543 89 269 901 29 89
2001 22 8207 543 89 269 901 109 259 29 89 216 295 808 38 89 401 547 514 800 702 586 120 977 566 856 457 61 568 595 834 660 470 28 776 144 2 602 242 731 200 172 452 486 610 951 617
3001 22 8207 602 242 28 776 61 568 800 702 144 2 808 38 216 295 951 617 269 901 595 834 856 457 977 566 486 610 172 452 29 89 731 200 586 120 660 470 543 89 109 259 547 514 89 401
4001 22 8207 29 89 660 470 808 38 547 514 61 568 109 259 144 2 269 901 486 610 951 617 28 776 216 295 172 452 800 702 543 89 586 120 856 457 595 834 977 566 602 242 89 401 731 200
5001 22 8207 172 452 89 401 543 89 731 200 547 514 486 610 586 120 602 242 144 2 269 901 29 89 800 702 61 568 856 457 977 566 109 259 808 38 595 834 951 617 660 470 28 776 216 295
6001 22 8207 109 259 172 452 586 120 547 514 216 295 856 457 89 401 951 617 977 566 660 470 269 901 602 242 543 89 29 89 28 776 61 568 800 702 144 2 808 38 486 610 731 200 595 834
7001 22 8207 61 568 144 2 602 242 486 610 800 702 28 776 586 120 660 470 216 295 29 89 731 200 856 457 951 617 547 514 89 401 172 452 977 566 543 89 269 901 109 259 595 834 808 38
8001 22 8207 543 89 977 566 800 702 808 38 172 452 28 776 856 457 486 610 547 514 109 259 951 617 731 200 269 901 144 2 216 295 660 470 29 89 586 120 602 242 61 568 89 401 595 834
9001 22 8207 109 259 660 470 216 295 89 401 595 834 547 514 543 89 977 566 61 568 602 242 28 776 951 617 269 901 808 38 486 610 731 200 856 457 586 120 172 452 29 89 144 2 800 702
10001 22 8207 29 89 586 120 144 2 595 834 109 259 731 200 269 901 547 514 28 776 543 89 486 610 602 242 172 452 61 568 216 295 856 457 951 617 800 702 660 470 977 566 89 401 808 38
1002 22 8406 32 657 334 130 59 833 572 548 943 629 654 741 342 298 530 235 197 675 162 877 30 852 640 790 854 549 671 170 829 70 166 937 354 294 602 978 350 189 954 956 936 520 297 690
2002 22 8406 59 833 829 70 640 790 197 675 350 189 162 877 854 549 602 978 572 548 936 520 530 235 354 294 297 690 166 937 954 956 334 130 342 298 943 629 30 852 654 741 671 170 32 657
3002 22 8406 297 690 166 937 30 852 334 130 572 548 530 235 602 978 197 675 854 549 671 170 32 657 654 741 640 790 936 520 59 833 943 629 829 70 162 877 354 294 342 298 954 956 350 189
4002 22 8406 197 675 602 978 354 294 166 937 59 833 954 956 671 170 350 189 162 877 640 790 829 70 943 629 854 549 297 690 936 520 30 852 572 548 334 130 32 657 654 741 342 298 530 235
5002 22 8406 640 790 59 833 671 170 350 189 197 675 854 549 602 978 297 690 530 235 943 629 654 741 30 852 936 520 162 877 954 956 166 937 334 130 342 298 354 294 32 657 572 548 829 70
6002 22 8406 59 833 297 690 943 629 334 130 854 549 530 235 342 298 954 956 30 852 32 657 640 790 602 978 197 675 572 548 936 520 829 70 354 294 654 741 350 189 166 937 162 877 671 170
7002 22 8406 197 675 954 956 32 657 572 548 30 852 59 833 354 294 943 629 530 235 829 70 854 549 671 170 936 520 654 741 162 877 297 690 342 298 640 790 350 189 334 130 602 978 166 937
8002 22 8406 350 189 32 657 671 170 572 548 197 675 30 852 936 520 162 877 943 629 602 978 829 70 354 294 166 937 334 130 640 790 854 549 654 741 342 298 530 235 59 833 297 690 954 956
9002 22 8406 936 520 602 978 350 189 297 690 572 548 954 956 654 741 640 790 166 937 354 294 829 70 334 130 854 549 162 877 32 657 530 235 197 675 30 852 59 833 671 170 943 629 342 298
10002 22 8406 30 852 829 70 197 675 59 833 602 978 936 520 640 790 334 130 354 294 32 657 342 298 166 937 954 956 162 877 350 189 671 170 297 690 654 741 572 548 943 629 854 549 530 235
1003 22 9154 701 248 332 198 708 813 743 454 782 751 345 72 744 152 634 708 722 539 592 67 691 307 199 216 46 448 466 867 535 833 138 543 86 962 951 427 477 607 693 780 588 862 270 650
2003 22 9154 701 248 588 862 466 867 138 543 592 67 332 198 722 539 782 751 199 216 86 962 270 650 345 72 46 448 743 454 744 152 708 813 634 708 951 427 693 780 691 307 535 833 477 607
3003 22 9154 199 216 743 454 466 867 701 248 782 751 951 427 693 780 535 833 477 607 588 862 270 650 691 307 634 708 138 543 332 198 46 448 744 152 592 67 722 539 86 962 708 813 345 72
4003 22 9154 332 198 743 454 477 607 691 307 592 67 270 650 701 248 345 72 86 962 588 862 634 708 535 833 782 751 951 427 199 216 744 152 466 867 708 813 693 780 722 539 46 448 138 543
5003 22 9154 345 72 477 607 138 543 199 216 701 248 693 780 691 307 588 862 466 867 46 448 332 198 86 962 744 152 782 751 634 708 270 650 722 539 951 427 535 833 743 454 708 813 592 67
6003 22 9154 701 248 199 216 634 708 743 454 592 67 270 650 708 813 46 448 722 539 138 543 86 962 691 307 535 833 345 72 951 427 588 862 782 751 744 152 466 867 332 198 693 780 477 607
7003 22 9154 86 962 951 427 743 454 588 862 744 152 634 708 722 539 477 607 701 248 691 307 535 833 782 751 345 72 592 67 46 448 466 867 138 543 332 198 270 650 693 780 708 813 199 216
8003 22 9154 782 751 592 67 477 607 722 539 535 833 708 813 345 72 951 427 270 650 744 152 693 780 46 448 691 307 199 216 588 862 86 962 743 454 634 708 701 248 138 543 332 198 466 867
9003 22 9154 701 248 634 708 693 780 477 607 708 813 46 448 592 67 199 216 332 198 782 751 588 862 691 307 138 543 270 650 744 152 466 867 743 454 86 962 722 539 345 72 535 833 951 427
10003 22 9154 701 248 743 454 86 962 588 862 345 72 535 833 199 216 46 448 138 543 332 198 722 539 691 307 634 708 951 427 270 650 592 67 708 813 693 780 477 607 466 867 744 152 782 751
1004 22 8852 818 740 928 927 208 202 330 137 768 108 305 682 643 392 379 795 350 905 666 48 219 100 471 571 261 933 770 774 575 801 516 437 672 638 503 313 102 950 322 982 944 966 316 175
2004 22 8852 330 137 666 48 643 392 219 100 305 682 471 571 818 740 379 795 322 982 575 801 928 927 316 175 770 774 102 950 208 202 944 966 768 108 261 933 672 638 350 905 516 437 503 313
3004 22 8852 575 801 818 740 208 202 350 905 672 638 516 437 643 392 102 950 305 682 770 774 322 982 666 48 261 933 503 313 768 108 219 100 316 175 944 966 379 795 330 137 928 927 471 571
4004 22 8852 261 933 818 740 672 638 503 313 928 927 666 48 330 137 208 202 944 966 768 108 102 950 305 682 770 774 575 801 516 437 219 100 322 982 643 392 316 175 379 795 471 571 350 905
5004 22 8852 768 108 672 638 516 437 770 774 305 682 261 933 471 571 818 740 666 48 316 175 503 313 928 927 379 795 575 801 944 966 322 982 330 137 102 950 208 202 350 905 643 392 219 100
6004 22 8852 928 927 643 392 219 100 261 933 322 982 818 740 944 966 379 795 305 682 516 437 575 801 768 108 102 950 471 571 666 48 672 638 208 202 330 137 770 774 503 313 350 905 316 175
7004 22 8852 928 927 503 313 768 108 643 392 672 638 350 905 261 933 471 571 770 774 944 966 818 740 102 950 516 437 219 100 305 682 208 202 330 137 666 48 379 795 322 982 316 175 575 801
8004 22 8852 322 982 928 927 768 108 219 100 316 175 102 950 944 966 471 571 379 795 330 137 575 801 503 313 350 905 208 202 261 933 770 774 305 682 672 638 516 437 818 740 666 48 643 392
9004 22 8852 350 905 768 108 330 137 219 100 322 982 102 950 666 48 316 175 208 202 770 774 928 927 672 638 305 682 261 933 944 966 516 437 503 313 471 571 575 801 379 795 643 392 818 740
10004 22 8852 575 801 330 137 666 48 102 950 379 795 818 740 928 927 261 933 643 392 322 982 219 100 471 571 208 202 350 905 944 966 516 437 316 175 503 313 305 682 672 638 770 774 768 108
1005 22 8680 228 617 65 99 553 184 96 866 260 412 796 605 769 132 904 558 162 754 484 102 872 399 692 475 776 773 784 634 268 382 138 886 476 188 161 628 639 409 773 906 887 791 68 839
2005 22 8680 484 102 692 475 476 188 260 412 773 906 228 617 161 628 887 791 96 866 904 558 268 382 872 399 68 839 138 886 776 773 639 409 65 99 162 754 769 132 784 634 796 605 553 184
3005 22 8680 776 773 639 409 260 412 692 475 228 617 476 188 161 628 872 399 484 102 65 99 268 382 138 886 162 754 784 634 904 558 773 906 796 605 68 839 553 184 769 132 887 791 96 866
4005 22 8680 773 906 904 558 96 866 692 475 776 773 260 412 65 99 484 102 138 886 796 605 872 399 769 132 476 188 784 634 161 628 268 382 162 754 553 184 639 409 887 791 228 617 68 839
5005 22 8680 773 906 769 132 692 475 228 617 796 605 553 184 784 634 96 866 776 773 138 886 260 412 162 754 68 839 268 382 887 791 476 188 484 102 161 628 65 99 872 399 904 558 639 409
6005 22 8680 476 188 268 382 96 866 260 412 887 791 904 558 65 99 138 886 773 906 769 132 784 634 639 409 692 475 872 399 796 605 68 839 776 773 228 617 553 184 162 754 484 102 161 628
7005 22 8680 776 773 260 412 639 409 162 754 484 102 872 399 138 886 796 605 692 475 268 382 96 866 769 132 161 628 228 617 904 558 68 839 553 184 784 634 476 188 65 99 773 906 887 791
8005 22 8680 138 886 784 634 484 102 65 99 692 475 769 132 904 558 872 399 773 906 162 754 268 382 476 188 260 412 553 184 887 791 161 628 68 839 776 773 96 866 639 409 796 605 228 617
9005 22 8680 228 617 784 634 162 754 96 866 260 412 268 382 553 184 161 628 872 399 138 886 68 839 776 773 887 791 692 475 904 558 65 99 484 102 796 605 773 906 769 132 476 188 639 409
10005 22 8680 553 184 68 839 769 132 639 409 228 617 162 754 161 628 692 475 484 102 260 412 776 773 476 188 796 605 96 866 887 791 138 886 872 399 65 99 904 558 773 906 268 382 784 634
1006 22 9512 751 642 309 698 877 324 919 232 635 646 435 676 770 586 863 980 125 637 577 809 645 528 948 266 796 283 454 264 171 575 63 383 853 586 657 242 44 890 56 660 343 114 599 502
2006 22 9512 343 114 645 528 877 324 454 264 796 283 853 586 44 890 863 980 919 232 635 646 657 242 63 383 56 660 309 698 435 676 125 637 948 266 599 502 770 586 171 575 577 809 751 642
3006 22 9512 635 646 657 242 171 575 751 642 435 676 309 698 919 232 770 586 863 980 454 264 63 383 577 809 853 586 44 890 645 528 125 637 343 114 56 660 948 266 599 502 796 283 877 324
4006 22 9512 454 264 770 586 309 698 853 586 657 242 44 890 948 266 56 660 751 642 863 980 435 676 919 232 635 646 877 324 645 528 63 383 577 809 599 502 125 637 796 283 343 114 171 575
5006 22 9512 63 383 125 637 657 242 454 264 171 575 44 890 948 266 343 114 645 528 770 586 635 646 56 660 577 809 751 642 309 698 863 980 877 324 599 502 435 676 919 232 796 283 853 586
6006 22 9512 796 283 919 232 171 575 435 676 635 646 56 660 125 637 948 266 599 502 309 698 44 890 877 324 63 383 853 586 751 642 863 980 454 264 645 528 577 809 343 114 770 586 657 242
7006 22 9512 63 383 435 676 125 637 454 264 309 698 343 114 948 266 657 242 863 980 44 890 770 586 577 809 919 232 796 283 599 502 853 586 877 324 56 660 751 642 645 528 635 646 171 575
8006 22 9512 44 890 635 646 309 698 919 232 770 586 751 642 599 502 454 264 853 586 877 324 63 383 948 266 56 660 645 528 125 637 796 283 863 980 171 575 657 242 435 676 343 114 577 809
9006 22 9512 309 698 657 242 948 266 863 980 853 586 645 528 751 642 125 637 796 283 599 502 435 676 44 890 577 809 454 264 63 383 877 324 171 575 343 114 56 660 919 232 635 646 770 586
10006 22 9512 577 809 796 283 599 502 44 890 877 324 454 264 770 586 863 980 645 528 171 575 919 232 657 242 309 698 435 676 948 266 751 642 125 637 343 114 853 586 635 646 56 660 63 383
1007 22 8701 167 579 265 518 75 909 398 503 430 341 933 194 777 408 970 980 281 849 990 705 471 375 223 434 917 859 944 218 185 911 245 943 300 463 319 663 457 992 232 226 875 553 423 185
2007 22 8701 398 503 944 218 75 909 265 518 457 992 232 226 300 463 319 663 917 859 167 579 777 408 970 980 423 185 933 194 185 911 223 434 281 849 875 553 245 943 471 375 430 341 990 705
3007 22 8701 944 218 167 579 75 909 223 434 300 463 281 849 430 341 777 408 245 943 875 553 457 992 232 226 185 911 265 518 471 375 990 705 423 185 970 980 917 859 319 663 933 194 398 503
4007 22 8701 300 463 933 194 944 218 430 341 970 980 185 911 223 434 232 226 990 705 398 503 917 859 281 849 75 909 265 518 875 553 777 408 245 943 423 185 471 375 319 663 457 992 167 579
5007 22 8701 185 911 223 434 300 463 423 185 430 341 245 943 471 375 933 194 944 218 281 849 75 909 265 518 777 408 970 980 167 579 398 503 875 553 990 705 319 663 232 226 917 859 457 992
6007 22 8701 777 408 185 911 471 375 245 943 300 463 944 218 430 341 990 705 917 859 398 503 75 909 167 579 232 226 457 992 875 553 319 663 423 185 223 434 265 518 970 980 281 849 933 194
7007 22 8701 75 909 167 579 245 943 430 341 223 434 319 663 933 194 300 463 232 226 398 503 970 980 281 849 944 218 423 185 875 553 265 518 777 408 185 911 917 859 990 705 457 992 471 375
8007 22 8701 423 185 232 226 265 518 398 503 917 859 944 218 300 463 970 980 471 375 777 408 223 434 430 341 75 909 457 992 990 705 245 943 185 911 933 194 167 579 281 849 319 663 875 553
9007 22 8701 917 859 75 909 300 463 245 943 265 518 430 341 990 705 281 849 457 992 185 911 223 434 933 194 232 226 944 218 970 980 777 408 423 185 167 579 471 375 875 553 319 663 398 503
10007 22 8701 423 185 777 408 944 218 185 911 917 859 471 375 398 503 990 705 223 434 319 663 245 943 232 226 75 909 167 579 933 194 265 518 300 463 457 992 281 849 875 553 970 980 430 341
1008 22 7256 157 295 448 631 490 801 104 559 710 511 534 223 354 10 387 701 67 807 332 361 529 203 450 789 823 71 97 183 281 825 785 167 539 841 981 288 459 925 84 124 379 631 80 301
2008 22 7256 539 841 67 807 354 10 534 223 448 631 281 825 981 288 387 701 157 295 490 801 529 203 710 511 104 559 450 789 785 167 80 301 84 124 379 631 97 183 459 925 823 71 332 361
3008 22 7256 448 631 823 71 710 511 67 807 534 223 459 925 80 301 785 167 539 841 84 124 529 203 387 701 450 789 332 361 104 559 157 295 490 801 281 825 97 183 379 631 981 288 354 10
4008 22 7256 354 10 534 223 448 631 710 511 157 295 785 167 67 807 281 825 104 559 379 631 539 841 387 701 80 301 332 361 84 124 981 288 529 203 97 183 823 71 450 789 459 925 490 801
5008 22 7256 534 223 823 71 84 124 450 789 387 701 354 10 157 295 529 203 490 801 332 361 539 841 80 301 448 631 104 559 710 511 67 807 97 183 459 925 379 631 281 825 785 167 981 288
6008 22 7256 785 167 490 801 84 124 387 701 80 301 379 631 710 511 448 631 529 203 823 71 104 559 332 361 281 825 157 295 97 183 981 288 539 841 459 925 450 789 354 10 534 223 67 807
7008 22 7256 157 295 450 789 710 511 354 10 387 701 281 825 459 925 379 631 332 361 67 807 97 183 981 288 823 71 84 124 490 801 104 559 534 223 448 631 529 203 80 301 785 167 539 841
8008 22 7256 332 361 981 288 534 223 387 701 379 631 450 789 281 825 785 167 823 71 157 295 539 841 97 183 67 807 448 631 84 124 490 801 710 511 354 10 104 559 80 301 459 925 529 203
9008 22 7256 354 10 379 631 539 841 448 631 67 807 823 71 450 789 157 295 281 825 981 288 387 701 104 559 534 223 97 183 785 167 80 301 529 203 710 511 332 361 459 925 490 801 84 124
10008 22 7256 97 183 80 301 450 789 332 361 104 559 84 124 281 825 448 631 354 10 785 167 710 511 534 223 529 203 459 925 67 807 539 841 379 631 490 801 157 295 981 288 823 71 387 701
1009 22 8236 119 509 801 385 890 947 326 498 711 403 857 845 806 870 52 810 468 454 813 615 670 498 312 173 444 256 237 366 118 990 297 406 384 150 243 927 423 789 440 701 822 402 62 225
2009 22 8236 822 402 423 789 806 870 297 406 384 150 670 498 52 810 119 509 62 225 237 366 118 990 243 927 801 385 857 845 326 498 711 403 440 701 890 947 468 454 312 173 813 615 444 256
3009 22 8236 237 366 384 150 813 615 890 947 444 256 801 385 423 789 468 454 62 225 857 845 806 870 711 403 670 498 297 406 118 990 822 402 312 173 52 810 119 509 326 498 243 927 440 701
4009 22 8236 237 366 806 870 813 615 801 385 711 403 297 406 822 402 243 927 119 509 423 789 857 845 326 498 118 990 312 173 62 225 440 701 670 498 468 454 890 947 52 810 444 256 384 150
5009 22 8236 468 454 444 256 312 173 806 870 423 789 52 810 711 403 237 366 890 947 119 509 857 845 801 385 440 701 297 406 822 402 326 498 670 498 813 615 243 927 118 990 384 150 62 225
6009 22 8236 312 173 52 810 119 509 711 403 118 990 801 385 440 701 822 402 62 225 468 454 423 789 806 870 444 256 857 845 243 927 670 498 890 947 297 406 326 498 813 615 237 366 384 150
7009 22 8236 237 366 801 385 119 509 326 498 62 225 822 402 384 150 297 406 711 403 312 173 813 615 444 256 670 498 243 927 857 845 440 701 890 947 423 789 52 810 468 454 806 870 118 990
8009 22 8236 243 927 801 385 468 454 52 810 806 870 440 701 890 947 297 406 711 403 857 845 62 225 119 509 237 366 813 615 423 789 312 173 326 498 384 150 444 256 822 402 118 990 670 498
9009 22 8236 243 927 711 403 52 810 423 789 444 256 312 173 326 498 119 509 440 701 813 615 857 845 468 454 806 870 118 990 297 406 237 366 801 385 822 402 670 498 62 225 384 150 890 947
10009 22 8236 806 870 118 990 813 615 440 701 423 789 52 810 243 927 384 150 312 173 444 256 297 406 62 225 822 402 670 498 468 454 711 403 237 366 890 947 801 385 119 509 857 845 326 498
1010 22 7716 317 98 296 258 940 386 88 274 4 945 401 234 8 928 330 348 994 340 990 300 462 500 243 269 170 142 962 622 320 933 568 642 263 604 573 110 677 910 42 659 879 378 119 443
2010 22 7716 568 642 42 659 4 945 573 110 677 910 243 269 462 500 296 258 320 933 990 300 119 443 879 378 170 142 317 98 940 386 8 928 330 348 263 604 994 340 962 622 88 274 401 234
3010 22 7716 296 258 42 659 573 110 401 234 879 378 320 933 330 348 243 269 88 274 462 500 317 98 677 910 994 340 940 386 170 142 962 622 4 945 263 604 990 300 568 642 8 928 119 443
4010 22 7716 990 300 320 933 4 945 401 234 317 98 573 110 42 659 462 500 879 378 119 443 263 604 568 642 962 622 170 142 243 269 88 274 8 928 994 340 296 258 677 910 940 386 330 348
5010 22 7716 243 269 994 340 401 234 330 348 263 604 990 300 42 659 573 110 940 386 88 274 879 378 320 933 568 642 462 500 8 928 317 98 170 142 962 622 677 910 296 258 4 945 119 443
6010 22 7716 330 348 879 378 990 300 243 269 462 500 573 110 962 622 4 945 170 142 568 642 940 386 119 443 42 659 994 340 317 98 677 910 401 234 88 274 263 604 8 928 296 258 320 933
7010 22 7716 119 443 940 386 243 269 401 234 42 659 263 604 317 98 990 300 677 910 568 642 4 945 462 500 88 274 879 378 8 928 330 348 296 258 170 142 573 110 962 622 994 340 320 933
8010 22 7716 573 110 568 642 296 258 962 622 677 910 263 604 990 300 401 234 940 386 879 378 462 500 119 443 317 98 243 269 320 933 994 340 8 928 88 274 4 945 42 659 170 142 330 348
9010 22 7716 320 933 994 340 263 604 962 622 42 659 4 945 462 500 990 300 330 348 119 443 88 274 401 234 568 642 677 910 170 142 879 378 8 928 296 258 243 269 940 386 317 98 573 110
10010 22 7716 8 928 573 110 320 933 317 98 462 500 119 443 879 378 990 300 940 386 88 274 243 269 568 642 4 945 330 348 401 234 677 910 263 604 962 622 42 659 994 340 296 258 170 142
