1001 11 3534 172 452 144 2 595 834 586 120 856 457 216 295 61 568 269 901 808 38 109 259 602 242
2001 11 3534 595 834 586 120 269 901 144 2 808 38 61 568 216 295 109 259 602 242 172 452 856 457
3001 11 3534 269 901 856 457 586 120 109 259 595 834 602 242 216 295 144 2 61 568 808 38 172 452
4001 11 3534 216 295 269 901 144 2 856 457 808 38 109 259 61 568 595 834 602 242 586 120 172 452
5001 11 3534 109 259 269 901 586 120 602 242 595 834 61 568 144 2 808 38 216 295 172 452 856 457
1002 11 4027 470 731 514 660 776 547 89 28 89 800 566 29 200 486 617 977 610 89 401 543 702 506
2002 11 4027 776 547 617 977 702 506 610 89 401 543 566 29 470 731 514 660 200 486 89 28 89 800
3002 11 4027 776 547 401 543 617 977 200 486 89 28 566 29 89 800 702 506 610 89 514 660 470 731
4002 11 4027 702 506 89 28 401 543 514 660 776 547 470 731 200 486 566 29 617 977 89 800 610 89
5002 11 4027 200 486 89 800 702 506 89 28 470 731 401 543 610 89 617 977 514 660 566 29 776 547
1003 11 5168 130 30 657 936 852 671 978 640 690 32 790 166 170 572 189 602 520 334 937 59 548 350
2003 11 5168 790 166 189 602 520 334 170 572 937 59 690 32 130 30 852 671 548 350 657 936 978 640
3003 11 5168 790 166 690 32 548 350 937 59 170 572 520 334 657 936 978 640 130 30 852 671 189 602
4003 11 5168 978 640 657 936 170 572 548 350 130 30 790 166 189 602 937 59 520 334 690 32 852 671
5003 11 5168 657 936 130 30 548 350 189 602 937 59 170 572 690 32 852 671 978 640 790 166 520 334
1004 11 4825 213 588 854 549 654 741 197 675 829 70 354 294 954 956 162 877 943 629 530 235 342 298
2004 11 4825 829 70 197 675 342 298 162 877 954 956 654 741 354 294 530 235 854 549 213 588 943 629
3004 11 4825 530 235 943 629 197 675 954 956 654 741 854 549 342 298 354 294 829 70 162 877 213 588
4004 11 4825 530 235 162 877 654 741 354 294 954 956 854 549 943 629 213 588 829 70 197 675 342 298
5004 11 4825 829 70 342 298 654 741 197 675 530 235 213 588 954 956 854 549 943 629 354 294 162 877
1005 11 4426 199 216 701 248 592 67 477 607 270 650 535 833 743 454 634 708 345 72 86 962 951 427
2005 11 4426 199 216 701 248 743 454 270 650 951 427 345 72 86 962 592 67 477 607 634 708 535 833
3005 11 4426 634 708 951 427 477 607 701 248 199 216 270 650 743 454 592 67 345 72 535 833 86 962
4005 11 4426 477 607 634 708 592 67 743 454 270 650 535 833 951 427 345 72 86 962 199 216 701 248
5005 11 4426 199 216 345 72 951 427 701 248 535 833 86 962 477 607 743 454 270 650 592 67 634 708
1006 11 4598 867 722 813 46 751 691 307 708 198 620 539 332 448 744 543 693 780 466 350 905 152 138
2006 11 4598 539 332 350 905 152 138 813 46 780 466 751 691 198 620 448 744 867 722 543 693 307 708
3006 11 4598 751 691 780 466 539 332 152 138 813 46 307 708 198 620 543 693 350 905 448 744 867 722
4006 11 4598 867 722 350 905 813 46 543 693 198 620 780 466 751 691 539 332 448 744 152 138 307 708
5006 11 4598 813 46 307 708 152 138 539 332 751 691 198 620 543 693 780 466 448 744 867 722 350 905
1007 11 4230 137 471 740 102 100 643 682 818 795 219 48 322 108 330 175 768 982 379 950 666 571 305
2007 11 4230 682 818 175 768 571 305 950 666 48 322 795 219 740 102 982 379 100 643 137 471 108 330
3007 11 4230 571 305 100 643 740 102 795 219 137 471 982 379 48 322 682 818 108 330 950 666 175 768
4007 11 4230 175 768 137 471 740 102 795 219 950 666 982 379 108 330 48 322 100 643 571 305 682 818
5007 11 4230 740 102 982 379 48 322 950 666 108 330 100 643 175 768 682 818 137 471 571 305 795 219
1008 11 5557 770 774 503 313 516 437 731 68 944 966 575 801 839 228 208 202 261 933 928 927 672 638
2008 11 5557 770 774 928 927 503 313 839 228 208 202 944 966 672 638 731 68 261 933 575 801 516 437
3008 11 5557 731 68 944 966 575 801 770 774 839 228 672 638 208 202 261 933 928 927 503 313 516 437
4008 11 5557 575 801 516 437 944 966 731 68 928 927 261 933 672 638 208 202 839 228 503 313 770 774
5008 11 5557 928 927 944 966 731 68 208 202 503 313 770 774 516 437 839 228 575 801 261 933 672 638
1009 11 3448 96 866 161 628 162 754 553 184 138 886 639 409 260 412 773 906 484 102 268 382 776 773
2009 11 3448 553 184 260 412 162 754 639 409 484 102 773 906 96 866 776 773 268 382 161 628 138 886
3009 11 3448 484 102 138 886 776 773 96 866 162 754 773 906 161 628 553 184 260 412 639 409 268 382
4009 11 3448 776 773 162 754 773 906 260 412 268 382 161 628 553 184 138 886 639 409 96 866 484 102
5009 11 3448 162 754 776 773 484 102 138 886 639 409 553 184 773 906 260 412 268 382 96 866 161 628
1010 11 3771 475 872 63 383 770 586 188 904 791 796 99 476 558 784 399 769 132 733 634 692 605 65
2010 11 3771 605 65 791 796 99 476 399 769 63 383 558 784 770 586 634 692 475 872 132 733 188 904
3010 11 3771 188 904 63 383 99 476 132 733 634 692 605 65 791 796 475 872 770 586 558 784 399 769
4010 11 3771 63 383 399 769 605 65 770 586 634 692 791 796 132 733 188 904 99 476 558 784 475 872
5010 11 3771 475 872 558 784 605 65 634 692 63 383 99 476 791 796 188 904 132 733 770 586 399 769
1011 11 4324 232 635 646 877 324 56 266 125 528 919 890 645 660 171 264 796 637 454 676 44 283 435
2011 11 4324 660 171 324 56 264 796 283 435 266 125 646 877 890 645 637 454 528 919 676 44 232 635
3011 11 4324 646 877 283 435 266 125 676 44 324 56 890 645 660 171 264 796 232 635 528 919 637 454
4011 11 4324 660 171 528 919 676 44 264 796 266 125 890 645 637 454 283 435 646 877 324 56 232 635
5011 11 4324 264 796 232 635 890 645 528 919 646 877 266 125 676 44 324 56 637 454 660 171 283 435
1012 11 5195 826 471 853 586 599 502 341 281 751 642 657 242 309 698 375 430 577 809 863 980 343 114
2012 11 5195 343 114 657 242 341 281 309 698 853 586 375 430 599 502 863 980 751 642 577 809 826 471
3012 11 5195 341 281 853 586 826 471 599 502 309 698 577 809 657 242 343 114 375 430 863 980 751 642
4012 11 5195 751 642 343 114 853 586 341 281 863 980 657 242 599 502 826 471 577 809 375 430 309 698
