1001 22 8207 595 834 172 452 216 295 951 617 486 610 808 38 547 514 89 401 856 457 977 566 61 568 28 776 731 200 144 2 109 259 660 470 586 120 602 242 800 702 543 89 269 901 29 89
2001 22 8207 543 89 269 901 109 259 29 89 216 295 808 38 89 401 547 514 800 702 586 120 977 566 856 457 61 568 595 834 660 470 28 776 144 2 602 242 731 200 172 452 486 610 951 617
3001 22 8207 602 242 28 776 61 568 800 702 144 2 808 38 216 295 951 617 269 901 595 834 856 457 977 566 486 610 172 452 29 89 731 200 586 120 660 470 543 89 109 259 547 514 89 401
4001 22 8207 29 89 660 470 808 38 547 514 61 568 109 259 144 2 269 901 486 610 951 617 28 776 216 295 172 452 800 702 543 89 586 120 856 457 595 834 977 566 602 242 89 401 731 200
5001 22 8207 172 452 89 401 543 89 731 200 547 514 486 610 586 120 602 242 144 2 269 901 29 89 800 702 61 568 856 457 977 566 109 259 808 38 595 834 951 617 660 470 28 776 216 295
6001 22 8207 109 259 172 452 586 120 547 514 216 295 856 457 89 401 951 617 977 566 660 470 269 901 602 242 543 89 29 89 28 776 61 568 800 702 144 2 808 38 486 610 731 200 595 834
7001 22 8207 61 568 144 2 602 242 486 610 800 702 28 776 586 120 660 470 216 295 29 89 731 200 856 457 951 617 547 514 89 401 172 452 977 566 543 89 269 901 109 259 595 834 808 38
8001 22 8207 543 89 977 566 800 702 808 38 172 452 28 776 856 457 486 610 547 514 109 259 951 617 731 200 269 901 144 2 216 295 660 470 29 89 586 120 602 242 61 568 89 401 595 834
9001 22 8207 109 259 660 470 216 295 89 401 595 834 547 514 543 89 977 566 61 568 602 242 28 776 951 617 269 901 808 38 486 610 731 200 856 457 586 120 172 452 29 89 144 2 800 702
10001 22 8207 29 89 586 120 144 2 595 834 109 259 731 200 269 901 547 514 28 776 543 89 486 610 602 242 172 452 61 568 216 295 856 457 951 617 800 702 660 470 977 566 89 401 808 38
11001 22 8207 586 120 595 834 602 242 269 901 89 401 216 295 660 470 951 617 800 702 856 457 109 259 543 89 977 566 731 200 172 452 486 610 61 568 28 776 547 514 808 38 144 2 29 89
12001 22 8207 602 242 172 452 543 89 800 702 547 514 856 457 977 566 28 776 269 901 144 2 951 617 61 568 29 89 486 610 808 38 595 834 660 470 89 401 109 259 216 295 731 200 586 120
13001 22 8207 29 89 486 610 109 259 595 834 269 901 951 617 28 776 800 702 977 566 731 200 586 120 216 295 543 89 144 2 602 242 89 401 172 452 856 457 61 568 660 470 808 38 547 514
14001 22 8207 800 702 28 776 61 568 486 610 602 242 808 38 731 200 547 514 856 457 543 89 172 452 89 401 977 566 29 89 144 2 109 259 269 901 595 834 586 120 216 295 660 470 951 617
15001 22 8207 543 89 602 242 731 200 547 514 800 702 977 566 28 776 29 89 951 617 89 401 216 295 109 259 144 2 856 457 808 38 486 610 595 834 660 470 61 568 586 120 269 901 172 452
16001 22 8207 602 242 29 89 89 401 595 834 977 566 951 617 660 470 808 38 109 259 586 120 543 89 28 776 800 702 269 901 144 2 172 452 61 568 216 295 547 514 486 610 856 457 731 200
17001 22 8207 800 702 808 38 586 120 269 901 109 259 602 242 61 568 89 401 951 617 172 452 977 566 731 200 144 2 216 295 856 457 29 89 660 470 543 89 547 514 595 834 28 776 486 610
18001 22 8207 547 514 586 120 731 200 269 901 800 702 109 259 144 2 856 457 89 401 28 776 172 452 61 568 486 610 595 834 543 89 977 566 216 295 660 470 951 617 602 242 29 89 808 38
19001 22 8207 144 2 28 776 547 514 29 89 269 901 808 38 216 295 543 89 486 610 61 568 172 452 595 834 977 566 856 457 586 120 951 617 800 702 109 259 602 242 731 200 89 401 660 470
20001 22 8207 109 259 172 452 800 702 602 242 28 776 144 2 543 89 595 834 61 568 586 120 660 470 486 610 808 38 856 457 547 514 731 200 29 89 216 295 269 901 89 401 977 566 951 617
1002 22 8406 602 978 954 956 654 741 59 833 829 70 671 170 530 235 350 189 943 629 30 852 354 294 936 520 162 877 854 549 32 657 197 675 640 790 334 130 166 937 342 298 297 690 572 548
2002 22 8406 602 978 297 690 854 549 197 675 30 852 954 956 943 629 829 70 936 520 640 790 572 548 671 170 162 877 59 833 530 235 654 741 350 189 334 130 342 298 354 294 32 657 166 937
3002 22 8406 936 520 59 833 854 549 602 978 829 70 334 130 342 298 32 657 166 937 297 690 572 548 354 294 350 189 197 675 954 956 162 877 530 235 30 852 943 629 640 790 654 741 671 170
4002 22 8406 954 956 59 833 166 937 354 294 30 852 572 548 602 978 671 170 640 790 297 690 350 189 32 657 829 70 334 130 936 520 530 235 854 549 654 741 342 298 943 629 162 877 197 675
5002 22 8406 671 170 166 937 197 675 936 520 602 978 342 298 354 294 297 690 854 549 162 877 954 956 640 790 530 235 829 70 350 189 572 548 943 629 334 130 32 657 59 833 654 741 30 852
6002 22 8406 602 978 936 520 350 189 59 833 30 852 572 548 654 741 162 877 943 629 197 675 640 790 354 294 32 657 671 170 334 130 297 690 829 70 530 235 854 549 954 956 342 298 166 937
7002 22 8406 640 790 334 130 59 833 297 690 530 235 350 189 943 629 166 937 602 978 354 294 32 657 829 70 671 170 30 852 162 877 854 549 197 675 954 956 572 548 342 298 654 741 936 520
8002 22 8406 829 70 30 852 166 937 943 629 32 657 654 741 671 170 334 130 572 548 530 235 342 298 162 877 354 294 936 520 297 690 640 790 59 833 350 189 602 978 197 675 954 956 854 549
9002 22 8406 602 978 350 189 342 298 166 937 654 741 162 877 30 852 936 520 954 956 829 70 297 690 354 294 197 675 572 548 530 235 854 549 59 833 640 790 943 629 671 170 32 657 334 130
10002 22 8406 602 978 59 833 640 790 297 690 671 170 32 657 936 520 162 877 197 675 954 956 943 629 354 294 350 189 334 130 572 548 30 852 654 741 342 298 166 937 854 549 530 235 829 70
11002 22 8406 936 520 30 852 854 549 297 690 640 790 32 657 350 189 943 629 602 978 197 675 354 294 671 170 334 130 829 70 530 235 654 741 342 298 572 548 162 877 954 956 166 937 59 833
12002 22 8406 297 690 197 675 350 189 354 294 32 657 671 170 936 520 943 629 954 956 530 235 30 852 59 833 829 70 162 877 854 549 166 937 640 790 334 130 342 298 602 978 654 741 572 548
13002 22 8406 530 235 936 520 854 549 602 978 342 298 654 741 350 189 162 877 32 657 829 70 954 956 197 675 334 130 572 548 640 790 354 294 59 833 166 937 943 629 297 690 30 852 671 170
14002 22 8406 334 130 936 520 342 298 572 548 30 852 197 675 297 690 854 549 166 937 640 790 162 877 32 657 829 70 530 235 654 741 354 294 954 956 350 189 59 833 943 629 671 170 602 978
15002 22 8406 640 790 342 298 654 741 829 70 32 657 334 130 671 170 936 520 197 675 59 833 572 548 30 852 943 629 530 235 166 937 954 956 297 690 162 877 854 549 602 978 350 189 354 294
16002 22 8406 30 852 350 189 354 294 334 130 954 956 936 520 166 937 943 629 32 657 654 741 530 235 640 790 162 877 671 170 197 675 342 298 854 549 297 690 829 70 572 548 602 978 59 833
17002 22 8406 30 852 572 548 640 790 350 189 342 298 602 978 334 130 671 170 829 70 166 937 936 520 162 877 654 741 354 294 32 657 854 549 297 690 197 675 943 629 954 956 59 833 530 235
18002 22 8406 954 956 30 852 640 790 354 294 59 833 162 877 166 937 671 170 943 629 297 690 530 235 572 548 602 978 854 549 334 130 829 70 32 657 342 298 654 741 936 520 197 675 350 189
19002 22 8406 602 978 640 790 297 690 354 294 954 956 162 877 197 675 59 833 854 549 829 70 30 852 342 298 32 657 334 130 166 937 654 741 572 548 671 170 530 235 943 629 350 189 936 520
20002 22 8406 530 235 297 690 197 675 162 877 943 629 936 520 30 852 334 130 350 189 954 956 354 294 671 170 854 549 602 978 166 937 654 741 59 833 572 548 32 657 342 298 829 70 640 790
1003 22 9154 535 833 46 448 701 248 270 650 86 962 708 813 332 198 138 543 743 454 199 216 722 539 466 867 951 427 693 780 782 751 592 67 744 152 477 607 634 708 345 72 691 307 588 862
2003 22 9154 199 216 466 867 744 152 86 962 345 72 535 833 477 607 691 307 270 650 138 543 782 751 722 539 588 862 592 67 951 427 634 708 46 448 743 454 332 198 693 780 708 813 701 248
3003 22 9154 951 427 634 708 86 962 466 867 535 833 744 152 477 607 722 539 199 216 46 448 782 751 592 67 743 454 693 780 138 543 345 72 708 813 588 862 701 248 332 198 691 307 270 650
4003 22 9154 345 72 138 543 270 650 466 867 951 427 86 962 46 448 199 216 592 67 708 813 722 539 332 198 744 152 693 780 477 607 782 751 743 454 701 248 634 708 691 307 535 833 588 862
5003 22 9154 345 72 332 198 466 867 535 833 708 813 701 248 693 780 270 650 951 427 592 67 86 962 743 454 588 862 782 751 691 307 744 152 199 216 477 607 46 448 722 539 138 543 634 708
6003 22 9154 744 152 782 751 270 650 86 962 691 307 138 543 46 448 592 67 345 72 332 198 693 780 634 708 466 867 722 539 708 813 588 862 951 427 535 833 701 248 743 454 199 216 477 607
7003 22 9154 951 427 86 962 634 708 743 454 199 216 722 539 592 67 708 813 466 867 782 751 270 650 332 198 477 607 535 833 138 543 588 862 701 248 693 780 744 152 46 448 345 72 691 307
8003 22 9154 592 67 693 780 199 216 46 448 466 867 332 198 138 543 722 539 345 72 743 454 782 751 744 152 86 962 701 248 691 307 477 607 588 862 951 427 270 650 634 708 708 813 535 833
9003 22 9154 535 833 693 780 743 454 270 650 86 962 782 751 701 248 477 607 722 539 592 67 588 862 951 427 691 307 466 867 138 543 46 448 199 216 708 813 345 72 332 198 744 152 634 708
10003 22 9154 701 248 588 862 332 198 634 708 535 833 743 454 477 607 466 867 199 216 86 962 951 427 744 152 708 813 270 650 691 307 592 67 722 539 46 448 138 543 345 72 782 751 693 780
11003 22 9154 345 72 693 780 744 152 86 962 951 427 477 607 701 248 138 543 634 708 691 307 199 216 332 198 743 454 535 833 270 650 588 862 782 751 592 67 466 867 708 813 722 539 46 448
12003 22 9154 722 539 199 216 744 152 535 833 743 454 782 751 466 867 138 543 86 962 951 427 592 67 588 862 708 813 693 780 477 607 634 708 332 198 46 448 701 248 270 650 691 307 345 72
13003 22 9154 951 427 592 67 270 650 345 72 477 607 693 780 86 962 701 248 138 543 535 833 588 862 691 307 782 751 466 867 199 216 634 708 722 539 708 813 332 198 46 448 743 454 744 152
14003 22 9154 535 833 701 248 693 780 782 751 592 67 466 867 332 198 708 813 345 72 138 543 477 607 86 962 951 427 744 152 199 216 588 862 691 307 46 448 634 708 743 454 722 539 270 650
15003 22 9154 588 862 634 708 592 67 535 833 270 650 466 867 332 198 722 539 199 216 701 248 951 427 708 813 691 307 345 72 693 780 138 543 744 152 46 448 477 607 86 962 743 454 782 751
16003 22 9154 743 454 86 962 270 650 477 607 951 427 708 813 634 708 332 198 46 448 693 780 466 867 744 152 588 862 782 751 345 72 138 543 535 833 199 216 691 307 722 539 701 248 592 67
17003 22 9154 588 862 477 607 634 708 535 833 693 780 722 539 332 198 592 67 138 543 466 867 701 248 691 307 86 962 743 454 46 448 782 751 744 152 708 813 345 72 199 216 951 427 270 650
18003 22 9154 466 867 951 427 693 780 86 962 701 248 345 72 46 448 535 833 782 751 744 152 588 862 332 198 708 813 199 216 634 708 743 454 138 543 270 650 592 67 477 607 722 539 691 307
19003 22 9154 693 780 592 67 332 198 138 543 782 751 199 216 345 72 634 708 743 454 46 448 477 607 466 867 691 307 535 833 588 862 744 152 270 650 722 539 708 813 86 962 951 427 701 248
20003 22 9154 691 307 743 454 46 448 466 867 744 152 535 833 701 248 138 543 199 216 270 650 86 962 592 67 693 780 477 607 332 198 345 72 634 708 722 539 782 751 951 427 708 813 588 862
1004 22 8852 330 137 818 740 208 202 102 950 316 175 471 571 672 638 666 48 768 108 305 682 350 905 928 927 770 774 516 437 379 795 944 966 503 313 575 801 322 982 261 933 219 100 643 392
2004 22 8852 102 950 516 437 208 202 818 740 322 982 261 933 503 313 575 801 770 774 330 137 672 638 666 48 643 392 471 571 379 795 928 927 768 108 219 100 944 966 350 905 316 175 305 682
3004 22 8852 516 437 330 137 208 202 928 927 503 313 768 108 316 175 672 638 944 966 219 100 322 982 261 933 379 795 818 740 350 905 305 682 643 392 666 48 770 774 575 801 471 571 102 950
4004 22 8852 503 313 471 571 516 437 316 175 666 48 379 795 928 927 261 933 305 682 102 950 770 774 768 108 208 202 818 740 219 100 672 638 944 966 643 392 350 905 575 801 322 982 330 137
5004 22 8852 379 795 928 927 503 313 643 392 316 175 944 966 350 905 471 571 516 437 768 108 208 202 818 740 672 638 666 48 330 137 102 950 219 100 305 682 575 801 261 933 770 774 322 982
6004 22 8852 672 638 379 795 350 905 944 966 503 313 516 437 316 175 305 682 770 774 102 950 208 202 330 137 261 933 322 982 219 100 575 801 643 392 928 927 818 740 666 48 768 108 471 571
7004 22 8852 208 202 330 137 944 966 316 175 928 927 575 801 471 571 503 313 261 933 102 950 666 48 768 108 516 437 643 392 219 100 818 740 672 638 379 795 770 774 305 682 322 982 350 905
8004 22 8852 643 392 261 933 818 740 102 950 770 774 516 437 503 313 666 48 350 905 672 638 928 927 316 175 208 202 322 982 305 682 944 966 379 795 471 571 330 137 768 108 575 801 219 100
9004 22 8852 770 774 208 202 503 313 944 966 818 740 316 175 305 682 768 108 322 982 379 795 928 927 471 571 261 933 516 437 666 48 672 638 643 392 330 137 350 905 219 100 575 801 102 950
10004 22 8852 643 392 672 638 516 437 379 795 770 774 350 905 102 950 305 682 928 927 575 801 944 966 261 933 208 202 330 137 471 571 818 740 503 313 322 982 768 108 219 100 666 48 316 175
11004 22 8852 471 571 330 137 666 48 944 966 379 795 208 202 928 927 672 638 575 801 261 933 818 740 322 982 316 175 516 437 770 774 219 100 102 950 503 313 305 682 768 108 350 905 643 392
12004 22 8852 102 950 575 801 928 927 208 202 330 137 770 774 503 313 672 638 471 571 666 48 818 740 379 795 944 966 322 982 219 100 643 392 768 108 350 905 516 437 305 682 316 175 261 933
13004 22 8852 330 137 316 175 379 795 575 801 208 202 305 682 643 392 219 100 102 950 768 108 818 740 672 638 322 982 261 933 944 966 471 571 666 48 770 774 516 437 350 905 503 313 928 927
14004 22 8852 928 927 208 202 330 137 379 795 471 571 219 100 575 801 770 774 944 966 350 905 102 950 672 638 643 392 261 933 768 108 503 313 818 740 516 437 316 175 322 982 305 682 666 48
15004 22 8852 208 202 316 175 768 108 322 982 672 638 928 927 471 571 818 740 666 48 261 933 102 950 643 392 330 137 944 966 379 795 575 801 516 437 305 682 350 905 770 774 219 100 503 313
16004 22 8852 219 100 666 48 768 108 672 638 643 392 350 905 379 795 330 137 818 740 316 175 944 966 261 933 770 774 471 571 516 437 503 313 102 950 305 682 322 982 928 927 208 202 575 801
17004 22 8852 471 571 322 982 379 795 928 927 672 638 770 774 305 682 350 905 261 933 575 801 516 437 503 313 316 175 768 108 666 48 944 966 208 202 330 137 818 740 643 392 219 100 102 950
18004 22 8852 261 933 503 313 208 202 672 638 350 905 322 982 770 774 219 100 316 175 471 571 102 950 516 437 575 801 330 137 768 108 666 48 379 795 928 927 944 966 643 392 305 682 818 740
19004 22 8852 928 927 350 905 102 950 330 137 575 801 316 175 322 982 471 571 770 774 503 313 672 638 944 966 208 202 516 437 219 100 643 392 818 740 379 795 261 933 305 682 666 48 768 108
20004 22 8852 516 437 643 392 322 982 261 933 944 966 768 108 770 774 330 137 928 927 219 100 379 795 208 202 818 740 305 682 575 801 102 950 350 905 666 48 471 571 503 313 316 175 672 638
1005 22 8680 476 188 769 132 162 754 784 634 773 906 776 773 904 558 68 839 484 102 96 866 268 382 887 791 639 409 553 184 138 886 260 412 65 99 161 628 692 475 872 399 228 617 796 605
2005 22 8680 228 617 692 475 904 558 260 412 65 99 268 382 68 839 476 188 796 605 553 184 138 886 161 628 769 132 776 773 784 634 773 906 872 399 162 754 484 102 887 791 96 866 639 409
3005 22 8680 553 184 65 99 96 866 162 754 639 409 769 132 692 475 484 102 796 605 776 773 904 558 773 906 268 382 260 412 138 886 228 617 887 791 68 839 476 188 784 634 161 628 872 399
4005 22 8680 553 184 904 558 96 866 769 132 773 906 260 412 228 617 161 628 476 188 692 475 776 773 784 634 138 886 887 791 796 605 872 399 268 382 484 102 162 754 68 839 639 409 65 99
5005 22 8680 484 102 639 409 887 791 904 558 692 475 68 839 773 906 553 184 162 754 476 188 776 773 769 132 872 399 260 412 228 617 784 634 268 382 96 866 161 628 138 886 65 99 796 605
6005 22 8680 887 791 68 839 476 188 773 906 138 886 769 132 872 399 228 617 796 605 484 102 692 475 904 558 639 409 776 773 161 628 268 382 162 754 260 412 784 634 96 866 553 184 65 99
7005 22 8680 553 184 769 132 476 188 784 634 796 605 228 617 65 99 260 412 773 906 887 791 96 866 639 409 268 382 161 628 776 773 872 399 162 754 692 475 68 839 484 102 904 558 138 886
8005 22 8680 161 628 769 132 484 102 68 839 904 558 872 399 162 754 260 412 773 906 776 773 796 605 476 188 553 184 96 866 692 475 887 791 784 634 65 99 639 409 228 617 138 886 268 382
9005 22 8680 161 628 773 906 68 839 692 475 639 409 887 791 784 634 476 188 872 399 96 866 776 773 484 102 904 558 138 886 260 412 553 184 769 132 228 617 268 382 796 605 65 99 162 754
10005 22 8680 904 558 138 886 96 866 872 399 692 475 68 839 161 628 65 99 887 791 639 409 260 412 796 605 228 617 268 382 484 102 773 906 553 184 162 754 769 132 476 188 776 773 784 634
11005 22 8680 162 754 773 906 65 99 904 558 769 132 68 839 796 605 268 382 553 184 96 866 639 409 228 617 784 634 887 791 776 773 476 188 692 475 872 399 484 102 260 412 161 628 138 886
12005 22 8680 476 188 260 412 769 132 872 399 484 102 228 617 639 409 773 906 776 773 96 866 138 886 161 628 784 634 162 754 65 99 796 605 268 382 692 475 553 184 887 791 904 558 68 839
13005 22 8680 773 906 260 412 872 399 68 839 161 628 776 773 268 382 228 617 904 558 639 409 162 754 484 102 553 184 65 99 784 634 887 791 769 132 692 475 96 866 476 188 796 605 138 886
14005 22 8680 96 866 776 773 769 132 68 839 162 754 872 399 260 412 639 409 161 628 138 886 692 475 476 188 887 791 784 634 228 617 904 558 796 605 553 184 773 906 484 102 65 99 268 382
15005 22 8680 228 617 553 184 68 839 268 382 692 475 96 866 260 412 872 399 65 99 904 558 161 628 776 773 476 188 639 409 796 605 162 754 784 634 887 791 484 102 773 906 769 132 138 886
16005 22 8680 268 382 161 628 96 866 228 617 639 409 872 399 887 791 769 132 784 634 476 188 65 99 138 886 260 412 553 184 162 754 484 102 68 839 904 558 692 475 796 605 773 906 776 773
17005 22 8680 138 886 65 99 228 617 68 839 260 412 692 475 162 754 96 866 484 102 476 188 769 132 639 409 904 558 161 628 796 605 268 382 773 906 784 634 872 399 887 791 553 184 776 773
18005 22 8680 872 399 476 188 773 906 887 791 484 102 692 475 96 866 68 839 65 99 161 628 639 409 138 886 162 754 228 617 776 773 553 184 796 605 904 558 769 132 260 412 784 634 268 382
19005 22 8680 776 773 553 184 692 475 887 791 260 412 769 132 639 409 96 866 268 382 138 886 904 558 68 839 476 188 484 102 784 634 161 628 796 605 773 906 228 617 65 99 162 754 872 399
20005 22 8680 796 605 872 399 776 773 162 754 639 409 138 886 161 628 96 866 65 99 904 558 228 617 476 188 769 132 268 382 68 839 484 102 692 475 887 791 260 412 553 184 773 906 784 634
