1 11 4128 0 1 0 1 1 1 1 1 1 1 1 
2 11 5278 1 0 1 1 1 1 1 0 1 1 1 
3 11 4301 0 1 1 1 1 1 1 1 1 1 0 
4 11 5607 0 1 1 1 0 1 1 1 1 1 1 
5 11 4929 1 1 1 0 1 1 1 0 1 1 1 
6 11 5687 1 1 0 1 1 1 1 1 0 1 1 
7 11 4702 1 1 1 1 1 0 1 1 1 0 1 
8 11 5991 1 1 1 1 1 1 1 1 1 0 0 
9 11 6016 0 1 1 1 1 1 0 1 1 1 1 
10 11 6409 1 0 1 1 1 1 1 1 1 0 1 
11 11 4942 1 1 1 1 0 1 1 1 1 1 0 
12 11 5118 1 0 0 1 1 1 1 1 1 1 0 
13 11 5967 1 0 1 1 1 1 1 1 1 0 1 
14 11 4610 1 1 1 1 0 1 1 0 1 1 1 
15 11 3393 1 1 1 1 1 1 0 1 1 1 0 
16 11 4519 1 1 1 1 1 1 0 0 1 1 1 
17 11 5230 1 0 1 1 1 1 1 1 1 0 1 
18 11 4351 1 1 1 1 1 1 1 1 1 0 0 
19 11 4989 1 1 1 1 1 1 0 0 1 1 1 
20 11 4757 1 0 1 1 1 1 1 1 1 0 1 
21 11 6381 0 1 1 1 1 1 1 1 1 1 1 
22 11 5187 0 1 1 1 0 1 1 1 1 1 1 
23 11 5125 1 1 0 1 1 1 1 1 1 0 1 
24 11 5349 1 0 1 1 1 1 1 1 1 0 1 
25 11 4717 1 1 1 1 1 1 1 1 1 1 0 
26 11 6210 0 0 1 1 1 1 1 1 1 1 1 
27 11 6408 1 1 1 1 1 0 1 1 0 1 1 
28 11 4991 1 1 0 1 1 1 1 1 1 1 0 
29 11 3628 1 1 1 0 1 1 1 1 1 1 0 
30 11 5025 1 0 1 1 1 1 1 1 1 1 0 
31 11 5879 0 1 1 1 1 1 1 0 1 1 1 
32 11 5242 1 1 1 1 0 1 1 1 1 0 1 
33 11 4890 1 1 1 1 0 1 1 1 1 1 1 
34 11 6004 1 0 1 1 1 1 0 1 1 1 1 
35 11 3644 1 1 1 1 1 1 1 1 0 0 0 
36 11 4726 1 1 1 1 1 1 1 0 0 1 1 
37 11 5113 1 1 0 1 1 1 1 0 1 1 0 
38 11 5315 1 1 0 1 0 1 0 1 1 1 1 
39 11 5870 1 1 1 1 0 1 1 1 1 1 1 
40 11 5824 1 1 1 1 0 1 1 1 1 0 1 
41 11 6352 1 1 1 1 1 1 0 1 0 1 1 
42 11 5998 1 1 1 1 0 0 1 1 1 1 1 
43 11 5023 0 1 1 1 1 1 1 0 1 1 1 
44 11 5898 1 1 0 1 1 1 0 1 1 1 1 
45 11 5905 1 1 1 1 0 1 1 1 1 1 0 
46 11 7110 1 0 1 1 1 1 1 1 1 0 1 
47 11 5315 1 0 1 1 1 1 1 0 1 1 1 
48 11 5474 1 1 1 1 1 1 1 1 0 1 0 
49 11 4215 1 0 1 1 1 1 1 1 1 1 0 
50 11 4791 1 1 1 1 0 1 1 1 0 1 1 
51 11 5754 0 1 1 0 1 1 1 1 1 1 1 
52 11 3713 0 1 1 1 0 1 1 1 1 1 1 
53 11 5515 1 0 1 1 1 1 1 0 1 1 1 
54 11 5633 1 0 1 1 1 1 1 0 1 1 1 
55 11 5835 1 1 1 1 0 1 1 1 1 1 0 
56 11 6341 1 1 1 1 1 1 1 0 1 1 0 
57 11 5430 1 1 1 0 1 1 0 1 1 1 1 
58 11 5565 1 0 1 1 0 1 1 1 1 1 1 
59 11 5844 1 1 0 1 1 1 1 1 1 0 1 
60 11 6151 1 1 0 1 1 1 1 1 1 1 1 
61 11 5236 1 1 0 1 1 1 1 0 1 1 1 
62 11 3836 0 1 1 1 1 1 1 1 1 0 1 
63 11 5062 0 1 1 1 1 1 1 1 0 1 1 
64 11 5800 1 1 1 1 1 0 1 1 1 0 1 
65 11 4871 0 1 1 1 1 1 1 0 1 1 1 
66 11 5239 1 0 1 1 1 1 1 0 1 1 1 
67 11 6479 1 1 1 1 1 1 1 1 1 0 1 
68 11 4946 1 0 0 1 1 1 0 1 1 1 1 
69 11 4825 1 1 1 1 0 1 0 1 1 1 1 
70 11 4854 0 1 1 0 1 1 1 1 1 1 1 
71 11 4619 1 1 1 1 1 1 0 1 1 0 1 
72 11 4377 1 0 1 1 1 1 0 1 1 1 1 
73 11 4137 1 1 1 1 0 1 1 1 1 1 0 
74 11 4624 1 1 0 1 1 0 1 1 1 1 1 
75 11 4814 0 1 1 1 1 1 1 1 1 1 0 
76 11 5526 1 1 0 1 1 1 1 0 1 1 1 
77 11 5686 1 1 1 0 1 1 0 1 1 1 1 
78 11 4194 1 0 1 1 0 1 1 1 1 1 1 
79 11 6441 1 0 1 1 1 1 0 1 1 1 1 
80 11 4098 1 1 1 1 1 0 1 1 0 1 1 
81 11 4455 1 1 0 1 1 1 1 0 1 1 1 
82 11 4806 1 1 0 1 0 1 1 0 1 1 1 
83 11 3616 0 1 1 1 0 1 1 1 1 1 1 
84 11 6684 1 1 1 0 1 0 1 1 1 1 1 
85 11 4229 0 1 1 0 1 0 1 1 1 1 1 
86 11 4059 0 1 1 1 1 1 1 1 1 1 0 
87 11 4004 1 1 1 1 1 1 1 1 0 0 1 
88 11 4757 1 0 1 1 1 0 1 1 1 1 1 
89 11 3179 0 1 1 1 0 1 1 1 1 1 1 
90 11 6548 1 1 1 1 1 1 0 1 0 1 1 
91 11 6126 1 1 0 1 1 1 0 1 1 1 1 
92 11 6380 1 1 1 1 1 0 1 0 1 1 1 
93 11 5283 0 1 1 1 1 1 0 1 1 1 1 
94 11 5356 1 1 1 1 1 0 1 1 1 0 1 
95 11 5522 1 1 1 1 1 1 1 1 0 1 0 
96 11 5406 1 1 1 1 1 1 0 1 1 0 1 
97 11 4695 0 1 1 1 1 0 1 1 1 1 1 
98 11 5454 1 0 1 1 1 1 1 0 1 1 1 
99 11 5036 1 1 1 1 1 1 1 0 1 0 1 
100 11 2755 0 1 1 1 1 1 1 1 1 0 1 
