1001 10 4080 452 38 144 172 259 295 856 269 977 29 242 568 586 602 89 776 595 109 901 617
2001 10 4080 259 295 452 38 977 29 89 776 144 172 595 109 586 602 856 269 901 617 242 568
3001 10 4080 901 617 595 109 144 172 242 568 89 776 259 295 977 29 452 38 856 269 586 602
4001 10 4080 901 617 595 109 856 269 977 29 452 38 144 172 89 776 586 602 259 295 242 568
5001 10 4080 452 38 89 776 856 269 144 172 586 602 977 29 242 568 595 109 901 617 259 295
6001 10 4080 856 269 595 109 452 38 89 776 259 295 144 172 977 29 242 568 901 617 586 602
7001 10 4080 901 617 242 568 89 776 977 29 595 109 452 38 144 172 856 269 586 602 259 295
8001 10 4080 144 172 586 602 977 29 259 295 595 109 89 776 452 38 856 269 242 568 901 617
9001 10 4080 977 29 452 38 856 269 595 109 901 617 144 172 586 602 89 776 259 295 242 568
10001 10 4080 595 109 977 29 259 295 586 602 242 568 856 269 901 617 452 38 144 172 89 776
1002 10 4860 690 657 671 572 936 334 731 486 514 470 610 401 548 189 543 800 702 297 130 852
2002 10 4860 690 657 514 470 936 334 671 572 543 800 702 297 610 401 130 852 548 189 731 486
3002 10 4860 690 657 731 486 702 297 130 852 548 189 671 572 514 470 610 401 936 334 543 800
4002 10 4860 130 852 610 401 936 334 690 657 514 470 702 297 548 189 731 486 543 800 671 572
5002 10 4860 548 189 543 800 702 297 671 572 610 401 731 486 936 334 130 852 690 657 514 470
6002 10 4860 671 572 514 470 610 401 702 297 690 657 731 486 130 852 936 334 548 189 543 800
7002 10 4860 731 486 702 297 936 334 548 189 514 470 671 572 543 800 690 657 610 401 130 852
8002 10 4860 548 189 130 852 671 572 610 401 936 334 514 470 731 486 543 800 690 657 702 297
9002 10 4860 702 297 514 470 936 334 548 189 610 401 543 800 130 852 671 572 731 486 690 657
10002 10 4860 690 657 702 297 548 189 610 401 671 572 514 470 543 800 130 852 936 334 731 486
1003 10 4771 978 790 535 199 530 197 213 862 629 956 854 943 427 67 675 298 829 354 294 741
2003 10 4771 829 354 675 298 294 741 213 862 530 197 978 790 535 199 854 943 427 67 629 956
3003 10 4771 294 741 530 197 213 862 854 943 675 298 427 67 829 354 978 790 629 956 535 199
4003 10 4771 978 790 629 956 829 354 854 943 675 298 294 741 213 862 535 199 427 67 530 197
5003 10 4771 535 199 213 862 978 790 629 956 530 197 854 943 675 298 829 354 294 741 427 67
6003 10 4771 829 354 675 298 978 790 854 943 427 67 213 862 629 956 294 741 535 199 530 197
7003 10 4771 978 790 535 199 427 67 629 956 675 298 213 862 530 197 829 354 854 943 294 741
8003 10 4771 294 741 629 956 829 354 427 67 978 790 530 197 213 862 854 943 535 199 675 298
9003 10 4771 530 197 213 862 535 199 854 943 294 741 629 956 978 790 829 354 675 298 427 67
10003 10 4771 675 298 427 67 530 197 829 354 213 862 854 943 629 956 294 741 978 790 535 199
1004 10 4113 454 751 72 650 691 708 248 962 477 743 466 722 813 448 543 780 634 701 744 138
2004 10 4113 72 650 744 138 543 780 477 743 691 708 813 448 634 701 454 751 248 962 466 722
3004 10 4113 691 708 466 722 477 743 744 138 543 780 454 751 813 448 634 701 248 962 72 650
4004 10 4113 477 743 744 138 454 751 543 780 813 448 72 650 466 722 691 708 248 962 634 701
5004 10 4113 454 751 634 701 477 743 744 138 72 650 248 962 543 780 466 722 813 448 691 708
6004 10 4113 454 751 744 138 248 962 466 722 72 650 477 743 813 448 543 780 634 701 691 708
7004 10 4113 634 701 72 650 543 780 813 448 691 708 248 962 744 138 454 751 477 743 466 722
8004 10 4113 634 701 477 743 543 780 744 138 248 962 813 448 72 650 454 751 691 708 466 722
9004 10 4113 72 650 543 780 248 962 634 701 813 448 466 722 454 751 691 708 477 743 744 138
10004 10 4113 72 650 248 962 477 743 813 448 454 751 744 138 466 722 691 708 543 780 634 701
1005 10 3736 332 620 392 933 316 768 666 322 982 795 219 643 503 928 682 740 108 137 471 305
2005 10 3736 471 305 682 740 219 643 108 137 392 933 982 795 316 768 503 928 666 322 332 620
3005 10 3736 219 643 392 933 108 137 332 620 471 305 682 740 666 322 316 768 503 928 982 795
4005 10 3736 392 933 219 643 332 620 682 740 471 305 108 137 503 928 982 795 316 768 666 322
5005 10 3736 682 740 108 137 219 643 316 768 503 928 392 933 666 322 332 620 471 305 982 795
6005 10 3736 682 740 316 768 219 643 666 322 982 795 108 137 471 305 332 620 392 933 503 928
7005 10 3736 471 305 982 795 666 322 503 928 682 740 219 643 332 620 108 137 316 768 392 933
8005 10 3736 682 740 219 643 666 322 108 137 471 305 392 933 332 620 503 928 316 768 982 795
9005 10 3736 108 137 503 928 982 795 392 933 682 740 666 322 219 643 332 620 316 768 471 305
10005 10 3736 108 137 471 305 219 643 332 620 666 322 503 928 982 795 392 933 316 768 682 740
1006 10 4332 228 484 553 260 866 409 801 774 516 672 638 966 102 773 773 96 208 575 731 839
2006 10 4332 866 409 731 839 516 672 638 966 773 96 801 774 228 484 102 773 553 260 208 575
3006 10 4332 553 260 208 575 731 839 801 774 773 96 866 409 102 773 516 672 638 966 228 484
4006 10 4332 731 839 553 260 516 672 801 774 228 484 102 773 638 966 208 575 866 409 773 96
5006 10 4332 228 484 208 575 731 839 102 773 773 96 516 672 638 966 553 260 801 774 866 409
6006 10 4332 516 672 228 484 731 839 773 96 553 260 801 774 866 409 638 966 102 773 208 575
7006 10 4332 773 96 228 484 208 575 638 966 553 260 102 773 801 774 516 672 731 839 866 409
8006 10 4332 731 839 773 96 102 773 208 575 638 966 866 409 516 672 228 484 801 774 553 260
9006 10 4332 208 575 228 484 773 96 638 966 731 839 801 774 553 260 516 672 102 773 866 409
10006 10 4332 102 773 773 96 553 260 228 484 731 839 866 409 208 575 801 774 638 966 516 672
1007 10 4262 605 99 63 948 558 634 754 382 399 132 733 586 476 904 887 796 692 872 161 162
2007 10 4262 476 904 887 796 605 99 399 132 161 162 733 586 558 634 63 948 754 382 692 872
3007 10 4262 887 796 733 586 692 872 558 634 161 162 63 948 399 132 754 382 476 904 605 99
4007 10 4262 63 948 399 132 161 162 692 872 733 586 605 99 754 382 476 904 887 796 558 634
5007 10 4262 399 132 887 796 733 586 63 948 558 634 692 872 605 99 161 162 476 904 754 382
6007 10 4262 887 796 754 382 733 586 476 904 63 948 161 162 692 872 605 99 558 634 399 132
7007 10 4262 692 872 63 948 399 132 558 634 887 796 161 162 476 904 733 586 605 99 754 382
8007 10 4262 605 99 399 132 754 382 558 634 63 948 692 872 476 904 887 796 733 586 161 162
9007 10 4262 63 948 733 586 161 162 558 634 754 382 476 904 692 872 605 99 399 132 887 796
10007 10 4262 754 382 887 796 733 586 399 132 605 99 476 904 692 872 558 634 161 162 63 948
1008 10 3744 890 528 575 809 657 343 125 454 114 502 646 324 264 283 56 171 435 44 919 635
2008 10 3744 657 343 890 528 435 44 114 502 919 635 575 809 264 283 56 171 125 454 646 324
3008 10 3744 919 635 125 454 646 324 657 343 264 283 114 502 56 171 575 809 890 528 435 44
4008 10 3744 646 324 125 454 890 528 114 502 56 171 435 44 264 283 919 635 575 809 657 343
5008 10 3744 919 635 657 343 56 171 575 809 890 528 435 44 646 324 264 283 125 454 114 502
6008 10 3744 125 454 919 635 114 502 646 324 575 809 657 343 264 283 56 171 435 44 890 528
7008 10 3744 657 343 890 528 575 809 56 171 114 502 646 324 919 635 125 454 264 283 435 44
8008 10 3744 646 324 890 528 56 171 919 635 435 44 125 454 114 502 575 809 657 343 264 283
9008 10 3744 435 44 264 283 114 502 646 324 125 454 575 809 56 171 890 528 919 635 657 343
10008 10 3744 56 171 575 809 890 528 435 44 125 454 919 635 264 283 646 324 114 502 657 343
1009 10 5788 992 911 579 194 698 471 970 457 853 309 281 167 375 341 518 503 980 642 990 265
2009 10 5788 579 194 980 642 375 341 970 457 990 265 518 503 992 911 853 309 281 167 698 471
3009 10 5788 980 642 992 911 970 457 579 194 375 341 853 309 698 471 518 503 281 167 990 265
4009 10 5788 853 309 970 457 579 194 281 167 698 471 375 341 980 642 992 911 518 503 990 265
5009 10 5788 853 309 518 503 375 341 970 457 992 911 990 265 579 194 281 167 980 642 698 471
6009 10 5788 980 642 698 471 970 457 853 309 375 341 281 167 990 265 579 194 992 911 518 503
7009 10 5788 375 341 853 309 990 265 518 503 698 471 281 167 992 911 980 642 970 457 579 194
8009 10 5788 990 265 853 309 970 457 992 911 579 194 698 471 375 341 980 642 518 503 281 167
9009 10 5788 579 194 970 457 980 642 698 471 281 167 375 341 518 503 853 309 992 911 990 265
10009 10 5788 579 194 375 341 980 642 990 265 518 503 281 167 992 911 970 457 698 471 853 309
1010 10 3749 408 943 463 434 97 710 859 80 319 917 553 185 944 777 232 300 511 825 301 701
2010 10 3749 511 825 463 434 859 80 97 710 301 701 319 917 232 300 408 943 553 185 944 777
3010 10 3749 553 185 944 777 232 300 463 434 408 943 319 917 859 80 511 825 301 701 97 710
