1 20 7132 144 6 172 2257 808 187 595 4168 109 1292 216 1474 586 599 602 1210 61 2840 856 2284 269 4505 951 3081 977 2826 29 442 28 3878 547 2568 660 2347 731 999 486 3049 89 2005
2 20 6564 89 3999 702 2529 297 3449 32 3282 936 2597 334 648 30 4260 671 847 572 2739 350 944 602 4887 640 3950 166 4681 59 4161 829 347 354 1466 654 3702 162 4385 530 1171 197 3372
3 20 8624 298 4270 549 4715 629 4768 956 1065 588 4310 535 4161 199 1076 951 2134 592 334 345 356 270 3246 634 3539 701 1240 86 4810 477 3032 743 2269 782 3753 691 1533 708 4061 46 2238
4 20 7223 152 689 543 3461 780 2328 867 3610 539 1660 198 3099 350 4522 316 873 768 537 330 684 471 2855 305 3409 818 3699 102 4746 666 236 322 4906 379 3975 219 500 643 1958 261 4662
5 20 7516 313 4637 927 2579 437 3360 638 4717 966 1036 202 2874 801 3846 774 3651 68 4195 228 3085 484 508 776 3861 138 4429 773 4526 96 4329 639 2044 553 920 260 2059 161 3139 162 3770
6 20 7569 382 4434 791 3979 605 322 99 2380 188 4519 558 3916 634 3458 475 4356 399 3843 132 3665 770 2929 63 1915 948 1326 125 3185 454 1318 796 1414 435 3376 44 4448 645 2639 919 1159
7 20 8570 646 4384 324 279 660 851 575 2881 809 3285 242 1713 114 2991 502 4313 980 3753 642 4264 586 1541 698 4127 471 1874 430 1704 281 4245 167 2892 933 970 990 3521 265 2586 398 2514
8 20 8542 980 2285 992 923 911 4373 553 2112 185 1159 226 1496 463 1112 434 4718 218 3882 408 1222 943 372 909 1591 663 4583 859 828 80 1501 387 3502 97 915 710 2553 281 4124 379 3154
9 20 7435 841 2295 925 1767 10 335 807 517 559 1658 361 2666 223 2240 631 785 295 2641 203 4905 288 2250 789 418 124 3921 167 2449 801 4112 71 2398 52 4048 822 2007 468 2267 857 4222
10 20 7932 990 3552 403 4065 615 2220 256 1183 366 1483 406 1215 927 4446 947 3347 498 1560 173 310 225 1918 150 594 509 4029 870 1626 498 2113 789 2199 701 4005 385 3591 88 1369 119 2214
11 20 7684 300 2861 110 1313 604 2003 234 4394 378 4700 386 4806 622 2306 500 210 659 36 928 1211 269 1646 348 3383 910 1476 258 4966 340 1583 98 18 945 2836 642 1597 933 849 142 1415
12 20 8707 918 4256 54 1442 817 461 58 168 253 4876 313 1958 599 74 276 956 746 4002 895 5000 324 26 788 2145 898 1892 260 1045 632 488 963 1780 660 33 332 2142 774 1577 324 4906
13 20 8785 1 1033 928 2681 489 354 150 2662 706 3904 839 2784 348 332 963 3009 120 3865 557 754 632 4478 875 2360 386 1388 836 2358 501 1105 321 3823 730 966 141 3227 867 4861 592 4408
