1 12 4627 1 1 0 1 1 1 0 1 1 1 1 1 
2 12 5648 0 1 1 1 1 1 0 1 1 1 1 1 
3 12 5036 1 1 1 1 1 1 1 0 0 1 1 1 
4 12 6650 1 0 1 1 1 1 1 1 1 0 1 1 
5 12 5772 1 1 1 0 1 1 1 1 1 1 1 0 
6 12 5731 1 1 1 1 1 1 0 0 0 1 1 1 
7 12 5834 1 1 1 0 1 1 1 1 1 1 1 0 
8 12 5426 1 1 0 1 1 1 1 1 0 1 1 1 
9 12 5114 1 1 1 1 1 1 1 1 1 1 0 0 
10 12 5219 1 1 1 1 0 1 1 1 1 0 1 1 
11 12 5844 0 1 1 1 1 1 1 1 0 1 1 0 
12 12 5843 0 1 1 1 1 1 1 0 1 1 1 1 
13 12 5691 1 0 1 1 1 1 1 0 1 1 1 1 
14 12 5486 1 1 1 1 1 1 1 1 1 1 1 0 
15 12 6695 0 1 1 1 1 1 0 1 1 1 1 1 
16 12 4262 1 1 1 1 1 1 0 1 0 1 0 1 
17 12 6293 1 1 0 0 1 1 0 1 1 1 1 1 
18 12 6132 1 1 1 1 1 1 0 1 1 1 1 1 
19 12 5674 1 0 1 1 1 0 1 1 1 1 1 1 
20 12 4336 1 1 1 1 0 1 1 1 0 1 1 1 
21 12 5412 1 1 1 1 1 0 1 0 1 1 1 1 
22 12 5449 0 1 1 0 1 1 1 1 1 1 1 0 
23 12 5263 1 1 1 1 1 0 1 1 1 1 1 1 
24 12 6603 0 0 1 1 1 1 1 1 1 1 1 1 
25 12 7606 1 1 1 1 0 1 1 0 1 1 1 1 
26 12 4646 0 1 1 1 1 1 1 1 0 1 1 1 
27 12 4162 0 1 1 1 1 1 1 0 1 1 1 1 
28 12 6068 1 1 1 1 1 0 0 1 1 1 1 1 
29 12 5875 1 1 0 1 1 1 1 0 1 0 1 1 
30 12 5194 1 1 1 0 1 1 0 1 1 1 1 1 
31 12 5780 1 1 0 1 1 1 1 1 0 1 1 1 
32 12 5958 1 1 1 0 1 1 1 0 1 1 1 1 
33 12 4769 0 0 1 1 1 1 1 0 1 1 1 1 
34 12 4612 1 1 1 1 1 0 1 0 1 1 1 0 
35 12 7245 1 1 0 1 1 1 1 1 1 1 0 1 
36 12 4021 1 1 1 1 1 0 0 1 0 1 1 1 
37 12 7075 1 1 1 1 0 1 0 1 1 1 1 1 
38 12 5926 0 1 1 0 1 1 1 1 1 1 1 1 
39 12 5971 1 1 1 0 0 1 1 1 1 1 1 1 
40 12 6495 0 1 1 1 0 1 1 1 1 1 1 1 
41 12 5489 1 1 1 1 0 1 1 1 1 1 0 1 
42 12 7504 0 0 1 1 1 1 1 1 1 1 1 1 
43 12 5770 1 1 0 1 1 0 1 1 1 1 1 0 
44 12 5512 1 0 1 0 1 1 1 1 1 1 1 1 
45 12 5851 1 1 1 0 1 1 1 1 0 1 1 1 
46 12 5691 1 1 1 1 1 0 1 1 1 0 1 1 
47 12 6274 0 1 1 0 1 1 1 1 1 1 1 1 
48 12 4987 1 1 1 0 1 1 1 1 1 0 1 1 
49 12 6600 1 0 1 1 1 0 1 1 1 1 1 1 
50 12 6230 1 1 1 1 0 1 1 1 1 1 0 1 
51 12 4648 1 1 1 1 1 1 0 1 0 1 1 1 
52 12 5584 1 1 1 1 1 1 1 0 1 1 1 0 
53 12 5452 0 1 1 1 1 1 1 1 1 1 1 0 
54 12 3737 1 1 1 1 0 0 1 0 1 1 1 1 
55 12 4830 1 0 1 1 1 1 1 1 0 1 0 1 
56 12 6391 1 1 1 1 1 1 0 1 1 1 1 0 
57 12 6493 1 1 1 1 1 1 0 1 1 0 1 1 
58 12 3627 1 1 1 1 1 1 1 0 1 1 1 0 
59 12 6071 1 1 1 0 1 1 0 1 1 1 1 1 
60 12 4197 1 0 1 1 1 1 1 1 1 0 1 0 
61 12 6035 0 0 0 1 1 1 1 1 1 1 1 1 
62 12 5075 1 0 1 1 1 1 1 1 1 1 0 1 
63 12 6498 1 0 1 1 1 1 0 1 1 1 1 1 
64 12 3785 1 1 1 1 1 0 1 1 1 1 1 0 
65 12 5129 1 0 1 1 1 1 1 1 0 1 1 1 
66 12 4836 1 1 1 1 1 0 1 1 1 1 0 1 
67 12 5455 1 1 1 1 1 0 1 0 1 1 1 1 
68 12 4688 1 1 1 1 0 1 1 0 1 1 1 1 
