1001 12 4295 172 452 144 2 595 834 602 242 269 901 216 295 856 457 951 617 61 568 586 120 109 259 808 38
2001 12 4295 602 242 951 617 172 452 61 568 216 295 269 901 586 120 808 38 856 457 595 834 144 2 109 259
3001 12 4295 109 259 808 38 602 242 856 457 216 295 269 901 586 120 144 2 951 617 61 568 172 452 595 834
4001 12 4295 269 901 61 568 856 457 144 2 951 617 109 259 216 295 808 38 586 120 595 834 602 242 172 452
5001 12 4295 216 295 951 617 586 120 144 2 595 834 172 452 61 568 856 457 808 38 269 901 109 259 602 242
1002 12 3796 89 800 776 547 401 543 89 28 610 89 470 731 702 506 32 657 297 690 514 660 566 29 200 486
2002 12 3796 200 486 776 547 566 29 401 543 610 89 32 657 470 731 89 28 702 506 514 660 89 800 297 690
3002 12 3796 470 731 401 543 776 547 514 660 200 486 89 28 297 690 566 29 610 89 89 800 702 506 32 657
4002 12 3796 32 657 514 660 566 29 702 506 610 89 401 543 776 547 200 486 470 731 89 28 297 690 89 800
5002 12 3796 32 657 610 89 566 29 401 543 89 28 514 660 297 690 776 547 470 731 702 506 89 800 200 486
1003 12 5048 189 602 790 166 833 829 130 30 70 354 548 350 520 334 937 59 978 640 294 654 170 572 852 671
2003 12 5048 548 350 294 654 130 30 70 354 978 640 790 166 170 572 189 602 852 671 833 829 937 59 520 334
3003 12 5048 70 354 548 350 852 671 170 572 520 334 189 602 790 166 937 59 130 30 833 829 294 654 978 640
4003 12 5048 189 602 937 59 70 354 833 829 294 654 520 334 790 166 978 640 852 671 170 572 130 30 548 350
5003 12 5048 548 350 520 334 170 572 294 654 833 829 70 354 852 671 790 166 189 602 130 30 937 59 978 640
1004 12 5226 427 592 162 877 213 588 954 956 833 199 854 549 530 235 342 298 862 535 943 629 197 675 216 951
2004 12 5226 943 629 427 592 162 877 213 588 833 199 197 675 342 298 854 549 954 956 862 535 216 951 530 235
3004 12 5226 862 535 162 877 216 951 943 629 530 235 197 675 833 199 427 592 213 588 854 549 954 956 342 298
4004 12 5226 943 629 197 675 862 535 213 588 162 877 954 956 427 592 216 951 342 298 833 199 854 549 530 235
5004 12 5226 216 951 197 675 862 535 943 629 954 956 530 235 833 199 854 549 213 588 162 877 342 298 427 592
1005 12 4981 46 448 477 607 708 813 86 962 634 708 345 72 701 248 782 751 743 454 744 152 270 650 691 307
2005 12 4981 477 607 743 454 701 248 345 72 270 650 708 813 46 448 634 708 86 962 691 307 744 152 782 751
3005 12 4981 46 448 782 751 270 650 86 962 691 307 743 454 634 708 477 607 744 152 701 248 708 813 345 72
4005 12 4981 634 708 701 248 744 152 743 454 46 448 86 962 782 751 691 307 345 72 270 650 477 607 708 813
5005 12 4981 691 307 477 607 634 708 86 962 270 650 701 248 345 72 782 751 46 448 743 454 744 152 708 813
1006 12 5028 305 682 867 722 768 108 818 740 350 905 539 332 543 693 330 137 316 175 780 466 198 620 471 571
2006 12 5028 471 571 305 682 543 693 867 722 539 332 818 740 350 905 780 466 330 137 316 175 198 620 768 108
3006 12 5028 543 693 539 332 350 905 818 740 780 466 768 108 305 682 198 620 316 175 330 137 867 722 471 571
4006 12 5028 543 693 867 722 768 108 316 175 471 571 780 466 305 682 198 620 330 137 539 332 350 905 818 740
5006 12 5028 867 722 316 175 539 332 198 620 305 682 350 905 330 137 780 466 543 693 818 740 471 571 768 108
1007 12 5984 966 208 100 643 982 379 795 219 638 944 392 261 437 672 927 516 933 503 48 322 313 928 950 666
2007 12 5984 392 261 927 516 795 219 966 208 933 503 437 672 950 666 638 944 48 322 982 379 313 928 100 643
3007 12 5984 927 516 982 379 966 208 638 944 313 928 933 503 950 666 392 261 48 322 100 643 795 219 437 672
4007 12 5984 313 928 950 666 982 379 795 219 638 944 933 503 437 672 927 516 100 643 966 208 48 322 392 261
5007 12 5984 933 503 795 219 638 944 437 672 950 666 927 516 313 928 392 261 982 379 100 643 966 208 48 322
1008 12 6126 102 776 617 484 839 228 731 68 575 801 886 773 773 138 770 774 409 553 184 260 866 639 906 96
