1001 16 4379 172 255 2 102 808 828 109 198 120 208 38 134 295 366 602 642 452 507 216 295 595 635 586 627 834 851 144 230 242 318 259 333
2001 16 4379 109 198 2 102 216 295 242 318 808 828 602 642 259 333 295 366 834 851 38 134 144 230 586 627 452 507 595 635 120 208 172 255
3001 16 4379 834 851 109 198 586 627 38 134 452 507 295 366 144 230 808 828 2 102 216 295 595 635 242 318 172 255 602 642 259 333 120 208
4001 16 4379 452 507 242 318 586 627 109 198 120 208 595 635 216 295 2 102 808 828 259 333 144 230 38 134 295 366 172 255 602 642 834 851
5001 16 4379 109 198 144 230 834 851 38 134 172 255 216 295 586 627 2 102 602 642 808 828 242 318 295 366 120 208 259 333 595 635 452 507
1002 16 7044 457 511 514 563 29 127 617 655 269 342 776 799 568 612 901 911 856 871 951 956 660 694 566 609 89 180 977 980 28 126 547 592
2002 16 7044 951 956 977 980 457 511 514 563 568 612 901 911 547 592 660 694 89 180 29 127 856 871 566 609 617 655 28 126 269 342 776 799
3002 16 7044 566 609 951 956 901 911 568 612 776 799 856 871 617 655 28 126 977 980 269 342 29 127 457 511 660 694 514 563 547 592 89 180
4002 16 7044 566 609 28 126 660 694 776 799 856 871 29 127 901 911 547 592 457 511 89 180 951 956 514 563 977 980 617 655 269 342 568 612
5002 16 7044 29 127 269 342 901 911 566 609 617 655 660 694 89 180 457 511 514 563 977 980 547 592 28 126 568 612 776 799 951 956 856 871
1003 16 6215 936 942 506 556 486 537 89 180 731 758 702 732 32 129 800 820 610 649 543 589 690 721 200 280 89 181 657 691 401 461 297 367
2003 16 6215 401 461 936 942 543 589 610 649 89 181 731 758 297 367 32 129 486 537 690 721 657 691 800 820 200 280 702 732 89 180 506 556
3003 16 6215 936 942 702 732 731 758 800 820 690 721 297 367 401 461 543 589 89 181 506 556 89 180 486 537 200 280 610 649 32 129 657 691
4003 16 6215 401 461 506 556 690 721 936 942 89 181 800 820 200 280 731 758 32 129 89 180 297 367 657 691 486 537 702 732 610 649 543 589
5003 16 6215 506 556 690 721 32 129 800 820 610 649 657 691 702 732 486 537 200 280 731 758 543 589 89 180 297 367 401 461 936 942 89 181
1004 16 6367 640 676 189 270 30 127 548 593 937 943 852 867 170 253 334 400 978 980 602 641 166 250 572 614 790 811 671 704 130 217 350 415
2004 16 6367 130 217 166 250 602 641 640 676 170 253 572 614 790 811 548 593 189 270 30 127 671 704 852 867 334 400 937 943 350 415 978 980
3004 16 6367 671 704 170 253 790 811 166 250 852 867 130 217 350 415 978 980 602 641 937 943 548 593 30 127 640 676 572 614 334 400 189 270
4004 16 6367 978 980 350 415 602 641 671 704 166 250 334 400 852 867 640 676 189 270 548 593 790 811 130 217 572 614 30 127 170 253 937 943
5004 16 6367 189 270 937 943 350 415 978 980 602 641 640 676 166 250 170 253 572 614 130 217 548 593 671 704 790 811 30 127 334 400 852 867
1005 16 6356 354 418 162 246 854 869 654 689 342 408 530 577 877 890 70 163 741 767 829 846 197 277 298 368 833 849 675 707 235 311 294 364
2005 16 6356 162 246 530 577 70 163 833 849 354 418 854 869 675 707 298 368 197 277 235 311 654 689 829 846 342 408 294 364 741 767 877 890
