1001 10 3800 167 259 857 172 759 568 454 660 458 800 435 89 145 269 299 297 785 586 391 401
2001 10 3800 759 568 167 259 458 800 299 297 857 172 785 586 145 269 454 660 391 401 435 89
3001 10 3800 391 401 785 586 857 172 435 89 299 297 759 568 458 800 167 259 454 660 145 269
4001 10 3800 391 401 785 586 454 660 458 800 167 259 857 172 299 297 145 269 759 568 435 89
5001 10 3800 167 259 299 297 454 660 857 172 145 269 458 800 435 89 785 586 391 401 759 568
1002 10 2698 330 572 260 877 65 334 871 852 326 298 453 189 64 833 172 354 471 197 361 166
2002 10 2698 471 197 172 354 871 852 64 833 260 877 65 334 453 189 330 572 361 166 326 298
3002 10 2698 453 189 361 166 64 833 326 298 260 877 871 852 65 334 330 572 172 354 471 197
4002 10 2698 64 833 65 334 330 572 260 877 471 197 453 189 361 166 871 852 326 298 172 354
5002 10 2698 260 877 64 833 326 298 361 166 172 354 330 572 471 197 65 334 453 189 871 852
1003 10 2731 351 708 258 782 300 86 139 833 45 588 802 951 250 307 574 67 656 270 39 607
2003 10 2731 351 708 45 588 300 86 258 782 574 67 656 270 802 951 39 607 250 307 139 833
3003 10 2731 351 708 139 833 656 270 39 607 250 307 258 782 45 588 802 951 300 86 574 67
4003 10 2731 39 607 802 951 300 86 351 708 45 588 656 270 250 307 139 833 574 67 258 782
5003 10 2731 250 307 574 67 656 270 258 782 802 951 139 833 300 86 39 607 351 708 45 588
1004 10 3137 279 332 609 933 685 768 458 780 782 643 430 682 51 48 183 102 188 448 257 138
2004 10 3137 430 682 458 780 183 102 188 448 609 933 279 332 257 138 782 643 685 768 51 48
3004 10 3137 188 448 51 48 279 332 685 768 183 102 609 933 430 682 257 138 782 643 458 780
4004 10 3137 458 780 609 933 183 102 188 448 685 768 257 138 51 48 279 332 430 682 782 643
5004 10 3137 782 643 458 780 188 448 685 768 279 332 609 933 257 138 51 48 183 102 430 682
1005 10 2828 74 437 733 887 231 731 817 412 362 553 228 886 210 605 517 776 329 944 35 202
2005 10 2828 329 944 517 776 35 202 817 412 231 731 74 437 733 887 228 886 210 605 362 553
3005 10 2828 35 202 231 731 817 412 228 886 517 776 210 605 329 944 74 437 362 553 733 887
4005 10 2828 74 437 362 553 329 944 228 886 517 776 35 202 817 412 733 887 210 605 231 731
5005 10 2828 733 887 817 412 74 437 362 553 231 731 228 886 517 776 329 944 35 202 210 605
1006 10 3300 677 660 356 919 231 63 718 676 21 642 129 769 735 637 344 343 367 475 547 796
2006 10 3300 231 63 367 475 21 642 735 637 356 919 129 769 547 796 677 660 718 676 344 343
3006 10 3300 344 343 735 637 677 660 21 642 231 63 547 796 129 769 718 676 367 475 356 919
4006 10 3300 547 796 129 769 367 475 718 676 344 343 735 637 231 63 677 660 356 919 21 642
5006 10 3300 356 919 21 642 547 796 677 660 129 769 718 676 735 637 344 343 231 63 367 475
1007 10 2594 68 990 415 698 296 518 571 281 152 579 816 226 603 970 126 423 175 375 21 992
2007 10 2594 415 698 21 992 126 423 152 579 296 518 603 970 175 375 68 990 571 281 816 226
3007 10 2594 296 518 816 226 152 579 21 992 126 423 68 990 603 970 175 375 571 281 415 698
4007 10 2594 152 579 21 992 68 990 126 423 603 970 415 698 816 226 296 518 571 281 175 375
5007 10 2594 68 990 175 375 152 579 21 992 415 698 571 281 126 423 816 226 603 970 296 518
1008 10 3963 538 434 84 166 490 825 194 559 904 710 593 943 669 534 647 67 57 777 778 631
2008 10 3963 57 777 904 710 647 67 669 534 778 631 490 825 84 166 538 434 593 943 194 559
3008 10 3963 57 777 593 943 647 67 84 166 490 825 669 534 904 710 538 434 778 631 194 559
4008 10 3963 904 710 647 67 490 825 57 777 669 534 194 559 538 434 778 631 593 943 84 166
5008 10 3963 904 710 490 825 593 943 669 534 538 434 84 166 194 559 778 631 647 67 57 777
1009 10 2308 706 203 290 813 20 450 521 810 179 468 156 990 386 256 200 71 212 124 216 490
2009 10 2308 216 490 200 71 156 990 212 124 290 813 179 468 20 450 386 256 521 810 706 203
3009 10 2308 156 990 290 813 212 124 706 203 216 490 200 71 521 810 20 450 386 256 179 468
4009 10 2308 290 813 156 990 706 203 200 71 216 490 212 124 386 256 179 468 20 450 521 810
5009 10 2308 200 71 212 124 156 990 20 450 386 256 290 813 521 810 706 203 216 490 179 468
1010 10 4420 635 406 617 119 828 225 913 119 379 500 331 312 600 879 891 604 200 719 131 498
2010 10 4420 600 879 379 500 913 119 131 498 635 406 828 225 891 604 331 312 617 119 200 719
3010 10 4420 635 406 828 225 913 119 331 312 600 879 200 719 891 604 131 498 617 119 379 500
4010 10 4420 331 312 131 498 379 500 200 719 635 406 913 119 828 225 891 604 617 119 600 879
5010 10 4420 331 312 600 879 828 225 891 604 913 119 131 498 379 500 200 719 617 119 635 406
1011 10 3424 433 320 688 599 908 34 7 317 342 928 758 330 68 142 83 54 91 258 903 945
2011 10 3424 908 34 903 945 342 928 758 330 83 54 7 317 433 320 68 142 688 599 91 258
3011 10 3424 688 599 91 258 903 945 7 317 83 54 908 34 68 142 342 928 758 330 433 320
4011 10 3424 903 945 688 599 342 928 7 317 433 320 68 142 758 330 91 258 908 34 83 54
5011 10 3424 433 320 91 258 903 945 68 142 83 54 342 928 758 330 688 599 7 317 908 34
1012 10 3247 685 982 725 746 213 898 369 963 73 489 930 533 295 839 146 207 622 209 1 6
2012 10 3247 369 963 725 746 1 6 146 207 73 489 622 209 930 533 685 982 213 898 295 839
3012 10 3247 213 898 369 963 622 209 1 6 146 207 295 839 685 982 725 746 930 533 73 489
4012 10 3247 1 6 725 746 369 963 146 207 213 898 930 533 73 489 685 982 622 209 295 839
5012 10 3247 622 209 369 963 73 489 725 746 213 898 295 839 1 6 930 533 146 207 685 982
1013 10 3300 105 472 528 955 529 221 399 773 28 882 553 884 615 836 444 632 271 141 653 963
2013 10 3300 615 836 444 632 105 472 28 882 653 963 553 884 529 221 528 955 399 773 271 141
3013 10 3300 444 632 553 884 271 141 529 221 653 963 528 955 28 882 399 773 615 836 105 472
4013 10 3300 528 955 28 882 653 963 271 141 553 884 105 472 399 773 615 836 444 632 529 221
5013 10 3300 28 882 444 632 553 884 528 955 529 221 271 141 105 472 653 963 615 836 399 773
1014 10 3056 520 83 80 633 328 590 572 768 813 249 407 210 40 153 581 440 477 494 2 635
2014 10 3056 40 153 813 249 2 635 477 494 520 83 407 210 572 768 328 590 581 440 80 633
3014 10 3056 581 440 2 635 80 633 477 494 813 249 40 153 572 768 520 83 328 590 407 210
4014 10 3056 813 249 328 590 407 210 477 494 80 633 572 768 40 153 581 440 2 635 520 83
5014 10 3056 80 633 520 83 328 590 2 635 581 440 572 768 40 153 477 494 407 210 813 249
1015 10 2035 277 150 203 865 69 915 202 898 683 711 124 959 212 407 203 751 306 898 265 536
2015 10 2035 69 915 277 150 306 898 683 711 265 536 203 865 212 407 203 751 202 898 124 959
3015 10 2035 265 536 202 898 124 959 69 915 212 407 683 711 203 751 203 865 277 150 306 898
4015 10 2035 124 959 202 898 277 150 683 711 203 751 306 898 212 407 265 536 203 865 69 915
5015 10 2035 265 536 69 915 203 751 203 865 277 150 306 898 124 959 212 407 202 898 683 711
1016 10 2570 211 415 66 595 46 564 766 92 214 198 134 860 589 59 768 297 75 394 344 782
2016 10 2570 134 860 344 782 214 198 768 297 46 564 766 92 66 595 211 415 589 59 75 394
3016 10 2570 766 92 344 782 768 297 66 595 75 394 211 415 46 564 214 198 134 860 589 59
4016 10 2570 75 394 589 59 46 564 766 92 211 415 214 198 768 297 344 782 66 595 134 860
5016 10 2570 768 297 214 198 344 782 75 394 211 415 66 595 589 59 766 92 46 564 134 860
1017 10 2977 326 91 425 133 487 751 474 494 132 909 138 861 643 967 107 202 860 430 130 462
2017 10 2977 425 133 860 430 643 967 474 494 130 462 107 202 326 91 132 909 138 861 487 751
3017 10 2977 860 430 326 91 474 494 425 133 643 967 132 909 487 751 107 202 138 861 130 462
4017 10 2977 132 909 474 494 425 133 138 861 487 751 643 967 860 430 326 91 107 202 130 462
5017 10 2977 132 909 107 202 643 967 474 494 326 91 130 462 425 133 138 861 860 430 487 751
1018 10 3298 684 593 825 749 277 525 479 273 233 33 636 931 434 908 46 621 433 977 76 118
2018 10 3298 233 33 479 273 434 908 76 118 825 749 636 931 433 977 684 593 277 525 46 621
3018 10 3298 434 908 479 273 277 525 433 977 46 621 825 749 233 33 684 593 76 118 636 931
4018 10 3298 46 621 277 525 684 593 825 749 636 931 233 33 76 118 479 273 433 977 434 908
5018 10 3298 46 621 233 33 684 593 434 908 76 118 636 931 433 977 277 525 825 749 479 273
1019 10 3546 218 506 181 737 637 65 543 515 740 320 717 526 168 142 867 869 244 946 118 36
2019 10 3546 244 946 181 737 543 515 637 65 118 36 740 320 867 869 218 506 717 526 168 142
3019 10 3546 717 526 168 142 867 869 181 737 218 506 740 320 543 515 244 946 118 36 637 65
4019 10 3546 740 320 717 526 218 506 181 737 118 36 543 515 168 142 244 946 637 65 867 869
5019 10 3546 867 869 244 946 181 737 118 36 740 320 637 65 218 506 543 515 168 142 717 526
1020 10 3144 122 67 565 665 28 419 753 838 133 948 281 262 625 506 499 19 389 123 536 429
2020 10 3144 122 67 389 123 133 948 499 19 536 429 28 419 281 262 565 665 753 838 625 506
3020 10 3144 625 506 499 19 122 67 281 262 133 948 565 665 28 419 389 123 753 838 536 429
4020 10 3144 28 419 389 123 122 67 499 19 133 948 753 838 625 506 281 262 565 665 536 429
5020 10 3144 753 838 389 123 133 948 625 506 565 665 499 19 28 419 536 429 122 67 281 262
1021 10 2982 406 81 629 967 85 882 327 166 402 652 314 676 5 237 516 57 573 734 471 156
2021 10 2982 85 882 406 81 402 652 516 57 629 967 573 734 471 156 327 166 314 676 5 237
