1001 15 2564 404 19 86 226 55 130 31 284 489 283 108 148 476 309 15 45 298 417 135 451 293 60 72 1 301 121 428 229 14 388
2001 15 2564 135 451 489 283 55 130 404 19 428 229 31 284 298 417 14 388 15 45 301 121 476 309 86 226 108 148 72 1 293 60
3001 15 2564 135 451 86 226 301 121 55 130 489 283 404 19 108 148 15 45 428 229 298 417 476 309 31 284 72 1 14 388 293 60
4001 15 2564 31 284 476 309 428 229 108 148 135 451 404 19 489 283 293 60 55 130 86 226 298 417 301 121 15 45 72 1 14 388
5001 15 2564 428 229 55 130 86 226 293 60 489 283 301 121 14 388 15 45 72 1 31 284 135 451 404 19 298 417 108 148 476 309
6001 15 2564 55 130 301 121 428 229 135 451 298 417 14 388 108 148 404 19 31 284 293 60 86 226 489 283 15 45 476 309 72 1
7001 15 2564 31 284 72 1 86 226 301 121 135 451 404 19 489 283 476 309 108 148 14 388 428 229 55 130 298 417 293 60 15 45
8001 15 2564 108 148 72 1 489 283 301 121 86 226 55 130 404 19 298 417 476 309 428 229 14 388 15 45 293 60 135 451 31 284
9001 15 2564 15 45 298 417 293 60 489 283 108 148 476 309 301 121 135 451 55 130 86 226 72 1 428 229 404 19 31 284 14 388
10001 15 2564 72 1 428 229 55 130 31 284 298 417 15 45 293 60 301 121 404 19 108 148 14 388 135 451 86 226 476 309 489 283
1002 15 2484 235 366 45 400 305 45 16 329 167 65 100 243 336 85 286 274 149 345 468 260 175 95 257 330 351 253 15 426 201 272
2002 15 2484 201 272 336 85 351 253 100 243 16 329 257 330 468 260 45 400 235 366 305 45 167 65 149 345 175 95 286 274 15 426
3002 15 2484 468 260 167 65 336 85 15 426 100 243 45 400 257 330 149 345 286 274 235 366 305 45 351 253 175 95 16 329 201 272
4002 15 2484 15 426 235 366 286 274 100 243 175 95 468 260 149 345 201 272 16 329 257 330 305 45 167 65 336 85 45 400 351 253
5002 15 2484 16 329 100 243 468 260 201 272 286 274 167 65 235 366 45 400 257 330 175 95 351 253 305 45 15 426 336 85 149 345
6002 15 2484 16 329 468 260 257 330 167 65 336 85 351 253 286 274 15 426 45 400 305 45 149 345 100 243 201 272 235 366 175 95
7002 15 2484 149 345 100 243 305 45 167 65 45 400 175 95 336 85 15 426 201 272 468 260 257 330 351 253 286 274 235 366 16 329
8002 15 2484 257 330 100 243 235 366 149 345 468 260 16 329 201 272 286 274 15 426 175 95 351 253 167 65 305 45 336 85 45 400
9002 15 2484 15 426 175 95 305 45 351 253 201 272 257 330 286 274 167 65 468 260 45 400 100 243 149 345 336 85 16 329 235 366
10002 15 2484 468 260 257 330 149 345 336 85 45 400 15 426 201 272 286 274 167 65 235 366 100 243 16 329 175 95 305 45 351 253
1003 15 3783 294 431 149 427 147 327 338 171 118 99 395 83 489 320 371 81 275 472 439 265 469 30 417 415 35 177 315 477 478 107
2003 15 3783 489 320 338 171 395 83 147 327 371 81 439 265 275 472 469 30 478 107 118 99 315 477 35 177 417 415 294 431 149 427
3003 15 3783 338 171 294 431 275 472 315 477 149 427 489 320 469 30 395 83 147 327 35 177 439 265 118 99 417 415 371 81 478 107
4003 15 3783 395 83 149 427 417 415 338 171 439 265 294 431 371 81 489 320 478 107 118 99 315 477 35 177 147 327 469 30 275 472
5003 15 3783 478 107 294 431 371 81 118 99 417 415 338 171 35 177 395 83 315 477 147 327 439 265 275 472 149 427 469 30 489 320
6003 15 3783 275 472 371 81 118 99 149 427 338 171 147 327 469 30 35 177 315 477 478 107 439 265 489 320 417 415 395 83 294 431
7003 15 3783 35 177 275 472 395 83 118 99 147 327 294 431 417 415 439 265 149 427 469 30 478 107 371 81 489 320 315 477 338 171
8003 15 3783 147 327 417 415 294 431 338 171 315 477 118 99 489 320 478 107 439 265 149 427 469 30 371 81 35 177 275 472 395 83
9003 15 3783 417 415 439 265 35 177 275 472 478 107 149 427 118 99 338 171 371 81 315 477 395 83 294 431 469 30 489 320 147 327
10003 15 3783 478 107 35 177 338 171 147 327 439 265 395 83 118 99 315 477 469 30 294 431 417 415 275 472 489 320 149 427 371 81
1004 15 3028 325 317 224 372 227 391 481 239 304 372 417 100 376 346 124 43 108 476 214 296 354 351 154 354 407 23 34 173 36 135
2004 15 3028 34 173 417 100 224 372 36 135 124 43 108 476 376 346 304 372 481 239 407 23 325 317 214 296 227 391 354 351 154 354
3004 15 3028 224 372 124 43 407 23 154 354 354 351 108 476 481 239 417 100 376 346 34 173 325 317 227 391 36 135 304 372 214 296
4004 15 3028 108 476 34 173 407 23 481 239 154 354 36 135 304 372 214 296 417 100 325 317 124 43 376 346 354 351 227 391 224 372
5004 15 3028 36 135 154 354 34 173 124 43 108 476 224 372 325 317 354 351 417 100 481 239 214 296 407 23 304 372 227 391 376 346
6004 15 3028 376 346 304 372 34 173 224 372 36 135 214 296 124 43 354 351 481 239 154 354 227 391 108 476 407 23 417 100 325 317
7004 15 3028 214 296 304 372 325 317 227 391 376 346 407 23 108 476 481 239 36 135 34 173 154 354 354 351 417 100 124 43 224 372
8004 15 3028 417 100 481 239 36 135 407 23 304 372 214 296 227 391 325 317 376 346 108 476 224 372 154 354 124 43 354 351 34 173
9004 15 3028 36 135 108 476 325 317 304 372 354 351 154 354 34 173 224 372 417 100 227 391 214 296 481 239 407 23 376 346 124 43
10004 15 3028 224 372 214 296 304 372 481 239 407 23 108 476 36 135 124 43 227 391 154 354 325 317 376 346 354 351 417 100 34 173
1005 15 2916 24 161 88 384 361 270 54 165 310 175 69 236 347 390 341 409 370 51 286 153 453 158 233 434 69 272 475 333 166 99
2005 15 2916 347 390 233 434 54 165 69 272 341 409 361 270 166 99 69 236 310 175 24 161 475 333 88 384 286 153 453 158 370 51
3005 15 2916 286 153 347 390 69 236 54 165 361 270 310 175 233 434 475 333 370 51 453 158 88 384 69 272 341 409 166 99 24 161
4005 15 2916 370 51 166 99 361 270 24 161 310 175 54 165 347 390 475 333 233 434 286 153 341 409 69 236 69 272 453 158 88 384
5005 15 2916 453 158 54 165 166 99 69 236 310 175 286 153 88 384 347 390 370 51 69 272 341 409 24 161 233 434 475 333 361 270
6005 15 2916 310 175 341 409 475 333 69 236 166 99 286 153 69 272 370 51 54 165 347 390 88 384 361 270 233 434 24 161 453 158
7005 15 2916 361 270 69 236 166 99 88 384 54 165 233 434 453 158 475 333 341 409 370 51 286 153 310 175 24 161 347 390 69 272
8005 15 2916 361 270 24 161 475 333 166 99 69 272 453 158 310 175 88 384 347 390 54 165 233 434 370 51 69 236 341 409 286 153
9005 15 2916 310 175 69 272 233 434 341 409 69 236 286 153 475 333 361 270 166 99 88 384 347 390 24 161 54 165 453 158 370 51
