1 12 4295 144 59 172 164 808 791 595 622 109 66 216 184 586 554 602 581 61 74 856 855 269 328 951 952
2 12 3796 566 525 89 3 776 778 514 530 470 494 200 198 610 578 401 406 89 143 702 703 297 323 32 62
3 12 5048 520 504 130 48 852 857 170 182 548 535 189 206 978 978 790 776 937 931 833 844 70 42 294 315
4 12 5226 162 226 530 505 197 225 342 315 854 856 943 945 954 958 213 227 862 863 833 823 216 286 427 438
5 12 4981 345 289 270 292 634 649 701 686 86 171 477 489 743 741 782 793 691 679 708 726 46 36 744 726
6 12 5028 543 560 780 779 867 873 539 523 198 217 350 403 316 271 768 750 330 281 471 479 305 330 818 827
7 12 5984 950 951 48 14 982 981 795 784 100 126 392 363 933 933 313 372 927 927 437 457 638 670 966 964
8 12 6126 575 601 770 782 731 707 839 831 617 616 102 152 773 756 886 892 906 898 866 870 409 415 184 145
9 12 3780 161 182 162 205 268 251 887 894 796 801 65 60 188 254 558 583 634 648 475 514 399 431 132 172
10 12 4572 586 550 383 439 266 210 637 634 264 308 283 274 676 646 890 893 528 568 232 253 646 673 324 264
11 12 5332 171 183 577 603 657 640 343 292 599 599 863 876 751 758 853 856 309 336 826 825 375 366 341 312
12 12 4956 167 180 933 929 990 990 265 268 398 398 970 973 457 511 185 252 875 876 423 386 232 190 300 294
13 12 4791 434 484 218 261 408 378 943 938 909 905 663 691 859 850 80 44 387 411 97 40 710 710 281 327
14 12 4753 631 634 841 840 925 923 10 71 104 114 332 313 534 508 448 463 157 123 529 501 981 980 450 482
15 12 4358 124 174 167 165 801 814 71 67 52 111 822 818 468 463 857 867 118 205 711 705 813 818 444 417
16 12 5086 366 340 406 375 927 933 947 949 498 479 173 101 225 207 150 86 509 539 870 865 498 490 789 786
17 12 4296 801 797 719 695 274 219 443 498 300 310 110 67 604 596 234 292 378 432 386 443 622 619 500 454
18 12 3368 8 93 243 208 330 309 677 703 296 261 994 993 317 262 4 93 568 580 320 379 170 111 283 295
19 12 4885 852 838 289 334 93 12 34 126 313 298 599 560 276 232 746 761 895 906 324 258 788 785 898 895
20 12 3558 209 230 98 182 356 377 7 61 316 292 982 983 1 86 537 535 71 6 533 552 781 796 557 544
21 12 5543 963 964 120 168 557 526 632 661 875 874 386 358 836 836 501 473 321 357 730 713 141 166 867 879
22 12 6573 882 874 591 587 151 216 653 681 473 452 955 954 999 999 635 633 658 630 673 690 590 563 957 954
23 12 3550 249 252 172 171 961 961 153 139 165 155 119 120 594 577 210 192 912 911 421 452 120 175 362 397
24 12 5120 697 705 896 903 169 235 51 117 789 785 407 360 376 400 439 484 724 718 150 191 826 828 877 869
25 12 5488 116 187 798 777 751 766 416 459 932 926 915 912 238 270 55 39 940 945 840 843 39 7 820 813
26 12 4741 867 854 860 846 376 343 297 269 161 207 200 264 787 773 198 223 450 481 926 921 394 362 411 363
27 12 4875 297 235 790 786 415 468 192 203 16 75 979 978 754 736 135 123 273 291 869 877 909 910 465 492
28 12 5598 738 730 543 586 349 363 33 25 863 858 861 863 37 49 933 932 857 868 688 686 894 896 202 152
29 12 4666 19 62 527 539 494 512 451 406 619 621 411 384 925 925 118 165 241 170 724 702 525 495 779 782
30 12 4661 977 977 512 551 955 951 621 594 505 491 512 554 317 259 593 566 129 172 356 328 216 220 134 54
31 12 6019 470 507 661 689 820 818 737 754 913 907 783 792 506 482 230 202 458 437 515 553 904 896 527 566
32 12 3669 230 163 757 760 946 950 720 706 262 253 130 159 371 422 228 237 57 34 4 79 376 359 506 503
