1 18 6672 144 2 172 452 808 38 595 834 109 259 216 295 586 120 602 242 61 568 856 457 269 901 951 617 977 566 29 89 28 776 547 514 660 470 731 200
2 18 6139 610 89 401 543 89 800 702 506 297 690 32 657 936 520 334 130 30 852 671 170 572 548 350 189 602 978 640 790 166 937 59 833 829 70 354 294
3 18 7888 741 162 877 530 235 197 675 342 298 854 549 943 629 954 956 213 588 862 535 833 199 216 951 427 592 67 345 72 270 650 634 708 701 248 86 962
4 18 7199 607 743 454 782 751 691 307 708 813 46 448 744 152 138 543 693 780 466 867 722 539 332 198 620 350 905 316 175 768 108 330 137 471 571 305 682
5 18 8235 740 102 950 666 48 322 982 379 795 219 100 643 392 261 933 503 313 928 927 516 437 672 638 944 966 208 202 575 801 770 774 731 68 839 228 617
6 18 7721 102 776 773 138 886 773 906 96 866 639 409 553 184 260 412 161 628 162 754 268 382 887 791 796 605 65 99 476 188 904 558 784 634 692 475 872
7 18 7602 769 132 733 770 586 63 383 948 266 125 637 454 264 796 283 435 676 44 890 645 528 919 232 635 646 877 324 56 660 171 575 577 809 657 242 343
8 18 9360 599 502 863 980 751 642 853 586 309 698 826 471 375 430 341 281 849 167 579 933 194 990 705 265 518 398 503 970 980 457 992 185 911 875 553 423
9 18 7292 232 226 300 463 223 434 944 218 777 408 245 943 75 909 319 663 917 859 166 80 301 387 701 97 183 710 511 281 825 379 631 539 841 459 925 354
10 18 7020 67 807 104 559 332 361 534 223 448 631 157 295 529 203 981 288 450 789 84 124 785 167 490 801 823 71 480 52 810 822 402 468 454 857 845 118
11 18 6957 711 403 813 615 444 256 237 366 297 406 243 927 890 947 670 498 312 173 62 225 384 150 119 509 806 870 326 498 423 789 440 701 801 385 719 88
12 18 6800 119 443 990 300 573 110 263 604 401 234 879 378 940 386 962 622 462 500 42 659 8 928 243 269 330 348 677 910 296 258 994 340 317 98 4 945
13 18 6371 642 320 933 170 142 283 580 918 852 54 289 817 93 58 34 253 976 313 392 599 15 276 192 746 801 895 1000 324 6 788 429 898 379 260 209 632
14 18 7644 963 356 660 7 332 429 774 316 324 982 855 1 207 928 537 489 71 150 533 706 781 839 557 348 67 963 602 120 773 557 151 632 896 875 472 386
15 18 7333 836 472 501 221 321 765 730 194 141 646 867 973 592 882 175 591 448 151 884 653 904 473 302 955 376 999 595 635 481 658 83 673 767 590 164 957
16 18 7323 228 249 524 172 494 961 473 153 420 165 440 119 505 594 291 210 385 912 429 421 768 120 815 362 780 921 697 633 896 799 169 898 51 851 789 415
17 18 7648 100 376 695 439 898 724 393 150 736 826 536 877 163 959 116 904 798 3 751 798 416 865 932 75 915 318 238 711 55 413 940 935 840 595 39 200
18 18 6022 820 316 688 867 11 860 4 376 233 297 297 161 779 200 903 787 168 198 657 450 782 926 165 394 235 411 92 412 297 59 790 409 415 955 192 564
19 18 7676 798 979 280 754 141 135 430 273 626 869 794 909 514 465 751 299 738 358 543 967 349 613 33 460 863 316 861 576 37 133 566 933 401 857 871 688
20 18 7272 894 617 202 182 452 19 716 527 630 494 675 451 91 619 522 411 273 925 530 118 768 241 33 724 105 525 187 779 568 43 977 567 512 908 955 141
21 18 7093 144 505 365 512 931 317 75 593 176 129 749 356 284 216 526 134 39 869 470 849 661 925 820 457 737 833 913 142 783 694 506 261 230 320 458 307
22 18 5802 883 904 36 527 913 364 230 65 757 570 946 812 720 236 262 436 130 665 371 906 228 558 57 381 4 472 43 876 376 364 506 465 606 429 185 771
23 18 6091 267 19 159 659 879 849 67 248 117 838 973 261 419 868 816 948 572 898 612 122 123 464 246 540 485 332 57 674 309 166 280 570 996 687 237 157
24 18 9799 743 990 655 950 599 78 652 530 693 156 428 494 734 72 846 259 715 916 812 882 372 294 967 229 965 530 899 595 462 81 344 652 687 80 676 56
25 18 6616 3 323 431 551 24 256 519 757 358 20 775 19 819 693 568 708 640 968 7 653 970 249 118 268 607 94 754 991 82 368 573 991 375 939 648 496
26 18 7285 516 100 899 288 735 457 925 75 32 620 484 944 281 735 869 714 489 764 24 409 722 587 300 408 577 892 768 134 530 315 713 979 131 776 112 630
27 18 7889 386 632 931 676 741 134 469 875 907 525 122 495 326 771 130 815 976 537 494 135 406 595 37 99 747 311 793 119 858 237 391 531 320 924 828 753
28 18 7411 552 426 933 297 167 966 398 369 201 997 14 381 839 450 329 480 561 542 969 540 552 288 140 20 540 867 792 241 992 134 304 448 866 972 115 837
29 18 8202 465 642 336 84 820 512 909 389 934 155 999 828 784 789 884 978 451 364 370 89 864 762 123 447 390 15 798 218 37 942 766 871 165 256 158 932
30 18 7875 24 535 500 673 756 18 393 289 635 387 720 459 348 398 213 857 13 766 983 411 457 900 991 580 474 179 784 716 924 141 909 164 657 834 63 848
31 18 6916 889 674 217 420 293 156 496 197 504 790 720 325 299 658 638 90 900 84 349 341 406 439 430 81 705 851 130 678 951 56 53 914 467 738 199 909
32 18 7587 117 946 530 871 78 928 654 301 916 895 111 840 384 402 839 850 665 454 140 507 836 920 965 125 355 174 520 7 673 578 101 222 736 302 864 84
33 18 7472 533 138 913 703 452 345 157 222 481 425 75 149 428 453 921 128 503 334 771 548 357 522 604 574 298 539 695 316 706 625 948 989 390 931 108 856
34 18 7072 728 271 502 487 482 508 365 787 74 976 117 677 643 181 736 803 500 556 584 381 359 469 639 476 968 300 422 597 751 188 21 700 334 946 615 114
35 18 8225 389 840 142 274 856 226 113 116 724 110 806 646 825 371 994 439 676 516 562 754 606 31 1 157 593 36 555 790 826 658 695 346 322 580 597 1000
36 18 6641 5 382 927 752 583 780 224 52 401 11 636 155 705 919 252 783 622 895 538 217 244 633 919 586 490 25 645 648 187 912 123 180 755 432 46 303
37 18 7161 976 670 96 513 100 979 397 168 90 838 272 784 248 263 199 759 730 705 808 749 623 181 179 254 371 483 968 392 993 998 465 315 879 591 558 221
38 18 7018 153 188 38 681 895 516 51 352 727 906 346 543 686 472 720 850 480 474 515 82 196 758 604 949 730 315 53 772 880 315 395 80 510 538 794 8
39 18 4860 369 598 366 667 346 834 426 125 257 989 567 724 463 180 796 709 84 209 246 978 675 54 187 532 244 638 125 393 517 824 364 574 40 547 4 448
40 18 7574 260 585 306 247 800 65 756 713 555 326 677 792 978 969 164 918 916 146 360 467 209 208 278 737 974 22 376 670 579 947 378 369 455 187 447 79
41 18 6450 461 636 943 823 219 704 299 133 526 628 645 741 369 240 107 256 548 737 16 604 654 55 490 245 384 230 874 658 703 494 170 749 187 906 468 945
42 18 9163 842 567 532 879 606 18 303 170 901 996 799 163 416 103 9 355 973 175 976 958 614 155 964 703 490 812 372 69 938 16 630 749 549 232 540 813
43 18 5883 54 846 642 877 411 801 326 625 961 350 41 147 276 960 721 632 269 643 913 427 545 952 366 38 59 411 780 523 400 301 292 256 118 706 180 368
44 18 6916 33 41 493 205 157 594 849 243 872 879 465 692 367 227 940 392 419 918 511 542 500 790 840 38 183 662 397 487 737 85 197 412 337 884 348 275
45 18 7019 917 1 553 484 328 51 639 726 22 548 809 151 407 553 453 213 132 193 50 260 323 675 180 569 518 615 916 982 886 374 152 632 688 217 801 435
46 18 6937 140 800 379 434 638 138 497 711 334 624 631 733 140 211 718 763 982 457 806 57 804 721 662 255 650 229 251 415 9 557 398 310 15 266 618 880
47 18 8146 813 201 636 685 304 101 886 979 375 386 560 683 215 201 229 569 605 926 545 284 427 154 941 745 998 463 961 775 20 369 865 407 50 491 753 379
48 18 7332 824 11 382 726 45 473 32 116 404 500 581 914 744 478 449 742 212 350 509 935 342 621 179 448 372 813 907 563 941 314 841 217 699 771 703 32
49 18 5353 394 760 616 854 83 537 490 596 662 131 201 400 180 840 410 385 470 978 62 765 151 69 717 538 253 924 452 771 332 921 939 214 24 800 256 142
50 18 7658 705 769 875 828 159 367 199 44 863 162 430 331 465 601 608 5 851 803 928 600 648 49 50 427 884 763 190 849 426 403 367 330 272 7 653 45
51 18 6677 69 586 824 605 651 315 516 340 290 321 633 816 10 447 396 475 797 540 245 589 603 374 281 259 279 398 898 124 22 377 791 506 609 640 433 495
52 18 6233 155 370 98 789 713 262 778 825 40 326 443 619 338 325 99 971 419 824 663 370 65 554 615 701 726 904 121 747 826 387 268 865 461 62 964 845
53 18 7489 280 564 904 501 511 100 927 741 320 45 94 991 436 209 637 113 895 577 270 51 615 160 578 697 972 194 840 558 216 843 191 728 10 345 666 628
54 18 7311 150 989 652 760 373 129 961 294 701 184 107 216 844 662 766 95 958 343 541 11 474 869 507 894 597 522 186 365 780 84 81 456 322 625 139 449
55 18 6628 7 516 174 715 915 632 302 557 911 529 428 182 474 713 72 717 463 218 534 433 51 685 447 801 534 651 550 10 544 162 505 407 664 407 711 55
56 18 6636 146 285 863 429 746 880 248 59 125 849 75 347 167 697 799 390 890 806 983 538 74 959 648 653 674 199 32 866 809 294 212 992 218 647 587 359
57 18 8063 811 302 95 257 397 736 936 743 962 738 937 120 258 607 37 840 92 710 103 688 707 606 626 71 671 415 803 345 407 700 953 563 474 833 810 489
58 18 7323 336 844 242 414 482 852 642 293 78 806 798 225 930 200 106 199 640 359 556 733 397 342 279 174 462 662 668 824 844 280 441 668 667 430 586 577
59 18 7322 3 933 981 889 329 842 816 566 768 34 564 862 361 123 549 830 10 456 357 579 382 566 751 583 121 541 873 880 560 934 711 840 815 10 202 143
