1 15 2564 72 1 86 113 404 10 298 209 55 65 108 74 293 30 301 61 31 142 428 115 135 226 476 155 489 142 15 23 14 194
2 15 2484 257 165 235 183 100 122 305 23 201 136 45 200 351 127 149 173 16 165 468 130 167 33 15 213 336 43 286 137 175 48
3 15 3783 489 160 395 42 469 15 417 208 35 89 147 164 371 41 439 133 118 50 338 86 149 214 275 236 315 239 478 54 294 216
4 15 3028 417 50 108 238 214 148 34 87 36 68 325 159 354 176 124 22 481 120 304 186 227 196 376 173 154 177 407 12 224 186
5 15 2916 69 136 347 195 233 217 361 135 166 50 310 88 453 79 88 192 54 83 69 118 286 77 341 205 370 26 475 167 24 81
6 15 3525 190 199 110 25 322 98 131 234 252 79 464 232 258 110 336 160 472 242 104 51 288 201 385 194 366 17 420 57 309 121
7 15 2784 388 194 69 222 387 227 48 217 320 103 277 46 130 103 81 157 81 189 134 96 444 198 398 152 33 25 238 47 452 140
8 15 2992 317 173 238 218 200 193 66 184 385 147 32 96 474 67 63 160 227 66 398 71 218 169 22 223 323 132 460 58 318 162
9 15 2994 162 14 330 43 288 145 405 165 121 86 57 150 251 216 490 188 321 214 293 78 349 207 236 94 215 86 141 213 84 145
10 15 3296 97 248 353 67 259 100 252 243 490 115 496 47 456 219 277 106 93 58 113 75 232 56 217 236 109 195 204 62 472 19
11 15 3228 160 166 459 215 83 20 151 97 351 25 92 178 256 71 413 95 316 135 421 115 463 89 5 17 404 26 280 83 181 134
12 15 3493 224 158 79 74 265 51 491 72 225 198 42 31 393 42 245 201 412 18 240 13 405 206 201 117 227 215 423 30 495 178
13 15 2588 407 154 222 64 119 92 149 102 122 232 445 237 335 125 156 44 31 57 192 38 60 128 403 218 163 125 212 198 220 176
14 15 2676 193 180 44 69 60 111 495 75 287 28 132 151 201 59 440 95 470 97 481 156 231 125 21 165 4 232 122 68 165 87
15 15 2995 455 74 129 249 170 80 49 1 473 142 321 80 467 43 71 71 290 230 426 14 145 205 47 15 17 64 488 79 196 150
16 15 3575 138 48 373 201 448 250 162 2 394 108 449 95 130 53 316 25 482 89 330 2 166 108 387 79 162 246 428 1 104 232
17 15 3384 245 18 75 134 353 196 420 140 174 17 482 151 60 194 279 38 316 224 438 118 193 70 418 118 251 56 161 192 365 49
18 15 4029 323 217 487 148 441 44 296 112 76 221 327 226 237 76 478 94 500 149 318 121 329 21 337 192 295 41 479 47 114 63
19 15 2979 86 124 481 119 77 105 83 110 60 127 297 73 105 97 456 108 211 192 60 204 181 195 461 175 317 224 400 43 449 13
20 15 3407 395 104 204 25 188 174 220 225 362 99 75 184 413 134 439 41 480 29 452 200 2 188 399 104 433 233 38 229 159 60
