1001 15 2564 404 28 86 339 55 194 31 426 489 424 108 221 476 463 15 67 298 626 135 676 293 90 72 1 301 182 428 343 14 582
2001 15 2564 135 676 489 424 55 194 404 28 428 343 31 426 298 626 14 582 15 67 301 182 476 463 86 339 108 221 72 1 293 90
3001 15 2564 135 676 86 339 301 182 55 194 489 424 404 28 108 221 15 67 428 343 298 626 476 463 31 426 72 1 14 582 293 90
4001 15 2564 31 426 476 463 428 343 108 221 135 676 404 28 489 424 293 90 55 194 86 339 298 626 301 182 15 67 72 1 14 582
5001 15 2564 428 343 55 194 86 339 293 90 489 424 301 182 14 582 15 67 72 1 31 426 135 676 404 28 298 626 108 221 476 463
6001 15 2564 55 194 301 182 428 343 135 676 298 626 14 582 108 221 404 28 31 426 293 90 86 339 489 424 15 67 476 463 72 1
7001 15 2564 31 426 72 1 86 339 301 182 135 676 404 28 489 424 476 463 108 221 14 582 428 343 55 194 298 626 293 90 15 67
8001 15 2564 108 221 72 1 489 424 301 182 86 339 55 194 404 28 298 626 476 463 428 343 14 582 15 67 293 90 135 676 31 426
9001 15 2564 15 67 298 626 293 90 489 424 108 221 476 463 301 182 135 676 55 194 86 339 72 1 428 343 404 28 31 426 14 582
10001 15 2564 72 1 428 343 55 194 31 426 298 626 15 67 293 90 301 182 404 28 108 221 14 582 135 676 86 339 476 463 489 424
11001 15 2564 428 343 15 67 31 426 404 28 14 582 55 194 86 339 476 463 301 182 108 221 489 424 72 1 293 90 135 676 298 626
12001 15 2564 298 626 86 339 293 90 55 194 404 28 72 1 108 221 15 67 428 343 31 426 14 582 301 182 489 424 476 463 135 676
13001 15 2564 108 221 14 582 86 339 135 676 55 194 15 67 72 1 301 182 476 463 428 343 31 426 293 90 489 424 404 28 298 626
14001 15 2564 135 676 428 343 476 463 55 194 489 424 108 221 301 182 298 626 404 28 72 1 31 426 14 582 86 339 15 67 293 90
15001 15 2564 404 28 55 194 108 221 298 626 476 463 14 582 428 343 15 67 72 1 489 424 293 90 31 426 135 676 86 339 301 182
16001 15 2564 404 28 108 221 72 1 14 582 86 339 293 90 476 463 135 676 15 67 31 426 301 182 55 194 298 626 428 343 489 424
17001 15 2564 301 182 55 194 31 426 14 582 15 67 489 424 86 339 135 676 298 626 108 221 72 1 293 90 476 463 428 343 404 28
18001 15 2564 72 1 55 194 428 343 301 182 108 221 404 28 298 626 476 463 135 676 489 424 293 90 14 582 31 426 86 339 15 67
19001 15 2564 135 676 489 424 31 426 293 90 298 626 72 1 476 463 14 582 108 221 15 67 55 194 301 182 86 339 404 28 428 343
20001 15 2564 108 221 72 1 301 182 86 339 15 67 135 676 298 626 476 463 14 582 428 343 55 194 404 28 489 424 31 426 293 90
1002 15 2484 175 142 167 98 45 600 468 390 16 493 235 548 257 495 351 380 15 639 149 518 100 364 305 67 201 407 336 127 286 411
2002 15 2484 257 495 468 390 235 548 45 600 351 380 149 518 15 639 100 364 286 411 16 493 336 127 201 407 305 67 175 142 167 98
3002 15 2484 468 390 175 142 15 639 336 127 167 98 257 495 100 364 235 548 45 600 201 407 149 518 16 493 305 67 351 380 286 411
4002 15 2484 235 548 167 98 305 67 468 390 149 518 175 142 351 380 257 495 286 411 16 493 336 127 201 407 45 600 100 364 15 639
5002 15 2484 286 411 175 142 351 380 16 493 305 67 468 390 201 407 235 548 336 127 45 600 149 518 15 639 167 98 100 364 257 495
6002 15 2484 15 639 351 380 16 493 167 98 468 390 45 600 100 364 201 407 336 127 286 411 149 518 257 495 305 67 235 548 175 142
7002 15 2484 201 407 15 639 235 548 16 493 45 600 175 142 305 67 149 518 167 98 100 364 286 411 351 380 257 495 336 127 468 390
8002 15 2484 45 600 305 67 175 142 468 390 336 127 16 493 257 495 286 411 149 518 167 98 100 364 351 380 201 407 15 639 235 548
9002 15 2484 305 67 149 518 201 407 15 639 286 411 167 98 16 493 468 390 351 380 336 127 235 548 175 142 100 364 257 495 45 600
10002 15 2484 286 411 201 407 468 390 45 600 149 518 235 548 16 493 336 127 100 364 175 142 305 67 15 639 257 495 167 98 351 380
11002 15 2484 235 548 351 380 305 67 100 364 175 142 286 411 15 639 336 127 201 407 468 390 16 493 257 495 167 98 45 600 149 518
12002 15 2484 45 600 286 411 351 380 149 518 336 127 201 407 15 639 175 142 100 364 167 98 235 548 468 390 305 67 16 493 257 495
13002 15 2484 351 380 336 127 167 98 257 495 16 493 201 407 100 364 286 411 15 639 45 600 235 548 305 67 149 518 175 142 468 390
14002 15 2484 201 407 45 600 167 98 100 364 257 495 149 518 175 142 468 390 286 411 235 548 336 127 15 639 16 493 305 67 351 380
15002 15 2484 149 518 257 495 45 600 336 127 201 407 351 380 235 548 16 493 286 411 100 364 468 390 167 98 175 142 305 67 15 639
16002 15 2484 15 639 175 142 45 600 351 380 149 518 468 390 336 127 16 493 100 364 257 495 305 67 201 407 167 98 286 411 235 548
17002 15 2484 468 390 175 142 235 548 305 67 15 639 167 98 201 407 100 364 149 518 45 600 257 495 16 493 286 411 336 127 351 380
18002 15 2484 286 411 100 364 149 518 167 98 175 142 468 390 305 67 235 548 15 639 201 407 351 380 257 495 336 127 16 493 45 600
19002 15 2484 149 518 201 407 235 548 175 142 16 493 257 495 45 600 351 380 286 411 305 67 468 390 100 364 167 98 15 639 336 127
20002 15 2484 351 380 468 390 175 142 100 364 167 98 201 407 149 518 336 127 305 67 257 495 235 548 15 639 16 493 286 411 45 600
1003 15 3783 294 647 439 398 417 622 118 148 147 491 338 256 395 125 275 708 315 716 149 641 371 122 469 44 489 480 478 160 35 265
2003 15 3783 395 125 469 44 118 148 489 480 275 708 417 622 35 265 338 256 147 491 294 647 478 160 439 398 149 641 371 122 315 716
3003 15 3783 149 641 395 125 338 256 118 148 417 622 147 491 469 44 478 160 315 716 371 122 439 398 489 480 275 708 35 265 294 647
