1001 12 4295 172 164 144 59 595 622 602 581 269 328 216 184 856 855 951 952 61 74 586 554 109 66 808 791
2001 12 4295 602 581 951 952 172 164 61 74 216 184 269 328 586 554 808 791 856 855 595 622 144 59 109 66
3001 12 4295 109 66 808 791 602 581 856 855 216 184 269 328 586 554 144 59 951 952 61 74 172 164 595 622
4001 12 4295 269 328 61 74 856 855 144 59 951 952 109 66 216 184 808 791 586 554 595 622 602 581 172 164
5001 12 4295 216 184 951 952 586 554 144 59 595 622 172 164 61 74 856 855 808 791 269 328 109 66 602 581
6001 12 4295 808 791 586 554 856 855 951 952 61 74 595 622 269 328 602 581 109 66 144 59 216 184 172 164
7001 12 4295 172 164 586 554 216 184 856 855 61 74 602 581 595 622 951 952 269 328 144 59 808 791 109 66
8001 12 4295 595 622 856 855 586 554 144 59 172 164 951 952 109 66 216 184 61 74 808 791 269 328 602 581
9001 12 4295 602 581 144 59 216 184 269 328 61 74 856 855 586 554 172 164 595 622 951 952 109 66 808 791
10001 12 4295 602 581 61 74 216 184 856 855 951 952 144 59 109 66 586 554 595 622 269 328 808 791 172 164
1002 12 3796 200 198 401 406 702 703 89 3 297 323 470 494 566 525 89 143 610 578 32 62 514 530 776 778
2002 12 3796 470 494 32 62 89 3 297 323 610 578 401 406 514 530 200 198 776 778 702 703 89 143 566 525
3002 12 3796 297 323 470 494 776 778 514 530 566 525 200 198 401 406 89 143 89 3 702 703 32 62 610 578
4002 12 3796 200 198 89 143 297 323 702 703 32 62 566 525 401 406 610 578 776 778 514 530 89 3 470 494
5002 12 3796 470 494 566 525 514 530 32 62 702 703 297 323 776 778 401 406 200 198 89 3 89 143 610 578
6002 12 3796 610 578 470 494 401 406 776 778 89 3 702 703 566 525 32 62 200 198 297 323 514 530 89 143
7002 12 3796 297 323 610 578 470 494 401 406 89 3 514 530 32 62 702 703 776 778 200 198 89 143 566 525
8002 12 3796 200 198 470 494 89 143 297 323 566 525 514 530 89 3 610 578 401 406 702 703 776 778 32 62
9002 12 3796 297 323 514 530 200 198 401 406 470 494 776 778 610 578 89 143 32 62 89 3 702 703 566 525
10002 12 3796 89 143 514 530 200 198 297 323 776 778 566 525 89 3 702 703 401 406 470 494 32 62 610 578
1003 12 5048 70 42 189 206 833 844 548 535 852 857 520 504 170 182 790 776 978 978 294 315 130 48 937 931
2003 12 5048 189 206 978 978 170 182 520 504 130 48 833 844 70 42 852 857 548 535 937 931 294 315 790 776
3003 12 5048 70 42 790 776 130 48 548 535 937 931 978 978 852 857 189 206 294 315 170 182 833 844 520 504
4003 12 5048 852 857 170 182 294 315 978 978 70 42 548 535 790 776 937 931 520 504 130 48 189 206 833 844
5003 12 5048 937 931 189 206 852 857 548 535 130 48 170 182 520 504 790 776 70 42 978 978 294 315 833 844
6003 12 5048 294 315 852 857 790 776 833 844 170 182 548 535 937 931 70 42 520 504 189 206 130 48 978 978
7003 12 5048 978 978 294 315 937 931 852 857 548 535 833 844 170 182 189 206 70 42 520 504 130 48 790 776
8003 12 5048 937 931 548 535 170 182 833 844 189 206 790 776 294 315 130 48 520 504 70 42 852 857 978 978
9003 12 5048 937 931 852 857 790 776 520 504 978 978 189 206 294 315 130 48 70 42 548 535 170 182 833 844
10003 12 5048 852 857 520 504 548 535 130 48 294 315 170 182 70 42 189 206 937 931 833 844 978 978 790 776
1004 12 5226 427 438 854 856 197 225 342 315 216 286 943 945 833 823 862 863 954 958 530 505 213 227 162 226
2004 12 5226 943 945 862 863 342 315 427 438 954 958 833 823 162 226 216 286 530 505 197 225 213 227 854 856
3004 12 5226 862 863 197 225 427 438 216 286 213 227 954 958 162 226 943 945 530 505 854 856 342 315 833 823
4004 12 5226 213 227 162 226 197 225 342 315 216 286 954 958 833 823 862 863 854 856 427 438 530 505 943 945
5004 12 5226 954 958 342 315 216 286 833 823 162 226 862 863 213 227 943 945 197 225 854 856 427 438 530 505
6004 12 5226 862 863 162 226 833 823 216 286 954 958 943 945 213 227 342 315 427 438 530 505 854 856 197 225
7004 12 5226 216 286 213 227 162 226 854 856 342 315 530 505 862 863 427 438 833 823 943 945 954 958 197 225
8004 12 5226 213 227 530 505 197 225 216 286 833 823 854 856 427 438 954 958 943 945 342 315 162 226 862 863
9004 12 5226 833 823 862 863 854 856 530 505 943 945 213 227 197 225 954 958 162 226 342 315 216 286 427 438
10004 12 5226 854 856 530 505 213 227 197 225 342 315 427 438 954 958 162 226 833 823 216 286 943 945 862 863
1005 12 4981 270 292 345 289 744 726 691 679 708 726 782 793 634 649 477 489 701 686 86 171 743 741 46 36
2005 12 4981 46 36 743 741 744 726 782 793 345 289 691 679 634 649 477 489 86 171 270 292 708 726 701 686
3005 12 4981 345 289 477 489 744 726 691 679 782 793 708 726 46 36 701 686 743 741 270 292 634 649 86 171
4005 12 4981 270 292 708 726 634 649 46 36 691 679 782 793 345 289 701 686 86 171 744 726 743 741 477 489
5005 12 4981 270 292 691 679 345 289 744 726 634 649 701 686 477 489 708 726 86 171 46 36 782 793 743 741
6005 12 4981 477 489 270 292 345 289 634 649 86 171 46 36 782 793 743 741 691 679 744 726 701 686 708 726
7005 12 4981 708 726 743 741 634 649 744 726 691 679 782 793 345 289 477 489 270 292 701 686 46 36 86 171
8005 12 4981 744 726 46 36 345 289 477 489 782 793 708 726 743 741 634 649 270 292 701 686 86 171 691 679
9005 12 4981 86 171 691 679 634 649 744 726 708 726 701 686 270 292 345 289 46 36 477 489 743 741 782 793
10005 12 4981 701 686 708 726 782 793 270 292 634 649 477 489 86 171 744 726 743 741 345 289 691 679 46 36
1006 12 5028 471 479 768 750 539 523 818 827 350 403 316 271 780 779 543 560 330 281 305 330 867 873 198 217
2006 12 5028 316 271 539 523 780 779 350 403 543 560 471 479 305 330 768 750 818 827 330 281 867 873 198 217
3006 12 5028 867 873 471 479 305 330 330 281 543 560 316 271 818 827 539 523 198 217 780 779 350 403 768 750
4006 12 5028 350 403 780 779 330 281 768 750 543 560 867 873 316 271 471 479 539 523 198 217 818 827 305 330
5006 12 5028 539 523 867 873 818 827 198 217 471 479 316 271 330 281 305 330 780 779 543 560 350 403 768 750
6006 12 5028 768 750 818 827 539 523 350 403 471 479 198 217 316 271 543 560 867 873 780 779 330 281 305 330
7006 12 5028 330 281 471 479 818 827 780 779 539 523 543 560 305 330 316 271 198 217 768 750 350 403 867 873
8006 12 5028 818 827 539 523 350 403 543 560 768 750 867 873 305 330 780 779 198 217 330 281 471 479 316 271
9006 12 5028 543 560 768 750 818 827 471 479 867 873 316 271 350 403 780 779 198 217 305 330 330 281 539 523
10006 12 5028 305 330 539 523 471 479 350 403 316 271 780 779 818 827 543 560 867 873 198 217 768 750 330 281
1007 12 5984 100 126 392 363 966 964 950 951 927 927 48 14 638 670 982 981 437 457 313 372 933 933 795 784
2007 12 5984 392 363 48 14 927 927 437 457 933 933 966 964 795 784 313 372 982 981 638 670 100 126 950 951
