1 12 4293 0 1 1 1 0 0 0 1 0 1 1 1 
2 12 3892 0 0 1 1 1 1 1 1 1 1 0 1 
3 12 5089 0 0 1 1 0 1 1 1 1 1 0 1 
4 12 5339 1 0 1 1 1 1 1 1 1 0 1 1 
5 12 5047 0 0 0 1 1 1 1 1 1 1 1 1 
6 12 5055 1 1 1 1 0 1 0 0 1 1 1 1 
7 12 6075 1 0 1 1 0 0 1 1 1 1 1 0 
8 12 6197 1 1 0 1 0 1 1 1 1 1 1 0 
9 12 4041 1 1 1 0 1 0 1 1 1 1 1 1 
10 12 4688 0 1 0 1 1 1 1 1 1 1 1 0 
11 12 5402 1 1 0 0 1 1 1 1 1 1 1 0 
12 12 5015 0 1 1 0 0 1 1 1 1 0 1 1 
13 12 4911 1 1 0 1 1 1 1 1 1 0 0 1 
14 12 4820 1 1 1 1 1 1 0 1 0 0 1 1 
15 12 4525 1 0 1 0 1 1 1 0 1 1 1 1 
16 12 5041 0 0 1 1 1 0 0 0 1 1 1 1 
17 12 4441 1 0 0 1 1 0 1 1 1 1 1 1 
18 12 3556 1 0 1 1 0 1 0 1 1 1 1 1 
19 12 4943 1 1 0 1 1 0 0 1 1 0 1 1 
20 12 3811 1 1 1 1 0 1 1 0 0 1 1 1 
21 12 5618 1 1 0 1 1 0 1 0 1 1 1 1 
22 12 6631 1 0 1 1 0 1 1 1 1 1 0 1 
23 12 3644 0 1 1 0 0 0 1 0 1 1 1 1 
24 12 5366 1 1 1 1 1 0 1 1 1 1 1 0 
25 12 5552 1 1 1 0 0 1 1 1 1 1 0 1 
26 12 4770 1 1 1 1 1 1 0 1 1 1 1 0 
27 12 5030 0 0 1 1 1 1 1 0 1 1 1 1 
28 12 5635 1 1 0 1 0 1 1 1 1 1 1 0 
29 12 4714 1 1 1 1 1 0 1 1 0 1 0 1 
30 12 4693 1 1 1 1 0 1 0 1 1 1 0 0 
31 12 6146 1 1 0 1 1 1 1 0 0 1 1 1 
32 12 3816 0 1 1 1 0 1 1 1 0 1 0 1 
33 12 4922 1 1 0 0 1 0 0 1 1 1 1 0 
34 12 5029 1 1 0 1 0 1 1 0 1 1 0 1 
35 12 4405 0 1 1 1 1 0 1 1 1 1 1 1 
36 12 5077 0 1 0 1 0 1 1 1 1 1 1 1 
37 12 3504 0 1 1 0 1 1 0 1 1 1 1 1 
38 12 6191 1 1 1 0 1 1 1 1 1 1 1 0 
39 12 5456 1 1 1 0 1 0 1 1 1 1 0 0 
40 12 6181 1 1 0 0 1 1 1 1 0 1 1 1 
41 12 5662 1 1 1 0 1 0 1 1 1 0 1 1 
42 12 6355 1 0 1 1 1 1 1 0 1 0 1 1 
43 12 5042 1 0 1 1 0 1 0 1 0 1 1 1 
44 12 5570 0 1 1 0 1 0 1 1 1 1 1 1 
45 12 3461 1 0 0 0 1 1 1 1 0 1 1 1 
46 12 5866 1 1 1 1 1 0 0 1 1 1 1 1 
47 12 6068 1 0 1 1 1 0 0 1 1 1 1 1 
48 12 4738 1 1 0 0 0 1 1 0 1 1 1 1 
49 12 5467 1 1 1 1 1 0 1 1 1 1 1 0 
50 12 4937 1 1 1 1 1 0 1 0 0 1 1 1 
51 12 3719 1 0 1 1 0 1 1 1 1 1 1 1 
52 12 5055 1 0 1 0 1 1 1 1 1 0 1 1 
53 12 4591 1 1 1 0 1 1 0 1 0 1 1 0 
54 12 4824 0 1 1 0 1 1 1 1 0 0 1 1 
55 12 4269 1 1 0 0 1 1 1 1 1 0 1 1 
56 12 3991 0 1 1 0 1 1 0 0 1 1 1 1 
57 12 4214 1 1 1 0 0 1 1 1 0 1 1 1 
58 12 5218 1 1 0 0 1 1 1 1 1 1 1 0 
59 12 4666 1 1 1 0 1 0 0 1 1 1 0 1 
60 12 4088 1 0 1 0 1 0 0 1 1 1 1 1 
61 12 5360 1 1 0 0 1 1 0 1 1 1 1 1 
62 12 5645 1 1 1 0 1 0 1 1 1 1 0 0 
