1001 16 6065 808 791 172 164 109 66 61 74 29 83 216 184 951 952 547 548 595 622 269 328 586 554 977 978 602 581 144 59 660 658 856 855
2001 16 6065 61 74 172 164 269 328 660 658 109 66 547 548 856 855 951 952 602 581 216 184 144 59 977 978 595 622 586 554 29 83 808 791
3001 16 6065 602 581 61 74 977 978 216 184 595 622 951 952 144 59 109 66 172 164 269 328 586 554 660 658 808 791 547 548 856 855 29 83
4001 16 6065 595 622 660 658 977 978 61 74 29 83 586 554 269 328 172 164 109 66 856 855 144 59 216 184 951 952 808 791 547 548 602 581
5001 16 6065 61 74 144 59 602 581 216 184 808 791 269 328 977 978 172 164 547 548 109 66 660 658 951 952 29 83 856 855 586 554 595 622
1002 16 5305 401 406 640 661 30 99 32 62 89 143 350 310 200 198 702 703 610 578 297 323 166 239 334 284 671 649 936 936 572 576 602 640
2002 16 5305 297 323 936 936 401 406 640 661 200 198 702 703 602 640 166 239 671 649 30 99 610 578 334 284 32 62 572 576 89 143 350 310
3002 16 5305 334 284 297 323 702 703 200 198 350 310 610 578 32 62 572 576 936 936 89 143 30 99 401 406 166 239 640 661 602 640 671 649
4002 16 5305 334 284 572 576 166 239 350 310 610 578 30 99 702 703 602 640 401 406 671 649 297 323 640 661 936 936 32 62 89 143 200 198
5002 16 5305 30 99 89 143 702 703 334 284 32 62 166 239 671 649 401 406 640 661 936 936 602 640 572 576 200 198 350 310 297 323 610 578
1003 16 7217 592 557 956 953 294 315 298 348 833 844 629 662 199 153 549 589 741 723 675 664 535 566 70 42 877 878 951 950 235 188 588 618
2003 16 7217 235 188 592 557 675 664 741 723 877 878 833 844 588 618 199 153 294 315 535 566 951 950 549 589 70 42 629 662 298 348 956 953
3003 16 7217 592 557 629 662 833 844 549 589 535 566 588 618 235 188 675 664 877 878 956 953 298 348 294 315 70 42 741 723 199 153 951 950
4003 16 7217 235 188 956 953 535 566 592 557 877 878 549 589 70 42 833 844 199 153 298 348 588 618 951 950 294 315 629 662 741 723 675 664
5003 16 7217 956 953 535 566 199 153 549 589 741 723 951 950 629 662 294 315 70 42 833 844 675 664 298 348 588 618 235 188 592 557 877 878
1004 16 7120 543 560 813 795 708 720 751 760 539 523 248 186 607 626 72 29 152 91 448 475 867 873 454 485 780 779 962 962 650 659 307 336
2004 16 7120 650 659 867 873 448 475 543 560 607 626 454 485 780 779 751 760 813 795 708 720 962 962 248 186 72 29 539 523 307 336 152 91
3004 16 7120 962 962 607 626 780 779 867 873 248 186 650 659 307 336 152 91 448 475 539 523 751 760 708 720 543 560 454 485 72 29 813 795
4004 16 7120 152 91 307 336 448 475 962 962 867 873 72 29 248 186 543 560 813 795 751 760 780 779 650 659 454 485 708 720 607 626 539 523
5004 16 7120 813 795 539 523 307 336 152 91 448 475 543 560 867 873 607 626 454 485 650 659 751 760 962 962 780 779 708 720 72 29 248 186
1005 16 6760 108 77 740 719 313 372 571 555 392 363 48 14 950 951 175 219 682 703 905 901 795 784 933 933 620 609 100 126 982 981 137 132
2005 16 6760 740 719 48 14 175 219 620 609 108 77 313 372 100 126 933 933 795 784 982 981 571 555 905 901 392 363 137 132 682 703 950 951
3005 16 6760 682 703 100 126 175 219 620 609 137 132 48 14 905 901 982 981 571 555 392 363 313 372 108 77 740 719 795 784 933 933 950 951
4005 16 6760 571 555 137 132 950 951 905 901 392 363 795 784 620 609 682 703 933 933 313 372 740 719 175 219 108 77 48 14 982 981 100 126
5005 16 6760 571 555 48 14 137 132 933 933 313 372 392 363 982 981 620 609 905 901 100 126 682 703 950 951 795 784 740 719 175 219 108 77
1006 16 7998 575 601 516 510 839 831 731 707 617 616 944 949 184 145 208 160 770 782 866 870 906 898 773 756 886 892 102 152 409 415 672 681
2006 16 7998 184 145 731 707 516 510 866 870 102 152 409 415 839 831 773 756 208 160 944 949 886 892 575 601 672 681 770 782 906 898 617 616
3006 16 7998 731 707 409 415 866 870 208 160 617 616 516 510 575 601 773 756 886 892 770 782 672 681 184 145 102 152 906 898 839 831 944 949
4006 16 7998 575 601 944 949 672 681 886 892 770 782 516 510 102 152 773 756 409 415 866 870 184 145 731 707 906 898 208 160 617 616 839 831
5006 16 7998 770 782 575 601 839 831 773 756 886 892 102 152 516 510 672 681 906 898 208 160 731 707 944 949 409 415 866 870 617 616 184 145
1007 16 5304 475 514 948 946 63 41 887 894 558 583 268 251 188 254 796 801 634 648 399 431 125 149 770 774 65 60 162 205 132 172 161 182
2007 16 5304 558 583 887 894 65 60 162 205 132 172 161 182 399 431 796 801 475 514 63 41 268 251 188 254 948 946 770 774 125 149 634 648
3007 16 5304 887 894 634 648 399 431 188 254 132 172 475 514 268 251 770 774 65 60 162 205 558 583 161 182 948 946 796 801 63 41 125 149
4007 16 5304 65 60 887 894 399 431 132 172 558 583 948 946 796 801 63 41 475 514 161 182 188 254 125 149 770 774 268 251 162 205 634 648
5007 16 5304 475 514 132 172 188 254 162 205 887 894 399 431 161 182 796 801 558 583 770 774 268 251 63 41 948 946 634 648 125 149 65 60
1008 16 6693 890 893 264 308 242 218 980 981 642 667 676 646 283 274 660 637 114 132 324 264 809 815 528 568 646 673 232 253 575 582 502 538
2008 16 6693 642 667 502 538 660 637 264 308 528 568 890 893 809 815 646 673 114 132 232 253 575 582 324 264 242 218 980 981 283 274 676 646
3008 16 6693 264 308 528 568 232 253 890 893 660 637 676 646 575 582 114 132 324 264 809 815 242 218 646 673 283 274 502 538 980 981 642 667
