1001 11 3534 172 452 144 2 595 834 586 120 856 457 216 295 61 568 269 901 808 38 109 259 602 242
2001 11 3534 595 834 586 120 269 901 144 2 808 38 61 568 216 295 109 259 602 242 172 452 856 457
3001 11 3534 269 901 856 457 586 120 109 259 595 834 602 242 216 295 144 2 61 568 808 38 172 452
4001 11 3534 216 295 269 901 144 2 856 457 808 38 109 259 61 568 595 834 602 242 586 120 172 452
5001 11 3534 109 259 269 901 586 120 602 242 595 834 61 568 144 2 808 38 216 295 172 452 856 457
6001 11 3534 61 568 595 834 602 242 586 120 172 452 269 901 144 2 109 259 808 38 216 295 856 457
7001 11 3534 602 242 109 259 856 457 808 38 216 295 269 901 61 568 595 834 144 2 586 120 172 452
8001 11 3534 602 242 216 295 109 259 144 2 586 120 269 901 172 452 856 457 808 38 595 834 61 568
9001 11 3534 856 457 586 120 216 295 595 834 602 242 61 568 144 2 269 901 109 259 172 452 808 38
10001 11 3534 144 2 172 452 856 457 586 120 61 568 216 295 808 38 109 259 595 834 269 901 602 242
11001 11 3534 586 120 172 452 61 568 595 834 144 2 269 901 216 295 109 259 856 457 602 242 808 38
12001 11 3534 269 901 109 259 856 457 216 295 602 242 144 2 586 120 61 568 808 38 172 452 595 834
13001 11 3534 269 901 144 2 808 38 602 242 216 295 856 457 172 452 595 834 586 120 61 568 109 259
14001 11 3534 595 834 172 452 216 295 808 38 586 120 269 901 109 259 602 242 856 457 144 2 61 568
15001 11 3534 172 452 586 120 808 38 109 259 602 242 216 295 144 2 61 568 595 834 269 901 856 457
16001 11 3534 856 457 61 568 808 38 216 295 172 452 586 120 269 901 109 259 595 834 602 242 144 2
17001 11 3534 172 452 216 295 144 2 109 259 269 901 808 38 586 120 602 242 61 568 856 457 595 834
18001 11 3534 602 242 595 834 216 295 269 901 808 38 61 568 144 2 586 120 172 452 109 259 856 457
19001 11 3534 602 242 109 259 808 38 586 120 269 901 61 568 595 834 856 457 172 452 216 295 144 2
20001 11 3534 172 452 144 2 808 38 216 295 602 242 856 457 269 901 61 568 595 834 586 120 109 259
1002 11 4027 566 29 610 89 776 547 89 800 470 731 617 977 702 506 200 486 514 660 401 543 89 28
2002 11 4027 566 29 610 89 702 506 470 731 89 28 514 660 401 543 776 547 89 800 200 486 617 977
3002 11 4027 200 486 89 28 89 800 610 89 566 29 470 731 702 506 776 547 514 660 617 977 401 543
4002 11 4027 89 800 200 486 776 547 702 506 470 731 617 977 89 28 514 660 401 543 566 29 610 89
5002 11 4027 566 29 514 660 89 28 610 89 617 977 401 543 89 800 702 506 470 731 776 547 200 486
6002 11 4027 702 506 89 28 566 29 514 660 776 547 470 731 610 89 401 543 89 800 200 486 617 977
7002 11 4027 470 731 200 486 617 977 89 28 89 800 566 29 776 547 610 89 702 506 401 543 514 660
8002 11 4027 566 29 89 800 470 731 617 977 89 28 514 660 776 547 401 543 200 486 610 89 702 506
9002 11 4027 702 506 200 486 89 28 401 543 776 547 89 800 566 29 470 731 610 89 617 977 514 660
10002 11 4027 89 28 514 660 617 977 470 731 566 29 776 547 401 543 89 800 610 89 702 506 200 486
11002 11 4027 617 977 776 547 200 486 566 29 702 506 89 800 514 660 89 28 610 89 401 543 470 731
12002 11 4027 566 29 89 28 470 731 401 543 89 800 702 506 776 547 610 89 200 486 617 977 514 660
13002 11 4027 470 731 200 486 776 547 702 506 617 977 610 89 89 800 566 29 514 660 401 543 89 28
14002 11 4027 89 28 617 977 776 547 702 506 401 543 610 89 514 660 89 800 200 486 470 731 566 29
15002 11 4027 776 547 610 89 89 800 401 543 514 660 200 486 89 28 566 29 617 977 470 731 702 506
16002 11 4027 617 977 610 89 401 543 470 731 200 486 566 29 702 506 89 28 776 547 89 800 514 660
17002 11 4027 617 977 89 800 610 89 702 506 89 28 200 486 514 660 470 731 776 547 566 29 401 543
18002 11 4027 470 731 200 486 566 29 617 977 702 506 514 660 89 28 776 547 89 800 610 89 401 543
19002 11 4027 566 29 401 543 200 486 470 731 89 800 776 547 514 660 89 28 702 506 610 89 617 977
20002 11 4027 89 800 200 486 470 731 89 28 610 89 617 977 401 543 702 506 566 29 776 547 514 660
1003 11 5168 852 671 978 640 790 166 548 350 520 334 170 572 189 602 130 30 690 32 937 59 657 936
2003 11 5168 548 350 189 602 790 166 170 572 690 32 130 30 852 671 657 936 937 59 978 640 520 334
3003 11 5168 690 32 520 334 657 936 852 671 790 166 130 30 978 640 548 350 189 602 170 572 937 59
4003 11 5168 657 936 790 166 130 30 189 602 937 59 978 640 548 350 520 334 170 572 852 671 690 32
5003 11 5168 790 166 657 936 690 32 520 334 170 572 548 350 130 30 189 602 937 59 852 671 978 640
6003 11 5168 130 30 978 640 852 671 520 334 790 166 690 32 170 572 189 602 937 59 548 350 657 936
7003 11 5168 657 936 790 166 690 32 189 602 978 640 170 572 852 671 548 350 130 30 937 59 520 334
8003 11 5168 520 334 978 640 690 32 937 59 548 350 657 936 790 166 130 30 852 671 170 572 189 602
9003 11 5168 978 640 189 602 657 936 852 671 548 350 790 166 937 59 520 334 690 32 170 572 130 30
10003 11 5168 130 30 170 572 657 936 548 350 978 640 690 32 790 166 520 334 937 59 852 671 189 602
11003 11 5168 520 334 937 59 852 671 130 30 790 166 690 32 189 602 657 936 170 572 978 640 548 350
12003 11 5168 189 602 852 671 657 936 548 350 130 30 937 59 690 32 170 572 790 166 978 640 520 334
13003 11 5168 937 59 548 350 130 30 978 640 852 671 690 32 189 602 657 936 520 334 790 166 170 572
14003 11 5168 189 602 790 166 978 640 657 936 130 30 690 32 170 572 548 350 937 59 852 671 520 334
15003 11 5168 657 936 520 334 690 32 790 166 937 59 130 30 978 640 852 671 170 572 189 602 548 350
16003 11 5168 170 572 978 640 790 166 548 350 130 30 520 334 852 671 189 602 657 936 937 59 690 32
17003 11 5168 690 32 520 334 548 350 852 671 978 640 189 602 790 166 937 59 130 30 657 936 170 572
18003 11 5168 548 350 978 640 170 572 790 166 852 671 657 936 520 334 690 32 189 602 937 59 130 30
19003 11 5168 130 30 690 32 978 640 548 350 937 59 520 334 790 166 170 572 657 936 189 602 852 671
